member	max_range	min_range	context
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_7_hard	70	61	value
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_7_legndary	70	61	value
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_7_normal	70	61	value
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_7_very_hard	70	61	value
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_8_ai_easy	100	71	value
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_8_ai_hard	100	71	value
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_8_ai_legndary	100	71	value
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_8_ai_normal	100	71	value
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_8_ai_very_hard	100	71	value
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_8_easy	100	71	value
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_8_hard	100	71	value
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_8_legndary	100	71	value
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_8_normal	100	71	value
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_8_very_hard	100	71	value
3k_dlc05_campaign_group_member_pooled_resource_white_tiger_confederation_level_0	0	0	value
3k_dlc05_campaign_group_member_pooled_resource_white_tiger_confederation_level_1	2	1	value
3k_dlc05_campaign_group_member_pooled_resource_white_tiger_confederation_level_2	4	3	value
3k_dlc05_campaign_group_member_pooled_resource_white_tiger_confederation_level_3	7	5	value
3k_dlc05_campaign_group_member_pooled_resource_white_tiger_confederation_level_4	8	8	value
3k_dlc05_campaign_group_member_supply_stockpile_abundant_bandits	100	90	value
3k_dlc05_campaign_group_member_supply_stockpile_bandits_absolute_value_dummy	2147483647	-2147483647	value
3k_dlc05_campaign_group_member_supply_stockpile_empty_bandits	1	0	value
3k_dlc05_campaign_group_member_supply_stockpile_full_bandits	89	80	value
3k_dlc05_campaign_group_member_supply_stockpile_limited_bandits	19	2	value
3k_dlc05_campaign_group_member_supply_stockpile_stable_bandits	59	40	value
3k_dlc05_campaign_group_member_supply_stockpile_supplied_bandits	79	60	value
3k_dlc05_campaign_group_member_supply_stockpile_tight_bandits	39	20	value
3k_dlc05_campaign_member_pooled_resource_shared_expertise_level	100	0	value
3k_dlc06_campaign_group_member_governor_independence_trigger_jiuzhen	9999	25	value
3k_dlc06_campaign_group_member_governor_independence_trigger_jiuzhen_separatists	9999	25	value
3k_dlc06_campaign_group_member_governor_independence_trigger_yongchang	9999	25	value
3k_dlc06_campaign_group_member_governor_independence_trigger_yongchang_separatists	9999	25	value
3k_dlc06_campaign_group_member_governor_independence_trigger_yunnan	9999	25	value
3k_dlc06_campaign_group_member_governor_independence_trigger_yunnan_separatists	9999	25	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_0	1	0	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_1	1	1	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_10	10	10	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_11	11	11	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_12	12	12	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_13	13	13	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_14	14	14	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_15	15	15	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_16	16	16	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_17	17	17	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_18	18	18	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_19	19	19	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_2	2	2	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_20	20	20	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_21	21	21	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_22	22	22	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_23	23	23	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_24	24	24	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_25	25	25	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_26	26	26	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_27	27	27	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_28	28	28	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_29	29	29	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_3	3	3	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_30	30	30	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_31	31	31	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_32	32	32	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_33	33	33	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_34	34	34	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_35	35	35	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_36	36	36	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_37	37	37	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_38	38	38	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_39	39	39	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_4	4	4	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_40	40	40	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_41	41	41	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_42	42	42	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_43	43	43	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_44	44	44	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_45	45	45	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_46	46	46	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_47	47	47	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_48	48	48	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_49	49	49	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_5	5	5	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_50	50	50	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_51	51	51	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_52	52	52	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_53	53	53	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_54	54	54	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_55	55	55	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_56	60	56	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_6	6	6	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_7	7	7	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_8	8	8	value
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_9	9	9	value
3k_dlc06_campaign_group_member_pooled_resource_goddess_of_fire_level_1	16	0	value
3k_dlc06_campaign_group_member_pooled_resource_goddess_of_fire_level_2	40	17	value
3k_dlc06_campaign_group_member_pooled_resource_goddess_of_fire_level_3	66	41	value
3k_dlc06_campaign_group_member_pooled_resource_goddess_of_fire_level_4	100	67	value
3k_dlc06_campaign_group_member_pooled_resource_mulu_pride_level_1	25	0	value
3k_dlc06_campaign_group_member_pooled_resource_mulu_pride_level_2	50	26	value
3k_dlc06_campaign_group_member_pooled_resource_mulu_pride_level_3	75	51	value
3k_dlc06_campaign_group_member_pooled_resource_mulu_pride_level_4	100	76	value
3k_dlc06_campaign_group_member_pooled_resource_mulu_rituals_level_0	0	0	value
3k_dlc06_campaign_group_member_pooled_resource_mulu_rituals_level_1	1	1	value
3k_dlc06_campaign_group_member_pooled_resource_mulu_rituals_level_2	2	2	value
3k_dlc06_campaign_group_member_pooled_resource_mulu_rituals_level_3	3	3	value
3k_dlc06_campaign_group_member_pooled_resource_mulu_rituals_level_4	4	4	value
3k_dlc06_campaign_group_member_pooled_resource_mulu_rituals_level_5	5	5	value
3k_dlc06_campaign_group_member_pooled_resource_mulu_rituals_level_6	6	6	value
3k_dlc06_campaign_group_member_pooled_resource_mulu_rituals_level_7	7	7	value
3k_dlc06_campaign_group_member_pooled_resource_mulu_rituals_level_8	8	8	value
3k_dlc06_campaign_group_member_pooled_resource_shamoke_confederate_00	0	0	value
3k_dlc06_campaign_group_member_pooled_resource_shamoke_confederate_01	1	1	value
3k_dlc06_campaign_group_member_pooled_resource_shamoke_confederate_02	2	2	value
3k_dlc06_campaign_group_member_pooled_resource_shamoke_confederate_03	3	3	value
3k_dlc06_campaign_group_member_pooled_resource_shamoke_confederate_04	4	4	value
3k_dlc06_campaign_group_member_pooled_resource_shamoke_confederate_05	5	5	value
3k_dlc06_campaign_group_member_pooled_resource_shamoke_confederate_06	6	6	value
3k_dlc06_campaign_group_member_pooled_resource_shamoke_confederate_07	7	7	value
3k_dlc06_campaign_group_member_pooled_resource_shamoke_confederate_08	8	8	value
3k_dlc06_campaign_group_member_pooled_resource_shamoke_confederate_09	9	9	value
3k_dlc06_campaign_group_member_pooled_resource_shamoke_confederate_10	10	10	value
3k_dlc06_campaign_group_member_pooled_resource_shamoke_vassalise_00	0	0	value
3k_dlc06_campaign_group_member_pooled_resource_shamoke_vassalise_01	1	1	value
3k_dlc06_campaign_group_member_pooled_resource_shamoke_vassalise_02	2	2	value
3k_dlc06_campaign_group_member_pooled_resource_shamoke_vassalise_03	3	3	value
3k_dlc06_campaign_group_member_pooled_resource_shamoke_vassalise_04	4	4	value
3k_dlc06_campaign_group_member_pooled_resource_shamoke_vassalise_05	5	5	value
3k_dlc06_campaign_group_member_pooled_resource_shamoke_vassalise_06	6	6	value
3k_dlc06_campaign_group_member_pooled_resource_shamoke_vassalise_07	7	7	value
3k_dlc06_campaign_group_member_pooled_resource_shamoke_vassalise_08	8	8	value
3k_dlc06_campaign_group_member_pooled_resource_shamoke_vassalise_09	9	9	value
3k_dlc06_campaign_group_member_pooled_resource_shamoke_vassalise_10	10	10	value
3k_dlc06_campaign_group_member_pooled_resource_shi_xie_family_member_faction_leaders_0	0	0	value
3k_dlc06_campaign_group_member_pooled_resource_shi_xie_family_member_faction_leaders_1	1	1	value
3k_dlc06_campaign_group_member_pooled_resource_shi_xie_family_member_faction_leaders_2	2	2	value
3k_dlc06_campaign_group_member_pooled_resource_shi_xie_family_member_faction_leaders_3	3	3	value
3k_dlc06_campaign_group_member_pooled_resource_shi_xie_family_member_faction_leaders_4	4	4	value
3k_dlc06_campaign_group_member_pooled_resource_shi_xie_family_member_faction_leaders_5	5	5	value
3k_dlc06_campaign_group_member_pooled_resource_shi_xie_family_member_faction_leaders_6	9999	6	value
3k_dlc06_campaign_group_member_pooled_resource_smouldering_fire_level_0	0	0	value
3k_dlc06_campaign_group_member_pooled_resource_smouldering_fire_level_1	1	1	value
3k_dlc06_campaign_group_member_pooled_resource_smouldering_fire_level_2	2	2	value
3k_dlc06_campaign_group_member_pooled_resource_smouldering_fire_level_3	3	3	value
3k_dlc06_campaign_group_member_pooled_resource_smouldering_fire_level_4	4	4	value
3k_dlc06_campaign_group_member_pooled_resource_smouldering_fire_level_5	5	5	value
3k_dlc06_campaign_group_member_pooled_resource_smouldering_fire_level_6	6	6	value
3k_dlc06_campaign_group_member_pooled_resource_smouldering_fire_level_7	7	7	value
3k_dlc06_campaign_group_member_pooled_resource_smouldering_fire_level_8	8	8	value
3k_dlc06_campaign_group_member_pooled_resource_smouldering_fire_level_9	10	9	value
3k_dlc06_campaign_group_member_pooled_resource_splendour_level_1	25	0	value
3k_dlc06_campaign_group_member_pooled_resource_splendour_level_2	50	26	value
3k_dlc06_campaign_group_member_pooled_resource_splendour_level_3	100	51	value
3k_dlc06_campaign_group_member_population_nanman_city_high	3000	2501	value
3k_dlc06_campaign_group_member_population_nanman_city_low	2000	1751	value
3k_dlc06_campaign_group_member_population_nanman_city_medium	2500	2001	value
3k_dlc06_campaign_group_member_population_nanman_city_super_high	4000	3501	value
3k_dlc06_campaign_group_member_population_nanman_city_very_high	3500	3001	value
3k_dlc06_campaign_group_member_population_nanman_city_very_low	1750	1501	value
3k_dlc06_campaign_group_member_population_nanman_metropolis_high	2147483647	5501	value
3k_dlc06_campaign_group_member_population_nanman_metropolis_low	4500	4001	value
3k_dlc06_campaign_group_member_population_nanman_metropolis_medium	5500	4501	value
3k_dlc06_campaign_group_member_population_nanman_town_high	1000	801	value
3k_dlc06_campaign_group_member_population_nanman_town_low	700	601	value
3k_dlc06_campaign_group_member_population_nanman_town_medium	800	701	value
3k_dlc06_campaign_group_member_population_nanman_town_super_high	1500	1251	value
3k_dlc06_campaign_group_member_population_nanman_town_very_high	1250	1001	value
3k_dlc06_campaign_group_member_population_nanman_town_very_low	600	501	value
3k_dlc06_campaign_group_member_population_nanman_village_high	300	201	value
3k_dlc06_campaign_group_member_population_nanman_village_low	100	51	value
3k_dlc06_campaign_group_member_population_nanman_village_medium	200	101	value
3k_dlc06_campaign_group_member_population_nanman_village_super_high	500	401	value
3k_dlc06_campaign_group_member_population_nanman_village_very_high	400	301	value
3k_dlc06_campaign_group_member_population_nanman_village_very_low	50	0	value
3k_dlc06_campaign_group_member_region_gdp_nanman_city_high	3000	2501	value
3k_dlc06_campaign_group_member_region_gdp_nanman_city_low	2000	1751	value
3k_dlc06_campaign_group_member_region_gdp_nanman_city_medium	2500	2001	value
3k_dlc06_campaign_group_member_region_gdp_nanman_city_super_high	4000	3501	value
3k_dlc06_campaign_group_member_region_gdp_nanman_city_very_high	3500	3001	value
3k_dlc06_campaign_group_member_region_gdp_nanman_city_very_low	1750	1501	value
3k_dlc06_campaign_group_member_region_gdp_nanman_metropolis_high	2147483647	5501	value
3k_dlc06_campaign_group_member_region_gdp_nanman_metropolis_low	4500	4001	value
3k_dlc06_campaign_group_member_region_gdp_nanman_metropolis_medium	5500	4501	value
3k_dlc06_campaign_group_member_region_gdp_nanman_town_high	1000	801	value
3k_dlc06_campaign_group_member_region_gdp_nanman_town_low	700	601	value
3k_dlc06_campaign_group_member_region_gdp_nanman_town_medium	800	701	value
3k_dlc06_campaign_group_member_region_gdp_nanman_town_super_high	1500	1251	value
3k_dlc06_campaign_group_member_region_gdp_nanman_town_very_high	1250	1001	value
3k_dlc06_campaign_group_member_region_gdp_nanman_town_very_low	600	501	value
3k_dlc06_campaign_group_member_region_gdp_nanman_village_high	300	201	value
3k_dlc06_campaign_group_member_region_gdp_nanman_village_low	100	51	value
3k_dlc06_campaign_group_member_region_gdp_nanman_village_medium	200	101	value
3k_dlc06_campaign_group_member_region_gdp_nanman_village_super_high	500	401	value
3k_dlc06_campaign_group_member_region_gdp_nanman_village_very_high	400	301	value
3k_dlc06_campaign_group_member_region_gdp_nanman_village_very_low	50	0	value
3k_dlc07_campaign_group_member_pooled_resource_ambition_level_1	25	0	value
3k_dlc07_campaign_group_member_pooled_resource_ambition_level_2	50	26	value
3k_dlc07_campaign_group_member_pooled_resource_ambition_level_3	75	51	value
3k_dlc07_campaign_group_member_pooled_resource_ambition_level_4	100	76	value
3k_dlc07_campaign_group_member_pooled_resource_imperial_favour_level_1	10	0	value
3k_dlc07_campaign_group_member_pooled_resource_imperial_favour_level_10	100	91	value
3k_dlc07_campaign_group_member_pooled_resource_imperial_favour_level_2	20	11	value
3k_dlc07_campaign_group_member_pooled_resource_imperial_favour_level_3	30	21	value
3k_dlc07_campaign_group_member_pooled_resource_imperial_favour_level_4	40	31	value
3k_dlc07_campaign_group_member_pooled_resource_imperial_favour_level_5	50	41	value
3k_dlc07_campaign_group_member_pooled_resource_imperial_favour_level_6	60	51	value
3k_dlc07_campaign_group_member_pooled_resource_imperial_favour_level_7	70	61	value
3k_dlc07_campaign_group_member_pooled_resource_imperial_favour_level_8	80	71	value
3k_dlc07_campaign_group_member_pooled_resource_imperial_favour_level_9	90	81	value
3k_dlc07_campaign_group_member_pooled_resource_tradeoffs_tracker_level_0	0	0	value
3k_dlc07_campaign_group_member_pooled_resource_tradeoffs_tracker_level_1	1	1	value
3k_dlc07_campaign_group_member_pooled_resource_tradeoffs_tracker_level_2	2	2	value
3k_dlc07_campaign_group_member_pooled_resource_tradeoffs_tracker_level_3	3	3	value
3k_dlc07_campaign_group_member_pooled_resource_tradeoffs_tracker_level_4	4	4	value
3k_dlc07_campaign_group_member_pooled_resource_tradeoffs_tracker_level_5	5	5	value
3k_dlc07_campaign_group_member_pooled_resource_tradeoffs_tracker_level_6	6	6	value
3k_dlc07_campaign_group_member_pooled_resource_tradeoffs_tracker_level_7	7	7	value
3k_dlc07_campaign_group_member_pooled_resource_tradeoffs_tracker_level_8	8	8	value
3k_main_campaign_group_member_character_generation_han_chinese_general_earth_zheng_jiang_infamy_level_1	10	0	value
3k_main_campaign_group_member_character_generation_han_chinese_general_earth_zheng_jiang_infamy_level_2	40	11	value
3k_main_campaign_group_member_character_generation_han_chinese_general_earth_zheng_jiang_infamy_level_3	70	41	value
3k_main_campaign_group_member_character_generation_han_chinese_general_earth_zheng_jiang_infamy_level_4	90	71	value
3k_main_campaign_group_member_character_generation_han_chinese_general_earth_zheng_jiang_infamy_level_5	100	91	value
3k_main_campaign_group_member_character_generation_han_chinese_general_fire_zheng_jiang_infamy_level_1	10	0	value
3k_main_campaign_group_member_character_generation_han_chinese_general_fire_zheng_jiang_infamy_level_2	40	11	value
3k_main_campaign_group_member_character_generation_han_chinese_general_fire_zheng_jiang_infamy_level_3	70	41	value
3k_main_campaign_group_member_character_generation_han_chinese_general_fire_zheng_jiang_infamy_level_4	90	71	value
3k_main_campaign_group_member_character_generation_han_chinese_general_fire_zheng_jiang_infamy_level_5	100	91	value
3k_main_campaign_group_member_character_generation_han_chinese_general_metal_zheng_jiang_infamy_level_1	10	0	value
3k_main_campaign_group_member_character_generation_han_chinese_general_metal_zheng_jiang_infamy_level_2	40	11	value
3k_main_campaign_group_member_character_generation_han_chinese_general_metal_zheng_jiang_infamy_level_3	70	41	value
3k_main_campaign_group_member_character_generation_han_chinese_general_metal_zheng_jiang_infamy_level_4	90	71	value
3k_main_campaign_group_member_character_generation_han_chinese_general_metal_zheng_jiang_infamy_level_5	100	91	value
3k_main_campaign_group_member_character_generation_han_chinese_general_water_zheng_jiang_infamy_level_1	10	0	value
3k_main_campaign_group_member_character_generation_han_chinese_general_water_zheng_jiang_infamy_level_2	40	11	value
3k_main_campaign_group_member_character_generation_han_chinese_general_water_zheng_jiang_infamy_level_3	70	41	value
3k_main_campaign_group_member_character_generation_han_chinese_general_water_zheng_jiang_infamy_level_4	90	71	value
3k_main_campaign_group_member_character_generation_han_chinese_general_water_zheng_jiang_infamy_level_5	100	91	value
3k_main_campaign_group_member_character_generation_han_chinese_general_wood_zheng_jaing_infamy_level_1	10	0	value
3k_main_campaign_group_member_character_generation_han_chinese_general_wood_zheng_jaing_infamy_level_2	40	11	value
3k_main_campaign_group_member_character_generation_han_chinese_general_wood_zheng_jaing_infamy_level_3	70	41	value
3k_main_campaign_group_member_character_generation_han_chinese_general_wood_zheng_jaing_infamy_level_4	90	71	value
3k_main_campaign_group_member_character_generation_han_chinese_general_wood_zheng_jaing_infamy_level_5	100	91	value
3k_main_campaign_group_member_food_net_zero	0	0	value
3k_main_campaign_group_member_food_shortage_han_chinese_tier_1	-1	-5	value
3k_main_campaign_group_member_food_shortage_han_chinese_tier_2	-6	-15	value
3k_main_campaign_group_member_food_shortage_han_chinese_tier_3	-16	-30	value
3k_main_campaign_group_member_food_shortage_han_chinese_tier_4	-31	-50	value
3k_main_campaign_group_member_food_shortage_han_chinese_tier_5	-51	-2147483647	value
3k_main_campaign_group_member_food_shortage_tier_1	-1	-5	value
3k_main_campaign_group_member_food_shortage_tier_2	-6	-15	value
3k_main_campaign_group_member_food_shortage_tier_3	-16	-30	value
3k_main_campaign_group_member_food_shortage_tier_4	-31	-50	value
3k_main_campaign_group_member_food_shortage_tier_5	-51	-2147483647	value
3k_main_campaign_group_member_food_surplus_han_chinese_tier_1	5	1	value
3k_main_campaign_group_member_food_surplus_han_chinese_tier_2	15	6	value
3k_main_campaign_group_member_food_surplus_han_chinese_tier_3	30	16	value
3k_main_campaign_group_member_food_surplus_han_chinese_tier_4	50	31	value
3k_main_campaign_group_member_food_surplus_han_chinese_tier_5	2147483647	51	value
3k_main_campaign_group_member_food_surplus_tier_1	5	1	value
3k_main_campaign_group_member_food_surplus_tier_2	15	6	value
3k_main_campaign_group_member_food_surplus_tier_3	30	16	value
3k_main_campaign_group_member_food_surplus_tier_4	50	31	value
3k_main_campaign_group_member_food_surplus_tier_5	2147483647	51	value
3k_main_campaign_group_member_governor_independence_trigger_anding	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_anding_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_anping	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_anping_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_ba	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_ba_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_badong	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_badong_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_baxi	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_baxi_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_beihai	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_beihai_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_bohai	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_bohai_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_cai_mao	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_cai_mao_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_cangwu	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_cangwu_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_cao_cao	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_cao_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_changan	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_changan_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_changsha	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_changsha_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_chen	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_chen_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_chengdu	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_chengdu_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_daijun	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_daijun_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_dong_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_dong_zhuo	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_donghai	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_donghai_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_dongjun	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_dongjun_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_donglai	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_donglai_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_dongou	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_dongou_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_fuling	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_fuling_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_gao_gan	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_gao_gan_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_gaoliang	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_gaoliang_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_gongsun_du	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_gongsun_du_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_gongsun_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_gongsun_zan	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_guangling	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_guangling_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_han_empire	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_han_empire_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_han_fu	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_han_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_han_sui	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_han_sui_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_hanzhong	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_hanzhong_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_hedong	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_hedong_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_henei	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_henei_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_hepu	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_hepu_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_huang_zu	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_huang_zu_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_jia_long	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_jia_long_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_jianan	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_jianan_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_jiangxia	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_jiangxia_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_jiangyang	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_jiangyang_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_jianning	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_jianning_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_jianye	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_jianye_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_jiaozhi	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_jiaozhi_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_jincheng	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_jincheng_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_jingzhou	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_jingzhou_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_kong_rong	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_kong_rong_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_kong_zhou	9999	25	value
