key	building1	building2	religion	resource1	resource2	skill1	skill2	tech1	tech2	must_be_world_leader	minimum_character_rank	agent_subtype	ceo
3k_main_unit_requirement_fire_lancer_cavalry								3k_main_tech_fire_tier2_retainer_armies		false	0	3k_general_fire	
3k_main_unit_requirement_fire_peasant_raiders								3k_main_tech_fire_tier2_convict_drafts		false	0	3k_general_fire	
3k_main_unit_requirement_fire_tiger_and_leopard_cavalry										false	3		
3k_main_unit_requirement_fire_xiliang_cavalry										false	3		
3k_main_unit_requirement_metal_axe_band										false	0	3k_general_metal	
3k_main_unit_requirement_metal_base										false	0	3k_general_metal	
3k_main_unit_requirement_metal_base_bandits										false	0	3k_general_metal	
3k_main_unit_requirement_metal_black_mountain_marauders										false	1		
3k_main_unit_requirement_metal_elite								3k_main_tech_metal_tier3_state_blast_furnaces		false	0		
3k_main_unit_requirement_metal_fists_of_the_bandit_queen										false	6		
3k_main_unit_requirement_metal_hidden_axes										false	3		
3k_main_unit_requirement_metal_rapid_tiger_infantry										false	3		
3k_main_unit_requirement_metal_sabre_infantry								3k_main_tech_metal_tier2_office_of_arts_and_crafts		false	0	3k_general_metal	
3k_main_unit_requirement_metal_warriors_of_the_left										false	6		
3k_main_unit_requirement_special_records_gan_ning						3k_main_skill_bodyguard_gan_ning				false	0		
3k_main_unit_requirement_special_records_huang_zhong						3k_main_skill_bodyguard_huang_zhong				false	0		
3k_main_unit_requirement_special_records_taishi_ci						3k_main_skill_bodyguard_taishi_ci				false	0		
3k_main_unit_requirement_special_romance_gan_ning						3k_main_skill_special_ability_fire_hail_of_arrows				false	0		
3k_main_unit_requirement_special_romance_huang_zhong						3k_main_skill_special_ability_metal_warning_shot				false	0		
3k_main_unit_requirement_special_romance_taishi_ci						3k_main_skill_special_ability_metal_hail_of_arrows				false	0		
3k_main_unit_requirement_water_advanced								3k_main_tech_water_tier2_inns		false	0	3k_general_water	
3k_main_unit_requirement_water_archers								3k_main_tech_water_tier0_private_tutors		false	0	3k_general_water	
3k_main_unit_requirement_water_base										false	0	3k_general_water	
3k_main_unit_requirement_water_base_bandits										false	0	3k_general_water	
3k_main_unit_requirement_water_black_mountain_hunters										false	5		
3k_main_unit_requirement_water_elite								3k_main_tech_water_tier3_silk_road_expeditions		false	0		
3k_main_unit_requirement_water_fury_of_behai										false	3		
3k_main_unit_requirement_water_heavy_crossbowmen										false	6	3k_general_water	
3k_main_unit_requirement_water_heavy_repeating_crossbowmen								3k_main_tech_water_tier3_hostels		false	0	3k_general_water	
3k_main_unit_requirement_water_mounted_archers								3k_main_tech_fire_tier3_strategic_fortresses		false	0		
3k_main_unit_requirement_water_qiang_hunters										false	3		
3k_main_unit_requirement_water_qiang_marauders										false	1		
3k_main_unit_requirement_water_qiang_raiders										false	5		
3k_main_unit_requirement_water_thunder_of_jian_an										false	6		
3k_main_unit_requirement_water_white_horse_fellows										false	6		
3k_main_unit_requirement_water_white_horse_raiders										false	3		
3k_main_unit_requirement_water_yi_archers										false	3		
3k_main_unit_requirement_water_yi_marksmen										false	6		
3k_main_unit_requirement_wood_advanced										false	6	3k_general_wood	
3k_main_unit_requirement_wood_base										false	0	3k_general_wood	
3k_main_unit_requirement_wood_base_bandits										false	0	3k_general_wood	
3k_main_unit_requirement_wood_black_mountain_outlaws										false	3		
3k_main_unit_requirement_wood_defenders_of_hebei										false	6		
3k_main_unit_requirement_wood_elite								3k_main_tech_wood_tier3_facilitation_of_landlord_exploitation		false	0		
3k_main_unit_requirement_wood_heavy_ji_infantry								3k_main_tech_wood_tier3_agricultural_garrisons		false	0	3k_general_wood	
3k_main_unit_requirement_wood_imperial_defenders										false	6		
3k_main_unit_requirement_wood_infantry_of_jing										false	3		
3k_main_unit_requirement_wood_ji_infantry								3k_main_tech_wood_tier2_government_controlled_granaries		false	0	3k_general_wood	
3k_main_unit_requirement_wood_peasant_band								3k_main_tech_wood_tier1_agricultural_tax_relief		false	0	3k_general_wood	
3k_main_unit_requirement_wood_spear_warriors								3k_main_tech_wood_tier1_government_tool_distribution		false	0	3k_general_wood	
3k_main_unit_requirement_wood_warriors_of_ye										false	3		
3k_main_unit_requirement_world_leader										true	0		
3k_main_unit_requirements_water_juggernaut										false	6	3k_general_water	
3k_ytr_unit_requirement_mercenaries_sun_jian										false	1		
3k_ytr_unit_requirement_mercenaries_sun_jian_advanced										false	3		
3k_ytr_unit_requirement_mercenaries_sun_jian_elite										false	5		
3k_ytr_unit_requirement_yellow_turban_archers										false	0	3k_general_wood	
3k_ytr_unit_requirement_yellow_turban_archers_progression_1										false	4	3k_general_metal	
3k_ytr_unit_requirement_yellow_turban_archers_progression_2										false	5	3k_general_water	
3k_ytr_unit_requirement_yellow_turban_horsemen										false	3		
3k_ytr_unit_requirement_yellow_turban_spearmen										false	0	3k_general_water	
3k_ytr_unit_requirement_yellow_turban_spearmen_progression_1										false	4	3k_general_wood	
3k_ytr_unit_requirement_yellow_turban_spearmen_progression_2										false	5	3k_general_metal	
3k_ytr_unit_requirement_yellow_turban_warriors										false	0	3k_general_metal	
3k_ytr_unit_requirement_yellow_turban_warriors_progression_1										false	4	3k_general_water	
3k_ytr_unit_requirement_yellow_turban_warriors_progression_2										false	5	3k_general_wood	
3k_ytr_unit_requirement_yellow_turbans_chanters								3k_ytr_tech_yellow_turban_people_3_5		false	0	3k_general_metal	
3k_ytr_unit_requirement_yellow_turbans_chanters_alternate								3k_ytr_tech_yellow_turban_people_3_5		false	0	3k_general_earth	
3k_ytr_unit_requirement_yellow_turbans_faction_unique_archery_masters								3k_ytr_tech_yellow_turban_heaven_3_1		false	0	3k_general_metal	
3k_ytr_unit_requirement_yellow_turbans_faction_unique_archery_masters_alternate								3k_ytr_tech_yellow_turban_heaven_3_1		false	0	3k_general_earth	
3k_ytr_unit_requirement_yellow_turbans_faction_unique_arm_of_the_supreme_peace								3k_ytr_tech_yellow_turban_people_4_1		false	0	3k_general_water	
3k_ytr_unit_requirement_yellow_turbans_faction_unique_arm_of_the_supreme_peace_alternative								3k_ytr_tech_yellow_turban_people_4_1		false	0	3k_general_water	
3k_ytr_unit_requirement_yellow_turbans_faction_unique_bringers_of_righteousness								3k_ytr_tech_yellow_turban_people_2_1		false	0	3k_general_water	
3k_ytr_unit_requirement_yellow_turbans_faction_unique_fervent_defenders								3k_ytr_tech_yellow_turban_land_2_1		false	0	3k_general_wood	
3k_ytr_unit_requirement_yellow_turbans_faction_unique_guardians_of_the_land								3k_ytr_tech_yellow_turban_land_3_1		false	0	3k_general_wood	
3k_ytr_unit_requirement_yellow_turbans_faction_unique_guardians_of_the_land_alternate								3k_ytr_tech_yellow_turban_land_3_1		false	0	3k_general_fire	
3k_ytr_unit_requirement_yellow_turbans_faction_unique_huanglao_s_paragons								3k_ytr_tech_yellow_turban_heaven_2_1		false	0	3k_general_metal	
3k_ytr_unit_requirement_yellow_turbans_faction_unique_jaizi_raiders								3k_ytr_tech_yellow_turban_people_3_1		false	0	3k_general_metal	
3k_ytr_unit_requirement_yellow_turbans_faction_unique_lands_chosen								3k_ytr_tech_yellow_turban_heaven_3_1		false	0	3k_general_wood	
3k_ytr_unit_requirement_yellow_turbans_faction_unique_righteous_vanguards								3k_ytr_tech_yellow_turban_people_2_1		false	0	3k_general_water	
3k_ytr_unit_requirement_yellow_turbans_faction_unique_scholar_warriors								3k_ytr_tech_yellow_turban_heaven_4_1		false	0	3k_general_metal	
3k_ytr_unit_requirement_yellow_turbans_faction_unique_scholar_warriors_alternate								3k_ytr_tech_yellow_turban_heaven_4_1		false	0	3k_general_earth	
3k_ytr_unit_requirement_yellow_turbans_faction_unique_stalwart_shields								3k_ytr_tech_yellow_turban_land_3_1		false	0	3k_general_water	
3k_ytr_unit_requirement_yellow_turbans_faction_unique_venerable_wu								3k_ytr_tech_yellow_turban_heaven_2_1		false	0	3k_general_metal	
3k_ytr_unit_requirement_yellow_turbans_faction_unique_venerable_wu_alternate								3k_ytr_tech_yellow_turban_heaven_2_1		false	0	3k_general_earth	
3k_ytr_unit_requirement_yellow_turbans_faction_unique_virtuous_noblemen								3k_ytr_tech_yellow_turban_land_4_1		false	0	3k_general_wood	
3k_ytr_unit_requirement_yellow_turbans_faction_unique_virtuous_noblemen_alternate								3k_ytr_tech_yellow_turban_land_4_1		false	0	3k_general_fire	
3k_ytr_unit_requirement_yellow_turbans_faction_unique_watchmen_of_the_peace								3k_ytr_tech_yellow_turban_land_2_1		false	0	3k_general_fire	
3k_ytr_unit_requirement_yellow_turbans_faction_unique_watchmen_of_the_peace_alternate								3k_ytr_tech_yellow_turban_land_2_1		false	0	3k_general_wood	
3k_ytr_unit_requirement_yellow_turbans_faction_unique_youxia								3k_ytr_tech_yellow_turban_people_3_1		false	0	3k_general_water	
3k_ytr_unit_requirement_yellow_turbans_horseback_huntsmen								3k_ytr_tech_yellow_turban_land_3_2		false	0	3k_general_wood	
3k_ytr_unit_requirement_yellow_turbans_horseback_huntsmen_alternate								3k_ytr_tech_yellow_turban_land_3_2		false	0	3k_general_fire	
3k_ytr_unit_requirement_yellow_turbans_men_of_the_forest										false	0	3k_general_fire	
3k_ytr_unit_requirement_yellow_turbans_men_of_the_forest_alternate										false	0	3k_general_wood	
3k_ytr_unit_requirement_yellow_turbans_militia_of_virtue								3k_ytr_tech_yellow_turban_people_3_5		false	0	3k_general_metal	
3k_ytr_unit_requirement_yellow_turbans_militia_of_virtue_alternate								3k_ytr_tech_yellow_turban_people_3_5		false	0	3k_general_earth	
3k_ytr_unit_requirement_yellow_turbans_peoples_warband										false	0	3k_general_water	
3k_ytr_unit_requirement_yellow_turbans_peoples_warband_alternate										false	0	3k_general_water	
3k_ytr_unit_requirement_yellow_turbans_reclaimers								3k_ytr_tech_yellow_turban_land_3_2		false	0	3k_general_wood	
3k_ytr_unit_requirement_yellow_turbans_reclaimers_alternate								3k_ytr_tech_yellow_turban_land_3_2		false	0	3k_general_fire	
3k_ytr_unit_requirement_yellow_turbans_trebuchet								3k_ytr_tech_yellow_turban_heaven_3_3		false	0	3k_general_fire	
3k_ytr_unit_requirement_yellow_turbans_trebuchet_alternate								3k_ytr_tech_yellow_turban_heaven_3_3		false	0	3k_general_wood	
3k_ytr_unit_requirement_yellow_turbans_white_wave_horsemen								3k_ytr_tech_yellow_turban_people_3_3		false	0	3k_general_water	
3k_ytr_unit_requirement_yellow_turbans_white_wave_horsemen_alternative								3k_ytr_tech_yellow_turban_people_3_3		false	0	3k_general_water	
3k_ytr_unit_requirement_yellow_turbans_white_wave_veterans								3k_ytr_tech_yellow_turban_people_3_3		false	0	3k_general_water	
3k_ytr_unit_requirement_yellow_turbans_white_wave_veterans_alternative								3k_ytr_tech_yellow_turban_people_3_3		false	0	3k_general_water	
3k_ytr_unit_requirement_yellow_turbans_yellow_sky_heralds										false	0	3k_general_metal	
3k_ytr_unit_requirement_yellow_turbans_yellow_sky_heralds_alternate										false	0	3k_general_earth	
ep_unit_requirement_earth_archers								ep_tech_military_1_2		false	0	3k_general_earth	
ep_unit_requirement_earth_elite								ep_tech_military_3_3		false	0		
ep_unit_requirement_earth_imperial_household_cavalry								ep_tech_military_4_3		false	0		
ep_unit_requirement_earth_ji_infantry								ep_tech_military_2_5		false	0	3k_general_earth	
ep_unit_requirement_earth_sabre_cavalry								ep_tech_military_1_3		false	0	3k_general_earth	
ep_unit_requirement_earth_sabre_infantry								ep_tech_military_2_3		false	0	3k_general_earth	
ep_unit_requirement_fire_cataphracts_main_campaign								3k_main_tech_fire_tier2_shock_warfare		false	0	3k_general_fire	
ep_unit_requirement_fire_elite								ep_tech_military_3_3		false	0		
ep_unit_requirement_fire_heavy_cataphracts								ep_tech_military_4_1		false	0	3k_general_fire	
ep_unit_requirement_fire_heavy_cataphracts_main_campaign								3k_main_tech_fire_tier3_barded_mounts		false	6	3k_general_fire	
ep_unit_requirement_fire_imperial_lancer_cavalry								ep_tech_military_4_1		false	0		
ep_unit_requirement_fire_lancer_cavalry								ep_tech_military_2_2		false	0	3k_general_fire	
ep_unit_requirement_fire_peasant_raiders								ep_tech_military_2_2		false	0	3k_general_fire	
ep_unit_requirement_fire_xianbei_riders										false	3		
ep_unit_requirement_fire_xiongnu_cataphracts										false	6		
ep_unit_requirement_fire_xiongnu_cavalry										false	3		
ep_unit_requirement_metal_axe_band								ep_tech_military_1_2		false	0	3k_general_metal	
ep_unit_requirement_metal_chu_infantry										false	3		
ep_unit_requirement_metal_elite								ep_tech_military_3_4		false	0		
ep_unit_requirement_metal_imperial_guards										false	3		
ep_unit_requirement_metal_imperial_sword_guard								ep_tech_military_4_2		false	0		
ep_unit_requirement_metal_sabre_infantry								ep_tech_military_2_3		false	0	3k_general_metal	
ep_unit_requirement_metal_warriors_of_xu										false	6		
ep_unit_requirement_metal_xu_raiders										false	3		
ep_unit_requirement_water_advanced								ep_tech_military_2_4		false	0	3k_general_water	
ep_unit_requirement_water_archers								ep_tech_military_1_2		false	0	3k_general_water	
ep_unit_requirement_water_archers_of_jing										false	3		
ep_unit_requirement_water_defenders_of_earth								ep_tech_military_4_3		false	0		
ep_unit_requirement_water_elite								ep_tech_military_3_1		false	0		
ep_unit_requirement_water_heavy_mounted_archers								ep_tech_military_3_4		false	0	3k_general_water	
ep_unit_requirement_water_heavy_mounted_archers_main_campaign								3k_main_tech_fire_tier3_swiftness_is_the_key_in_war		false	6		
ep_unit_requirement_water_heavy_repeating_crossbowmen								ep_tech_military_3_1		false	0	3k_general_water	
ep_unit_requirement_water_imperial_palace_cavalry								ep_tech_military_4_4		false	0		
ep_unit_requirement_water_imperial_palace_crossbowmen								ep_tech_military_4_4		false	0		
ep_unit_requirement_water_mounted_archers								ep_tech_military_1_3		false	0	3k_general_water	
ep_unit_requirement_water_mounted_crossbowmen_main_campaign								3k_main_tech_water_tier3_divine_manipultation_of_threads		false	0	3k_general_water	
ep_unit_requirement_water_qi_crossbowmen										false	3		
ep_unit_requirement_water_xianbei_horse_archers										false	3		
ep_unit_requirement_wood_chu_spearmen										false	3		
ep_unit_requirement_wood_elite								ep_tech_military_4_4		false	0		
ep_unit_requirement_wood_heavy_ji_infantry								ep_tech_military_3_4		false	0	3k_general_wood	
ep_unit_requirement_wood_imperial_gate_guards								ep_tech_military_4_2		false	0		
ep_unit_requirement_wood_ji_infantry								ep_tech_military_2_5		false	0	3k_general_wood	
ep_unit_requirement_wood_peasant_band								ep_tech_military_1_2		false	0	3k_general_wood	
ep_unit_requirement_wood_protectors_of_heaven								ep_tech_military_4_2		false	0		
ep_unit_requirement_wood_qi_guardsmen										false	3		
ep_unit_requirement_wood_spear_warriors								ep_tech_military_1_3		false	0	3k_general_wood	
no_requirement										false	0		
