member	pooled_resource
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_5_ai_very_hard	3k_dlc05_pooled_resource_reckless_luck
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_5_easy	3k_dlc05_pooled_resource_reckless_luck
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_5_hard	3k_dlc05_pooled_resource_reckless_luck
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_5_legndary	3k_dlc05_pooled_resource_reckless_luck
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_5_normal	3k_dlc05_pooled_resource_reckless_luck
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_5_very_hard	3k_dlc05_pooled_resource_reckless_luck
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_6_ai_easy	3k_dlc05_pooled_resource_reckless_luck
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_6_ai_hard	3k_dlc05_pooled_resource_reckless_luck
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_6_ai_legndary	3k_dlc05_pooled_resource_reckless_luck
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_6_ai_normal	3k_dlc05_pooled_resource_reckless_luck
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_6_ai_very_hard	3k_dlc05_pooled_resource_reckless_luck
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_6_easy	3k_dlc05_pooled_resource_reckless_luck
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_6_hard	3k_dlc05_pooled_resource_reckless_luck
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_6_legndary	3k_dlc05_pooled_resource_reckless_luck
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_6_normal	3k_dlc05_pooled_resource_reckless_luck
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_6_very_hard	3k_dlc05_pooled_resource_reckless_luck
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_7_ai_easy	3k_dlc05_pooled_resource_reckless_luck
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_7_ai_hard	3k_dlc05_pooled_resource_reckless_luck
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_7_ai_legndary	3k_dlc05_pooled_resource_reckless_luck
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_7_ai_normal	3k_dlc05_pooled_resource_reckless_luck
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_7_ai_very_hard	3k_dlc05_pooled_resource_reckless_luck
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_7_easy	3k_dlc05_pooled_resource_reckless_luck
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_7_hard	3k_dlc05_pooled_resource_reckless_luck
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_7_legndary	3k_dlc05_pooled_resource_reckless_luck
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_7_normal	3k_dlc05_pooled_resource_reckless_luck
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_7_very_hard	3k_dlc05_pooled_resource_reckless_luck
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_8_ai_easy	3k_dlc05_pooled_resource_reckless_luck
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_8_ai_hard	3k_dlc05_pooled_resource_reckless_luck
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_8_ai_legndary	3k_dlc05_pooled_resource_reckless_luck
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_8_ai_normal	3k_dlc05_pooled_resource_reckless_luck
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_8_ai_very_hard	3k_dlc05_pooled_resource_reckless_luck
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_8_easy	3k_dlc05_pooled_resource_reckless_luck
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_8_hard	3k_dlc05_pooled_resource_reckless_luck
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_8_legndary	3k_dlc05_pooled_resource_reckless_luck
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_8_normal	3k_dlc05_pooled_resource_reckless_luck
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_8_very_hard	3k_dlc05_pooled_resource_reckless_luck
3k_dlc05_campaign_group_member_pooled_resource_white_tiger_confederation_level_0	3k_dlc05_pooled_resource_white_tiger_confederation
3k_dlc05_campaign_group_member_pooled_resource_white_tiger_confederation_level_1	3k_dlc05_pooled_resource_white_tiger_confederation
3k_dlc05_campaign_group_member_pooled_resource_white_tiger_confederation_level_2	3k_dlc05_pooled_resource_white_tiger_confederation
3k_dlc05_campaign_group_member_pooled_resource_white_tiger_confederation_level_3	3k_dlc05_pooled_resource_white_tiger_confederation
3k_dlc05_campaign_group_member_pooled_resource_white_tiger_confederation_level_4	3k_dlc05_pooled_resource_white_tiger_confederation
3k_dlc05_campaign_group_member_supply_stockpile_abundant_bandits	3k_main_pooled_resource_supply
3k_dlc05_campaign_group_member_supply_stockpile_bandits_absolute_value_dummy	3k_main_pooled_resource_supply
3k_dlc05_campaign_group_member_supply_stockpile_empty_bandits	3k_main_pooled_resource_supply
3k_dlc05_campaign_group_member_supply_stockpile_full_bandits	3k_main_pooled_resource_supply
3k_dlc05_campaign_group_member_supply_stockpile_limited_bandits	3k_main_pooled_resource_supply
3k_dlc05_campaign_group_member_supply_stockpile_stable_bandits	3k_main_pooled_resource_supply
3k_dlc05_campaign_group_member_supply_stockpile_supplied_bandits	3k_main_pooled_resource_supply
3k_dlc05_campaign_group_member_supply_stockpile_tight_bandits	3k_main_pooled_resource_supply
3k_dlc05_campaign_member_pooled_resource_shared_expertise_level	3k_dlc05_pooled_resource_shared_expertise
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_0	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_1	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_10	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_11	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_12	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_13	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_14	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_15	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_16	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_17	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_18	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_19	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_2	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_20	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_21	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_22	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_23	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_24	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_25	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_26	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_27	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_28	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_29	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_3	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_30	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_31	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_32	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_33	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_34	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_35	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_36	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_37	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_38	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_39	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_4	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_40	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_41	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_42	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_43	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_44	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_45	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_46	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_47	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_48	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_49	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_5	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_50	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_51	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_52	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_53	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_54	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_55	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_56	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_6	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_7	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_8	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_flaming_confinement_level_9	3k_dlc06_pooled_resource_flaming_confinement
3k_dlc06_campaign_group_member_pooled_resource_goddess_of_fire_level_1	3k_dlc06_pooled_resource_goddess_of_fire
3k_dlc06_campaign_group_member_pooled_resource_goddess_of_fire_level_2	3k_dlc06_pooled_resource_goddess_of_fire
3k_dlc06_campaign_group_member_pooled_resource_goddess_of_fire_level_3	3k_dlc06_pooled_resource_goddess_of_fire
3k_dlc06_campaign_group_member_pooled_resource_goddess_of_fire_level_4	3k_dlc06_pooled_resource_goddess_of_fire
3k_dlc06_campaign_group_member_pooled_resource_mulu_pride_level_1	3k_dlc06_pooled_resource_mulu_pride
3k_dlc06_campaign_group_member_pooled_resource_mulu_pride_level_2	3k_dlc06_pooled_resource_mulu_pride
3k_dlc06_campaign_group_member_pooled_resource_mulu_pride_level_3	3k_dlc06_pooled_resource_mulu_pride
3k_dlc06_campaign_group_member_pooled_resource_mulu_pride_level_4	3k_dlc06_pooled_resource_mulu_pride
3k_dlc06_campaign_group_member_pooled_resource_mulu_rituals_level_0	3k_dlc06_pooled_resource_mulu_rituals
3k_dlc06_campaign_group_member_pooled_resource_mulu_rituals_level_1	3k_dlc06_pooled_resource_mulu_rituals
3k_dlc06_campaign_group_member_pooled_resource_mulu_rituals_level_2	3k_dlc06_pooled_resource_mulu_rituals
3k_dlc06_campaign_group_member_pooled_resource_mulu_rituals_level_3	3k_dlc06_pooled_resource_mulu_rituals
3k_dlc06_campaign_group_member_pooled_resource_mulu_rituals_level_4	3k_dlc06_pooled_resource_mulu_rituals
3k_dlc06_campaign_group_member_pooled_resource_mulu_rituals_level_5	3k_dlc06_pooled_resource_mulu_rituals
3k_dlc06_campaign_group_member_pooled_resource_mulu_rituals_level_6	3k_dlc06_pooled_resource_mulu_rituals
3k_dlc06_campaign_group_member_pooled_resource_mulu_rituals_level_7	3k_dlc06_pooled_resource_mulu_rituals
3k_dlc06_campaign_group_member_pooled_resource_mulu_rituals_level_8	3k_dlc06_pooled_resource_mulu_rituals
3k_dlc06_campaign_group_member_pooled_resource_shamoke_confederate_00	3k_dlc06_pooled_resource_shamoke_confederate
3k_dlc06_campaign_group_member_pooled_resource_shamoke_confederate_01	3k_dlc06_pooled_resource_shamoke_confederate
3k_dlc06_campaign_group_member_pooled_resource_shamoke_confederate_02	3k_dlc06_pooled_resource_shamoke_confederate
3k_dlc06_campaign_group_member_pooled_resource_shamoke_confederate_03	3k_dlc06_pooled_resource_shamoke_confederate
3k_dlc06_campaign_group_member_pooled_resource_shamoke_confederate_04	3k_dlc06_pooled_resource_shamoke_confederate
3k_dlc06_campaign_group_member_pooled_resource_shamoke_confederate_05	3k_dlc06_pooled_resource_shamoke_confederate
3k_dlc06_campaign_group_member_pooled_resource_shamoke_confederate_06	3k_dlc06_pooled_resource_shamoke_confederate
3k_dlc06_campaign_group_member_pooled_resource_shamoke_confederate_07	3k_dlc06_pooled_resource_shamoke_confederate
3k_dlc06_campaign_group_member_pooled_resource_shamoke_confederate_08	3k_dlc06_pooled_resource_shamoke_confederate
3k_dlc06_campaign_group_member_pooled_resource_shamoke_confederate_09	3k_dlc06_pooled_resource_shamoke_confederate
3k_dlc06_campaign_group_member_pooled_resource_shamoke_confederate_10	3k_dlc06_pooled_resource_shamoke_confederate
3k_dlc06_campaign_group_member_pooled_resource_shamoke_vassalise_00	3k_dlc06_pooled_resource_shamoke_vassalise
3k_dlc06_campaign_group_member_pooled_resource_shamoke_vassalise_01	3k_dlc06_pooled_resource_shamoke_vassalise
3k_dlc06_campaign_group_member_pooled_resource_shamoke_vassalise_02	3k_dlc06_pooled_resource_shamoke_vassalise
3k_dlc06_campaign_group_member_pooled_resource_shamoke_vassalise_03	3k_dlc06_pooled_resource_shamoke_vassalise
3k_dlc06_campaign_group_member_pooled_resource_shamoke_vassalise_04	3k_dlc06_pooled_resource_shamoke_vassalise
3k_dlc06_campaign_group_member_pooled_resource_shamoke_vassalise_05	3k_dlc06_pooled_resource_shamoke_vassalise
3k_dlc06_campaign_group_member_pooled_resource_shamoke_vassalise_06	3k_dlc06_pooled_resource_shamoke_vassalise
3k_dlc06_campaign_group_member_pooled_resource_shamoke_vassalise_07	3k_dlc06_pooled_resource_shamoke_vassalise
3k_dlc06_campaign_group_member_pooled_resource_shamoke_vassalise_08	3k_dlc06_pooled_resource_shamoke_vassalise
3k_dlc06_campaign_group_member_pooled_resource_shamoke_vassalise_09	3k_dlc06_pooled_resource_shamoke_vassalise
3k_dlc06_campaign_group_member_pooled_resource_shamoke_vassalise_10	3k_dlc06_pooled_resource_shamoke_vassalise
3k_dlc06_campaign_group_member_pooled_resource_shi_xie_family_member_faction_leaders_0	3k_dlc06_pooled_resource_family_member_faction_leaders
3k_dlc06_campaign_group_member_pooled_resource_shi_xie_family_member_faction_leaders_1	3k_dlc06_pooled_resource_family_member_faction_leaders
3k_dlc06_campaign_group_member_pooled_resource_shi_xie_family_member_faction_leaders_2	3k_dlc06_pooled_resource_family_member_faction_leaders
3k_dlc06_campaign_group_member_pooled_resource_shi_xie_family_member_faction_leaders_3	3k_dlc06_pooled_resource_family_member_faction_leaders
3k_dlc06_campaign_group_member_pooled_resource_shi_xie_family_member_faction_leaders_4	3k_dlc06_pooled_resource_family_member_faction_leaders
3k_dlc06_campaign_group_member_pooled_resource_shi_xie_family_member_faction_leaders_5	3k_dlc06_pooled_resource_family_member_faction_leaders
3k_dlc06_campaign_group_member_pooled_resource_shi_xie_family_member_faction_leaders_6	3k_dlc06_pooled_resource_family_member_faction_leaders
3k_dlc06_campaign_group_member_pooled_resource_smouldering_fire_level_0	3k_dlc06_pooled_resource_smouldering_fire
3k_dlc06_campaign_group_member_pooled_resource_smouldering_fire_level_1	3k_dlc06_pooled_resource_smouldering_fire
3k_dlc06_campaign_group_member_pooled_resource_smouldering_fire_level_2	3k_dlc06_pooled_resource_smouldering_fire
3k_dlc06_campaign_group_member_pooled_resource_smouldering_fire_level_3	3k_dlc06_pooled_resource_smouldering_fire
3k_dlc06_campaign_group_member_pooled_resource_smouldering_fire_level_4	3k_dlc06_pooled_resource_smouldering_fire
3k_dlc06_campaign_group_member_pooled_resource_smouldering_fire_level_5	3k_dlc06_pooled_resource_smouldering_fire
3k_dlc06_campaign_group_member_pooled_resource_smouldering_fire_level_6	3k_dlc06_pooled_resource_smouldering_fire
3k_dlc06_campaign_group_member_pooled_resource_smouldering_fire_level_7	3k_dlc06_pooled_resource_smouldering_fire
3k_dlc06_campaign_group_member_pooled_resource_smouldering_fire_level_8	3k_dlc06_pooled_resource_smouldering_fire
3k_dlc06_campaign_group_member_pooled_resource_smouldering_fire_level_9	3k_dlc06_pooled_resource_smouldering_fire
3k_dlc06_campaign_group_member_pooled_resource_splendour_level_1	3k_dlc06_pooled_resource_splendour
3k_dlc06_campaign_group_member_pooled_resource_splendour_level_2	3k_dlc06_pooled_resource_splendour
3k_dlc06_campaign_group_member_pooled_resource_splendour_level_3	3k_dlc06_pooled_resource_splendour
3k_dlc06_campaign_group_member_population_nanman_city_high	3k_main_pooled_resource_population
3k_dlc06_campaign_group_member_population_nanman_city_low	3k_main_pooled_resource_population
3k_dlc06_campaign_group_member_population_nanman_city_medium	3k_main_pooled_resource_population
3k_dlc06_campaign_group_member_population_nanman_city_super_high	3k_main_pooled_resource_population
3k_dlc06_campaign_group_member_population_nanman_city_very_high	3k_main_pooled_resource_population
3k_dlc06_campaign_group_member_population_nanman_city_very_low	3k_main_pooled_resource_population
3k_dlc06_campaign_group_member_population_nanman_metropolis_high	3k_main_pooled_resource_population
3k_dlc06_campaign_group_member_population_nanman_metropolis_low	3k_main_pooled_resource_population
3k_dlc06_campaign_group_member_population_nanman_metropolis_medium	3k_main_pooled_resource_population
3k_dlc06_campaign_group_member_population_nanman_town_high	3k_main_pooled_resource_population
3k_dlc06_campaign_group_member_population_nanman_town_low	3k_main_pooled_resource_population
3k_dlc06_campaign_group_member_population_nanman_town_medium	3k_main_pooled_resource_population
3k_dlc06_campaign_group_member_population_nanman_town_super_high	3k_main_pooled_resource_population
3k_dlc06_campaign_group_member_population_nanman_town_very_high	3k_main_pooled_resource_population
3k_dlc06_campaign_group_member_population_nanman_town_very_low	3k_main_pooled_resource_population
3k_dlc06_campaign_group_member_population_nanman_village_high	3k_main_pooled_resource_population
3k_dlc06_campaign_group_member_population_nanman_village_low	3k_main_pooled_resource_population
3k_dlc06_campaign_group_member_population_nanman_village_medium	3k_main_pooled_resource_population
3k_dlc06_campaign_group_member_population_nanman_village_super_high	3k_main_pooled_resource_population
3k_dlc06_campaign_group_member_population_nanman_village_very_high	3k_main_pooled_resource_population
3k_dlc06_campaign_group_member_population_nanman_village_very_low	3k_main_pooled_resource_population
3k_dlc06_campaign_group_member_region_gdp_nanman_city_high	3k_main_pooled_resource_population
3k_dlc06_campaign_group_member_region_gdp_nanman_city_low	3k_main_pooled_resource_population
3k_dlc06_campaign_group_member_region_gdp_nanman_city_medium	3k_main_pooled_resource_population
3k_dlc06_campaign_group_member_region_gdp_nanman_city_super_high	3k_main_pooled_resource_population
3k_dlc06_campaign_group_member_region_gdp_nanman_city_very_high	3k_main_pooled_resource_population
3k_dlc06_campaign_group_member_region_gdp_nanman_city_very_low	3k_main_pooled_resource_population
3k_dlc06_campaign_group_member_region_gdp_nanman_metropolis_high	3k_main_pooled_resource_population
3k_dlc06_campaign_group_member_region_gdp_nanman_metropolis_low	3k_main_pooled_resource_population
3k_dlc06_campaign_group_member_region_gdp_nanman_metropolis_medium	3k_main_pooled_resource_population
3k_dlc06_campaign_group_member_region_gdp_nanman_town_high	3k_main_pooled_resource_population
3k_dlc06_campaign_group_member_region_gdp_nanman_town_low	3k_main_pooled_resource_population
3k_dlc06_campaign_group_member_region_gdp_nanman_town_medium	3k_main_pooled_resource_population
3k_dlc06_campaign_group_member_region_gdp_nanman_town_super_high	3k_main_pooled_resource_population
3k_dlc06_campaign_group_member_region_gdp_nanman_town_very_high	3k_main_pooled_resource_population
3k_dlc06_campaign_group_member_region_gdp_nanman_town_very_low	3k_main_pooled_resource_population
3k_dlc06_campaign_group_member_region_gdp_nanman_village_high	3k_main_pooled_resource_population
3k_dlc06_campaign_group_member_region_gdp_nanman_village_low	3k_main_pooled_resource_population
3k_dlc06_campaign_group_member_region_gdp_nanman_village_medium	3k_main_pooled_resource_population
3k_dlc06_campaign_group_member_region_gdp_nanman_village_super_high	3k_main_pooled_resource_population
3k_dlc06_campaign_group_member_region_gdp_nanman_village_very_high	3k_main_pooled_resource_population
3k_dlc06_campaign_group_member_region_gdp_nanman_village_very_low	3k_main_pooled_resource_population
3k_dlc07_campaign_group_member_pooled_resource_ambition_level_1	3k_dlc07_pooled_resource_ambition
3k_dlc07_campaign_group_member_pooled_resource_ambition_level_2	3k_dlc07_pooled_resource_ambition
3k_dlc07_campaign_group_member_pooled_resource_ambition_level_3	3k_dlc07_pooled_resource_ambition
3k_dlc07_campaign_group_member_pooled_resource_ambition_level_4	3k_dlc07_pooled_resource_ambition
3k_dlc07_campaign_group_member_pooled_resource_imperial_favour_level_1	3k_dlc07_pooled_resource_imperial_favour
3k_dlc07_campaign_group_member_pooled_resource_imperial_favour_level_10	3k_dlc07_pooled_resource_imperial_favour
3k_dlc07_campaign_group_member_pooled_resource_imperial_favour_level_2	3k_dlc07_pooled_resource_imperial_favour
3k_dlc07_campaign_group_member_pooled_resource_imperial_favour_level_3	3k_dlc07_pooled_resource_imperial_favour
3k_dlc07_campaign_group_member_pooled_resource_imperial_favour_level_4	3k_dlc07_pooled_resource_imperial_favour
3k_dlc07_campaign_group_member_pooled_resource_imperial_favour_level_5	3k_dlc07_pooled_resource_imperial_favour
3k_dlc07_campaign_group_member_pooled_resource_imperial_favour_level_6	3k_dlc07_pooled_resource_imperial_favour
3k_dlc07_campaign_group_member_pooled_resource_imperial_favour_level_7	3k_dlc07_pooled_resource_imperial_favour
3k_dlc07_campaign_group_member_pooled_resource_imperial_favour_level_8	3k_dlc07_pooled_resource_imperial_favour
3k_dlc07_campaign_group_member_pooled_resource_imperial_favour_level_9	3k_dlc07_pooled_resource_imperial_favour
3k_dlc07_campaign_group_member_pooled_resource_tradeoffs_tracker_level_0	3k_dlc07_pooled_resource_tradeoffs_tracker
3k_dlc07_campaign_group_member_pooled_resource_tradeoffs_tracker_level_1	3k_dlc07_pooled_resource_tradeoffs_tracker
3k_dlc07_campaign_group_member_pooled_resource_tradeoffs_tracker_level_2	3k_dlc07_pooled_resource_tradeoffs_tracker
3k_dlc07_campaign_group_member_pooled_resource_tradeoffs_tracker_level_3	3k_dlc07_pooled_resource_tradeoffs_tracker
3k_dlc07_campaign_group_member_pooled_resource_tradeoffs_tracker_level_4	3k_dlc07_pooled_resource_tradeoffs_tracker
3k_dlc07_campaign_group_member_pooled_resource_tradeoffs_tracker_level_5	3k_dlc07_pooled_resource_tradeoffs_tracker
3k_dlc07_campaign_group_member_pooled_resource_tradeoffs_tracker_level_6	3k_dlc07_pooled_resource_tradeoffs_tracker
3k_dlc07_campaign_group_member_pooled_resource_tradeoffs_tracker_level_7	3k_dlc07_pooled_resource_tradeoffs_tracker
3k_dlc07_campaign_group_member_pooled_resource_tradeoffs_tracker_level_8	3k_dlc07_pooled_resource_tradeoffs_tracker
3k_main_campaign_group_member_character_generation_han_chinese_general_earth_zheng_jiang_infamy_level_1	3k_main_pooled_resource_infamy
3k_main_campaign_group_member_character_generation_han_chinese_general_earth_zheng_jiang_infamy_level_2	3k_main_pooled_resource_infamy
3k_main_campaign_group_member_character_generation_han_chinese_general_earth_zheng_jiang_infamy_level_3	3k_main_pooled_resource_infamy
3k_main_campaign_group_member_character_generation_han_chinese_general_earth_zheng_jiang_infamy_level_4	3k_main_pooled_resource_infamy
3k_main_campaign_group_member_character_generation_han_chinese_general_earth_zheng_jiang_infamy_level_5	3k_main_pooled_resource_infamy
3k_main_campaign_group_member_character_generation_han_chinese_general_fire_zheng_jiang_infamy_level_1	3k_main_pooled_resource_infamy
3k_main_campaign_group_member_character_generation_han_chinese_general_fire_zheng_jiang_infamy_level_2	3k_main_pooled_resource_infamy
3k_main_campaign_group_member_character_generation_han_chinese_general_fire_zheng_jiang_infamy_level_3	3k_main_pooled_resource_infamy
3k_main_campaign_group_member_character_generation_han_chinese_general_fire_zheng_jiang_infamy_level_4	3k_main_pooled_resource_infamy
3k_main_campaign_group_member_character_generation_han_chinese_general_fire_zheng_jiang_infamy_level_5	3k_main_pooled_resource_infamy
3k_main_campaign_group_member_character_generation_han_chinese_general_metal_zheng_jiang_infamy_level_1	3k_main_pooled_resource_infamy
3k_main_campaign_group_member_character_generation_han_chinese_general_metal_zheng_jiang_infamy_level_2	3k_main_pooled_resource_infamy
3k_main_campaign_group_member_character_generation_han_chinese_general_metal_zheng_jiang_infamy_level_3	3k_main_pooled_resource_infamy
3k_main_campaign_group_member_character_generation_han_chinese_general_metal_zheng_jiang_infamy_level_4	3k_main_pooled_resource_infamy
3k_main_campaign_group_member_character_generation_han_chinese_general_metal_zheng_jiang_infamy_level_5	3k_main_pooled_resource_infamy
3k_main_campaign_group_member_character_generation_han_chinese_general_water_zheng_jiang_infamy_level_1	3k_main_pooled_resource_infamy
3k_main_campaign_group_member_character_generation_han_chinese_general_water_zheng_jiang_infamy_level_2	3k_main_pooled_resource_infamy
3k_main_campaign_group_member_character_generation_han_chinese_general_water_zheng_jiang_infamy_level_3	3k_main_pooled_resource_infamy
