key	image_path	localised_description	localised_name	unlocked_at_rank	is_background_skill	is_female_only_background_skill	is_male_only_background_skill	background_weighting
3k_main_skill_bodyguard_xiahou_dun	3k_main_skill_aspect_wood_perseverance	A hero's resolve is not to seem the bravest, but to be it.	Champion	0	false	false	false	0.0000
3k_main_skill_bodyguard_xiahou_dun_alt_1	3k_main_skill_aspect_wood_perseverance	A hero's resolve is not to seem the bravest, but to be it.	Champion	0	false	false	false	0.0000
3k_main_skill_bodyguard_xiahou_dun_alt_2	3k_main_skill_aspect_wood_perseverance	A hero's resolve is not to seem the bravest, but to be it.	Champion	0	false	false	false	0.0000
3k_main_skill_bodyguard_xiahou_yuan	3k_main_skill_aspect_fire_instinct	Concentrate on the moment: fight, don't think. Use your instincts.	Vanguard	0	false	false	false	0.0000
3k_main_skill_bodyguard_xiahou_yuan_alt_1	3k_main_skill_aspect_fire_instinct	Concentrate on the moment: fight, don't think. Use your instincts.	Vanguard	0	false	false	false	0.0000
3k_main_skill_bodyguard_xiahou_yuan_alt_2	3k_main_skill_aspect_fire_instinct	Concentrate on the moment: fight, don't think. Use your instincts.	Vanguard	0	false	false	false	0.0000
3k_main_skill_bodyguard_xu_chu	3k_main_skill_aspect_wood_perseverance	A hero's resolve is not to seem the bravest, but to be it.	Champion	0	false	false	false	0.0000
3k_main_skill_bodyguard_xu_chu_alt_1	3k_main_skill_aspect_wood_perseverance	A hero's resolve is not to seem the bravest, but to be it.	Champion	0	false	false	false	0.0000
3k_main_skill_bodyguard_xu_chu_alt_2	3k_main_skill_aspect_wood_perseverance	A hero's resolve is not to seem the bravest, but to be it.	Champion	0	false	false	false	0.0000
3k_main_skill_bodyguard_xu_huang	3k_main_skill_aspect_metal_expertise	Martial expertise through hard work. Practice. Preparation. Endless repetition.	Sentinel	0	false	false	false	0.0000
3k_main_skill_bodyguard_xu_huang_alt_1	3k_main_skill_aspect_metal_expertise	Martial expertise through hard work. Practice. Preparation. Endless repetition.	Sentinel	0	false	false	false	0.0000
3k_main_skill_bodyguard_xu_huang_alt_2	3k_main_skill_aspect_metal_expertise	Martial expertise through hard work. Practice. Preparation. Endless repetition.	Sentinel	0	false	false	false	0.0000
3k_main_skill_bodyguard_yuan_shao	3k_main_skill_aspect_earth_authority	The responsibility that comes with authority should not be taken lightly.	Commander	0	false	false	false	0.0000
3k_main_skill_bodyguard_yuan_shao_alt_1	3k_main_skill_aspect_earth_authority	The responsibility that comes with authority should not be taken lightly.	Commander	0	false	false	false	0.0000
3k_main_skill_bodyguard_yuan_shao_alt_2	3k_main_skill_aspect_earth_authority	The responsibility that comes with authority should not be taken lightly.	Commander	0	false	false	false	0.0000
3k_main_skill_bodyguard_yue_jin	3k_main_skill_aspect_metal_expertise	Martial expertise through hard work. Practice. Preparation. Endless repetition.	Sentinel	0	false	false	false	0.0000
3k_main_skill_bodyguard_yue_jin_alt_1	3k_main_skill_aspect_metal_expertise	Martial expertise through hard work. Practice. Preparation. Endless repetition.	Sentinel	0	false	false	false	0.0000
3k_main_skill_bodyguard_yue_jin_alt_2	3k_main_skill_aspect_metal_expertise	Martial expertise through hard work. Practice. Preparation. Endless repetition.	Sentinel	0	false	false	false	0.0000
3k_main_skill_bodyguard_zhang_fei	3k_main_skill_aspect_fire_instinct	Concentrate on the moment: fight, don't think. Use your instincts.	Vanguard	0	false	false	false	0.0000
3k_main_skill_bodyguard_zhang_fei_alt_1	3k_main_skill_aspect_fire_instinct	Concentrate on the moment: fight, don't think. Use your instincts.	Vanguard	0	false	false	false	0.0000
3k_main_skill_bodyguard_zhang_fei_alt_2	3k_main_skill_aspect_fire_instinct	Concentrate on the moment: fight, don't think. Use your instincts.	Vanguard	0	false	false	false	0.0000
3k_main_skill_bodyguard_zhang_liao	3k_main_skill_aspect_metal_expertise	Martial expertise through hard work. Practice. Preparation. Endless repetition.	Sentinel	0	false	false	false	0.0000
3k_main_skill_bodyguard_zhang_liao_alt_1	3k_main_skill_aspect_metal_expertise	Martial expertise through hard work. Practice. Preparation. Endless repetition.	Sentinel	0	false	false	false	0.0000
3k_main_skill_bodyguard_zhang_liao_alt_2	3k_main_skill_aspect_metal_expertise	Martial expertise through hard work. Practice. Preparation. Endless repetition.	Sentinel	0	false	false	false	0.0000
3k_main_skill_bodyguard_zhao_yun	3k_main_skill_aspect_metal_expertise	Martial expertise through hard work. Practice. Preparation. Endless repetition.	Sentinel	0	false	false	false	0.0000
3k_main_skill_bodyguard_zhao_yun_alt_1	3k_main_skill_aspect_metal_expertise	Martial expertise through hard work. Practice. Preparation. Endless repetition.	Sentinel	0	false	false	false	0.0000
3k_main_skill_bodyguard_zhao_yun_alt_2	3k_main_skill_aspect_metal_expertise	Martial expertise through hard work. Practice. Preparation. Endless repetition.	Sentinel	0	false	false	false	0.0000
3k_main_skill_bodyguard_zheng_jiang	3k_main_skill_aspect_wood_perseverance	A hero's resolve is not to seem the bravest, but to be it.	Champion	0	false	false	false	0.0000
3k_main_skill_bodyguard_zheng_jiang_alt_1	3k_main_skill_aspect_wood_perseverance	A hero's resolve is not to seem the bravest, but to be it.	Champion	0	false	false	false	0.0000
3k_main_skill_bodyguard_zheng_jiang_alt_2	3k_main_skill_aspect_wood_perseverance	A hero's resolve is not to seem the bravest, but to be it.	Champion	0	false	false	false	0.0000
3k_main_skill_bodyguard_zhou_yu	3k_main_skill_aspect_water_cunning	Be cunning and full of tricks and your people shall never be destroyed.	Strategist	0	false	false	false	0.0000
3k_main_skill_bodyguard_zhou_yu_alt_1	3k_main_skill_aspect_water_cunning	Be cunning and full of tricks and your people shall never be destroyed.	Strategist	0	false	false	false	0.0000
3k_main_skill_bodyguard_zhou_yu_alt_2	3k_main_skill_aspect_water_cunning	Be cunning and full of tricks and your people shall never be destroyed.	Strategist	0	false	false	false	0.0000
3k_main_skill_bodyguard_zhuge_liang	3k_main_skill_aspect_water_cunning	Be cunning and full of tricks and your people shall never be destroyed.	Strategist	0	false	false	false	0.0000
3k_main_skill_bodyguard_zhuge_liang_alt_1	3k_main_skill_aspect_water_cunning	Be cunning and full of tricks and your people shall never be destroyed.	Strategist	0	false	false	false	0.0000
3k_main_skill_bodyguard_zhuge_liang_alt_2	3k_main_skill_aspect_water_cunning	Be cunning and full of tricks and your people shall never be destroyed.	Strategist	0	false	false	false	0.0000
3k_main_skill_mastery_earth_1_nobility_mlvl_3	3k_main_skill_mastery_earth_1_nobility	Virtue cannot be acquired, only nurtured.	Nobility	0	false	false	false	0.0000
3k_main_skill_mastery_earth_2_mobility_mlvl_3	3k_main_skill_mastery_earth_2_mobility	Raise your sail one foot and you get ten feet of wind.	Mobility	0	false	false	false	0.0000
3k_main_skill_mastery_earth_3_clarity_mlvl_3	3k_main_skill_mastery_earth_3_clarity	Coherence in thought and speech brings clear advantage.	Clarity	0	false	false	false	0.0000
3k_main_skill_mastery_earth_4_stability_mlvl_3	3k_main_skill_mastery_earth_4_stability	The pillar is strongest at its base.	Stability	0	false	false	false	0.0000
3k_main_skill_mastery_earth_5_meditation_mlvl_3	3k_main_skill_mastery_earth_5_meditation	Everyone eats and drinks, yet only few appreciate the taste of food.	Meditation	0	false	false	false	0.0000
3k_main_skill_mastery_fire_1_intensity_mlvl_3	3k_main_skill_mastery_fire_1_intensity	Burn long, and brightly.	Intensity	0	false	false	false	0.0000
3k_main_skill_mastery_fire_2_fury_mlvl_3	3k_main_skill_mastery_fire_2_fury	Strike with violence. Always.	Fury	0	false	false	false	0.0000
3k_main_skill_mastery_fire_3_vengeance_mlvl_3	3k_main_skill_mastery_fire_3_vengeance	Never forget, never forgive.	Vengeance	0	false	false	false	0.0000
3k_main_skill_mastery_fire_4_passion_mlvl_3	3k_main_skill_mastery_fire_4_passion	Do not hold back what clamours for release.	Passion	0	false	false	false	0.0000
3k_main_skill_mastery_fire_5_dignity_mlvl_3	3k_main_skill_mastery_fire_5_dignity	Nothing baffles evil like calm composure and propriety.	Dignity	0	false	false	false	0.0000
3k_main_skill_mastery_metal_1_bravery_mlvl_3	3k_main_skill_mastery_metal_1_bravery	Those who fear nothing do not stumble along life's rubble-strewn path.	Bravery	0	false	false	false	0.0000
3k_main_skill_mastery_metal_2_intuition_mlvl_3	3k_main_skill_mastery_metal_2_intuiton	Understanding cannot be taught, only felt instinctively.	Intuition	0	false	false	false	0.0000
3k_main_skill_mastery_metal_3_zeal_mlvl_3	3k_main_skill_mastery_metal_3_zeal	Never lose sight of the prize, no matter the obstacles along the way.	Zeal	0	false	false	false	0.0000
3k_main_skill_mastery_metal_4_understanding_mlvl_3	3k_main_skill_mastery_metal_4_understanding	What you do not wish upon yourself, extend not to others.	Understanding	0	false	false	false	0.0000
3k_main_skill_mastery_metal_5_dilligence_mlvl_3	3k_main_skill_mastery_metal_5_diligence	The industrious need no orders to galvanise them into action.	Diligence	0	false	false	false	0.0000
3k_main_skill_mastery_water_archer_1_precision_mlvl_3	3k_main_skill_mastery_water_archer_1_precision	Accuracy safeguards energy, so it is never wasted.	Precision	0	false	false	false	0.0000
3k_main_skill_mastery_water_archer_2_flexibility_mlvl_3	3k_main_skill_mastery_water_archer_2_flexibility	Like the weather, one's fortune may change by the evening.	Flexibility	0	false	false	false	0.0000
3k_main_skill_mastery_water_archer_3_guile_mlvl_3	3k_main_skill_mastery_water_archer_3_guile	The crafty fox evades the farmer's blade.	Guile	0	false	false	false	0.0000
3k_main_skill_mastery_water_archer_4_perception_mlvl_3	3k_main_skill_mastery_water_archer_4_perception	Abandon fixed ideas, they will only hold you back.	Perception	0	false	false	false	0.0000
3k_main_skill_mastery_water_archer_5_reach_mlvl_3	3k_main_skill_mastery_water_archer_5_reach	With no knowledge of what cannot be done, you will accomplish great things.	Reach	0	false	false	false	0.0000
3k_main_skill_mastery_water_strategist_1_resourcefulness_mlvl_3	3k_main_skill_mastery_water_strategist_1_resourcefulness	Whomsoever depends on themselves will attain the greatest happiness.	Resourcefulness	0	false	false	false	0.0000
3k_main_skill_mastery_water_strategist_2_judgement_mlvl_3	3k_main_skill_mastery_water_strategist_2_judgement	Do not let emotion cloud your acuity.	Judgement	0	false	false	false	0.0000
3k_main_skill_mastery_water_strategist_3_composure_mlvl_3	3k_main_skill_mastery_water_strategist_3_composure	If you are patient in one moment of anger, you will escape a hundred days of sorrow.	Composure	0	false	false	false	0.0000
3k_main_skill_mastery_water_strategist_4_wisdom_mlvl_3	3k_main_skill_mastery_water_strategist_4_wisdom	The wise make their own decisions, the ignorant follow public opinion. 	Wisdom	0	false	false	false	0.0000
3k_main_skill_mastery_water_strategist_5_scholarship_mlvl_3	3k_main_skill_mastery_water_strategist_5_scholarship	A nation's treasure is in its scholars.	Scholarship	0	false	false	false	0.0000
3k_main_skill_mastery_wood_1_endurance_mlvl_3	3k_main_skill_mastery_wood_1_endurance	A crisis is an opportunity riding the dangerous wind.	Endurance	0	false	false	false	0.0000
3k_main_skill_mastery_wood_2_abundance_mlvl_3	3k_main_skill_mastery_wood_2_abundance	Give a man a fish and you feed him for a day. Teach him to fish and you feed him for a lifetime.	Abundance	0	false	false	false	0.0000
3k_main_skill_mastery_wood_3_patience_mlvl_3	3k_main_skill_mastery_wood_3_patience	A gem is not polished without rubbing, nor a man perfected without trials.	Patience	0	false	false	false	0.0000
3k_main_skill_mastery_wood_4_trust_mlvl_3	3k_main_skill_mastery_wood_4_trust	To know the road ahead, ask those coming back.	Trust	0	false	false	false	0.0000
3k_main_skill_mastery_wood_5_consideration_mlvl_3	3k_main_skill_mastery_wood_5_consideration	When you drink the water, remember the spring.	Consideration	0	false	false	false	0.0000
3k_main_skill_special_ability_earth	3k_main_skill_aspect_earth_authority	With great authority comes great responsibility.	Commander	0	false	false	false	0.0000
3k_main_skill_special_ability_earth_alt_1	3k_main_skill_aspect_earth_authority	The responsibility that comes with authority should not be taken lightly.	Commander	0	false	false	false	0.0000
3k_main_skill_special_ability_earth_alt_2	3k_main_skill_aspect_earth_authority	The responsibility that comes with authority should not be taken lightly.	Commander	0	false	false	false	0.0000
3k_main_skill_special_ability_earth_distant_courage	3k_main_skill_aspect_earth_authority	Yuan Shao directs and empowers his forces from a… safer distance.	Distant Courage	0	false	false	false	0.0000
3k_main_skill_special_ability_earth_imperious_presence	3k_main_skill_aspect_earth_authority	Cao Cao's ordered mind encourages his forces to more efficient action!	Imperious Presence	0	false	false	false	0.0000
3k_main_skill_special_ability_earth_inspiring_words	3k_main_skill_aspect_earth_authority	Liu Bei's words drive his men to greatness!	Inspiring Words	0	false	false	false	0.0000
3k_main_skill_special_ability_earth_natures_ally	3k_main_skill_aspect_earth_authority	The forest provides a path, and surer footing, for the respectful. 	Nature's Ally	0	false	false	false	0.0000
3k_main_skill_special_ability_earth_stone_bulwark	3k_main_skill_aspect_earth_authority	With skin of earth, arrows rebound, harmless.	Stone Bulwark	0	false	false	false	0.0000
3k_main_skill_special_ability_earth_unyielding_earth	3k_main_skill_aspect_earth_authority	Nature itself provides a shield for its warriors.	Unyielding Earth	0	false	false	false	0.0000
3k_main_skill_special_ability_fire	3k_main_skill_aspect_fire_instinct	Concentrate on the moment: fight, don't think. Use your instincts.	Vanguard	0	false	false	false	0.0000
3k_main_skill_special_ability_fire_alt_1	3k_main_skill_aspect_fire_instinct	Concentrate on the moment: fight, don't think. Use your instincts.	Vanguard	0	false	false	false	0.0000
3k_main_skill_special_ability_fire_alt_2	3k_main_skill_aspect_fire_instinct	Concentrate on the moment: fight, don't think. Use your instincts.	Vanguard	0	false	false	false	0.0000
3k_main_skill_special_ability_fire_blade_breaker	3k_main_skill_aspect_fire_instinct	The tyrant laughs as blades glance harmlessly off his armour.	Blade Breaker	0	false	false	false	0.0000
3k_main_skill_special_ability_fire_blazing_roar	3k_main_skill_aspect_fire_instinct	Zhang Fei's burly howl can rout an entire regiment!	Blazing Roar	0	false	false	false	0.0000
3k_main_skill_special_ability_fire_blazing_saddles	3k_main_skill_aspect_fire_instinct	A charge of great power, draining Xiahou Yuan's focus.	Blazing Saddles	0	false	false	false	0.0000
3k_main_skill_special_ability_fire_blood_fury	3k_main_skill_aspect_fire_instinct	As Sun Ce's strength rises, his grip on rationality weakens…	Bloody Fury	0	false	false	false	0.0000
3k_main_skill_special_ability_fire_devastating_roar	3k_main_skill_aspect_fire_instinct	The roar of fury crushes enemy morale!	Devastating Roar	0	false	false	false	0.0000
3k_main_skill_special_ability_fire_final_rush	3k_main_skill_aspect_fire_instinct	With a final burst of speed, battle's end is hastened.	Final Rush	0	false	false	false	0.0000
3k_main_skill_special_ability_fire_flames_of_the_phoenix	3k_main_skill_aspect_fire_instinct	A devastating swing with the power of the risen inferno!	Flames of the Phoenix	0	false	false	false	0.0000
3k_main_skill_special_ability_fire_hail_of_arrows	3k_main_skill_aspect_fire_instinct	A flurry of shafts slows the enemy advance.	Hail of Arrows	0	false	false	false	0.0000
3k_main_skill_special_ability_fire_heart_seeker	3k_main_skill_aspect_fire_instinct	With a single shot, Sun Ren brings death.	Heart Seeker	0	false	false	false	0.0000
3k_main_skill_special_ability_fire_internal_blaze	3k_main_skill_aspect_fire_instinct	Ma Chao's internal strife manifests in bursts of rage; uncontrollable charges at the enemy!	Internal Blaze	0	false	false	false	0.0000
3k_main_skill_special_ability_fire_natures_ally	3k_main_skill_aspect_fire_instinct	The forest provides a path, and surer footing, for the respectful. 	Natures' Ally	0	false	false	false	0.0000
3k_main_skill_special_ability_fire_rage_of_lu_bu	3k_main_skill_aspect_fire_instinct	With a mighty sweep, Lü Bu strikes all around him.	Rage of Lü Bu	0	false	false	false	0.0000
3k_main_skill_special_ability_fire_reign_of_terror	3k_main_skill_aspect_fire_instinct	The tyrant rages; his men hold through fear.	Reign of Terror	0	false	false	false	0.0000
3k_main_skill_special_ability_fire_roar_of_the_beast	3k_main_skill_aspect_fire_instinct	The fury of the victorious warrior is fearful to behold!	Roar of the Beast	0	false	false	false	0.0000
3k_main_skill_special_ability_fire_smouldering_fury	3k_main_skill_aspect_fire_instinct	The more he is opposed, the stronger Lü Bu becomes!	Smouldering Fury	0	false	false	false	0.0000
3k_main_skill_special_ability_fire_sundering_strike	3k_main_skill_aspect_fire_instinct	With a mighty cleave, Zhang Fei rends his foes' defences.	Sundering Strike	0	false	false	false	0.0000
3k_main_skill_special_ability_fire_the_dragons_gaze	3k_main_skill_aspect_fire_instinct	Lü Bu's furious gaze causes all to cower!	The Dragon's Gaze	0	false	false	false	0.0000
3k_main_skill_special_ability_fire_unyielding_earth	3k_main_skill_aspect_fire_instinct	Nature itself provides a shield for its warriors.	Unyielding Earth	0	false	false	false	0.0000
3k_main_skill_special_ability_fire_wildfire_raider	3k_main_skill_aspect_fire_instinct	Gan Ning moves ever faster, as fire spreads through the forest.	Wildfire Raider	0	false	false	false	0.0000
3k_main_skill_special_ability_gan_ning	3k_main_skill_aspect_fire_instinct	Concentrate on the moment: fight, don't think. Use your instincts.	Vanguard	0	false	false	false	0.0000
3k_main_skill_special_ability_huang_zhong	3k_main_skill_aspect_metal_expertise	Martial expertise from hard work. Practice. Preparation. Endless repetition.	Sentinel	0	false	false	false	0.0000
3k_main_skill_special_ability_metal	3k_main_skill_aspect_metal_expertise	Martial expertise from hard work. Practice. Preparation. Endless repetition.	Sentinel	0	false	false	false	0.0000
3k_main_skill_special_ability_metal_adamant_resolve	3k_main_skill_aspect_metal_expertise	Determination and grit allow all attacks to be dodged.	Adamant Resolve	0	false	false	false	0.0000
3k_main_skill_special_ability_metal_alt_1	3k_main_skill_aspect_metal_expertise	Martial expertise through hard work. Practice. Preparation. Endless repetition.	Sentinel	0	false	false	false	0.0000
3k_main_skill_special_ability_metal_alt_2	3k_main_skill_aspect_metal_expertise	Martial expertise through hard work. Practice. Preparation. Endless repetition.	Sentinel	0	false	false	false	0.0000
3k_main_skill_special_ability_metal_elemental_vigour	3k_main_skill_aspect_metal_expertise	The longer Zhao Yun fights, the greater and more inspiring he becomes!	Elemental Vigour	0	false	false	false	0.0000
3k_main_skill_special_ability_metal_flames_of_the_phoenix	3k_main_skill_aspect_metal_expertise	A devastating swing with the power of the risen inferno!	Flames of the Phoenix	0	false	false	false	0.0000
3k_main_skill_special_ability_metal_fleet_footed	3k_main_skill_aspect_metal_expertise	Xu Huang believes you can only kill that which you can catch.	Fleet-footed	0	false	false	false	0.0000
3k_main_skill_special_ability_metal_hail_of_arrows	3k_main_skill_aspect_metal_expertise	A flurry of shafts slows the enemy advance.	Hail of Arrows	0	false	false	false	0.0000
3k_main_skill_special_ability_metal_impetuous_charge	3k_main_skill_aspect_metal_expertise	A reckless charge, inspiring but exhausting!	Impetuous Charge	0	false	false	false	0.0000
3k_main_skill_special_ability_metal_inward_focus	3k_main_skill_aspect_metal_expertise	A focus on form allows one to evade and manoeuvre.	Inward Focus	0	false	false	false	0.0000
3k_main_skill_special_ability_metal_quickfire	3k_main_skill_aspect_metal_expertise	Taishi Ci fires and fires, faster and faster, never relenting.	Quickfire	0	false	false	false	0.0000
3k_main_skill_special_ability_metal_resolve_of_the_righteous	3k_main_skill_aspect_metal_expertise	An outnumbered army will fight even harder. Skill trumps numbers.	Resolve of the Righteous	0	false	false	false	0.0000
3k_main_skill_special_ability_metal_roar_of_the_beast	3k_main_skill_aspect_metal_expertise	The fury of the victorious warrior is fearful to behold!	Roar of the Beast	0	false	false	false	0.0000
3k_main_skill_special_ability_metal_swift_fingers	3k_main_skill_aspect_metal_expertise	Recalling their training, these generals reload with startling quickness.	Swift Fingers	0	false	false	false	0.0000
3k_main_skill_special_ability_metal_tempered_deflection	3k_main_skill_aspect_metal_expertise	With calm, steely resolve, attacks are better deflected.	Tempered Deflection	0	false	false	false	0.0000
3k_main_skill_special_ability_metal_tenacity_of_steel	3k_main_skill_aspect_metal_expertise	The longer this warrior fights, the stronger they become!	Tenacity of Steel	0	false	false	false	0.0000
3k_main_skill_special_ability_metal_venomous_shot	3k_main_skill_aspect_metal_expertise	Fired from afar, poison arrows strike that much deeper.	Venomous Shot	0	false	false	false	0.0000
3k_main_skill_special_ability_metal_warning_shot	3k_main_skill_aspect_metal_expertise	The enemy knows the next shot will not miss.	Warning Shot	0	false	false	false	0.0000
3k_main_skill_special_ability_taishi_ci	3k_main_skill_aspect_metal_expertise	Martial expertise from hard work. Practice. Preparation. Endless repetition.	Sentinel	0	false	false	false	0.0000
3k_main_skill_special_ability_water_inspiring_surge	3k_main_skill_aspect_water_cunning	Inspirational deeds spur forces to swifter action!	Inspiring Surge	0	false	false	false	0.0000
3k_main_skill_special_ability_water_ripples_of_perspective	3k_main_skill_aspect_water_cunning	In tune with nature, Zhou Yu sees all.	Ripples of Perspective	0	false	false	false	0.0000
3k_main_skill_special_ability_water_sight_of_the_dragon	3k_main_skill_aspect_water_cunning	The enemy is located; the earth reveals them.	Sight of the Dragon	0	false	false	false	0.0000
3k_main_skill_special_ability_water_stifling_deluge	3k_main_skill_aspect_water_cunning	A suppressing aura that confounds the foe.	Stifling Deluge	0	false	false	false	0.0000
3k_main_skill_special_ability_water_strategist	3k_main_skill_aspect_water_cunning	Be cunning and full of tricks and your people shall never be destroyed.	Strategist	0	false	false	false	0.0000
3k_main_skill_special_ability_water_strategist_alt_1	3k_main_skill_aspect_water_cunning	Be cunning and full of tricks and your people shall never be destroyed.	Strategist	0	false	false	false	0.0000
3k_main_skill_special_ability_water_strategist_alt_2	3k_main_skill_aspect_water_cunning	Be cunning and full of tricks and your people shall never be destroyed.	Strategist	0	false	false	false	0.0000
3k_main_skill_special_ability_water_way_of_the_wind	3k_main_skill_aspect_water_cunning	Zhuge Liang predicts the wind through study of the world.	Way of the Wind	0	false	false	false	0.0000
3k_main_skill_special_ability_water_whitewater	3k_main_skill_aspect_water_cunning	This legendary presence gives enemies pause.	Whitewater	0	false	false	false	0.0000
3k_main_skill_special_ability_water_wisdom_of_the_river	3k_main_skill_aspect_water_cunning	Knowledge of the enemy weakens their defences.	Wisdom of the River	0	false	false	false	0.0000
3k_main_skill_special_ability_wood	3k_main_skill_aspect_wood_perseverance	A hero's resolve is not to seem bravest, but to be.	Champion	0	false	false	false	0.0000
3k_main_skill_special_ability_wood_alt_1	3k_main_skill_aspect_wood_perseverance	A hero's resolve is not to seem the bravest, but to be it.	Champion	0	false	false	false	0.0000
3k_main_skill_special_ability_wood_alt_2	3k_main_skill_aspect_wood_perseverance	A hero's resolve is not to seem the bravest, but to be it.	Champion	0	false	false	false	0.0000
3k_main_skill_special_ability_wood_binding_fury	3k_main_skill_aspect_wood_perseverance	The strength of the forest brought to bear against a single foe.	Binding Fury	0	false	false	false	0.0000
3k_main_skill_special_ability_wood_condemned_howl	3k_main_skill_aspect_wood_perseverance	Xu Chu fights with a fatal rage - an erratic fury!	Condemned Howl	0	false	false	false	0.0000
3k_main_skill_special_ability_wood_cry_of_the_forest	3k_main_skill_aspect_wood_perseverance	When weakest, Dian Wei unleashes his true power!	Cry of the Forest	0	false	false	false	0.0000
3k_main_skill_special_ability_wood_earth_shattering_strike	3k_main_skill_aspect_wood_perseverance	A furious strike that sends anyone nearby reeling.	Earth-shattering Strike	0	false	false	false	0.0000
3k_main_skill_special_ability_wood_earthen_rampart	3k_main_skill_aspect_wood_perseverance	The strength of the earth holds against the charge.	Earthen Rampart	0	false	false	false	0.0000
3k_main_skill_special_ability_wood_flames_of_the_phoenix	3k_main_skill_aspect_wood_perseverance	A devastating swing with the power of the risen inferno!	Flames of the Phoenix	0	false	false	false	0.0000
3k_main_skill_special_ability_wood_god_of_war	3k_main_skill_aspect_wood_perseverance	With a single blow, Guan Yu rends his enemy asunder!	God of War	0	false	false	false	0.0000
3k_main_skill_special_ability_wood_hamstring	3k_main_skill_aspect_wood_perseverance	A carefully-placed strike hobbles the unlucky enemy.	Hamstring	0	false	false	false	0.0000
3k_main_skill_special_ability_wood_poisoned_blade	3k_main_skill_aspect_wood_perseverance	Poison slows a warrior down, slowly draining their life.	Poisoned Blade	0	false	false	false	0.0000
3k_main_skill_special_ability_wood_stalwart_defender	3k_main_skill_aspect_wood_perseverance	Born to hold the line, Xu Chu shrugs off attacks as if they were nothing!	Stalwart Defender	0	false	false	false	0.0000
3k_main_skill_special_ability_wood_stone_bulwark	3k_main_skill_aspect_wood_perseverance	With skin of earth, arrows rebound, harmless.	Stone Bulwark	0	false	false	false	0.0000
3k_main_skill_special_ability_wood_tenacity_of_steel	3k_main_skill_aspect_wood_perseverance	The longer this warrior fights, the stronger they become!	Tenacity of Steel	0	false	false	false	0.0000
3k_main_skill_special_ability_wood_unstoppable	3k_main_skill_aspect_wood_perseverance	His relentless attack makes foes cower before him!	Unstoppable	0	false	false	false	0.0000
3k_main_skill_special_ability_wood_unyielding_earth	3k_main_skill_aspect_wood_perseverance	Nature itself provides a shield for its warriors.	Unyielding Earth	0	false	false	false	0.0000
3k_main_skill_special_ability_wood_vengeance	3k_main_skill_aspect_wood_perseverance	Xiahou Dun fights best in the thick of it, but may lose his composure.	Vengeance	0	false	false	false	0.0000
3k_ytr_skill_bodyguard_gong_du	3k_ytr_skill_veteran_frugality	Ambition is only realised by ignoring the excesses born from pursuing it.	Enduring Frugality	0	false	false	false	0.0000
3k_ytr_skill_bodyguard_gong_du_alt_1	3k_ytr_skill_veteran_frugality	Ambition is only realised by ignoring the excesses born from pursuing it.	Sustainable Frugality	0	false	false	false	0.0000
3k_ytr_skill_bodyguard_gong_du_alt_2	3k_ytr_skill_veteran_frugality	Ambition is only realised by ignoring the excesses born from pursuing it.	Brisk Frugality	0	false	false	false	0.0000
3k_ytr_skill_bodyguard_he_yi	3k_ytr_skill_healer_compassion	Compassion serves true justice by rejecting vengeance and prideful displays of power.	Enduring Compassion	0	false	false	false	0.0000
3k_ytr_skill_bodyguard_he_yi_alt_1	3k_ytr_skill_healer_compassion	Compassion serves true justice by rejecting vengeance and prideful displays of power.	Impromptu Compassion	0	false	false	false	0.0000
3k_ytr_skill_bodyguard_he_yi_alt_2	3k_ytr_skill_healer_compassion	Compassion serves true justice by rejecting vengeance and prideful displays of power.	Brisk Compassion	0	false	false	false	0.0000
3k_ytr_skill_bodyguard_huang_shao	3k_ytr_skill_scholar_humility	One can never know too much or exhaust the mysteries of this world.	Enduring Humility	0	false	false	false	0.0000
3k_ytr_skill_bodyguard_huang_shao_alt_1	3k_ytr_skill_scholar_humility	One can never know too much or exhaust the mysteries of this world.	Sustainable Humility	0	false	false	false	0.0000
3k_ytr_skill_bodyguard_huang_shao_alt_2	3k_ytr_skill_scholar_humility	One can never know too much or exhaust the mysteries of this world.	Impromptu Humility	0	false	false	false	0.0000
3k_ytr_skill_bodyguard_metal	3k_ytr_skill_scholar_humility	To achieve greatness, put others first.	Lasting Humility	0	false	false	false	0.0000
3k_ytr_skill_bodyguard_metal_alt_1	3k_ytr_skill_scholar_humility	Put others first to achieve greatness.	Sustainable Humility	0	false	false	false	0.0000
3k_ytr_skill_bodyguard_metal_alt_2	3k_ytr_skill_scholar_humility	Put others first to achieve greatness.	Thoughtful Humility	0	false	false	false	0.0000
3k_ytr_skill_bodyguard_water	3k_ytr_skill_healer_compassion	Selfless acts are their own reward.	Brisk Compassion	0	false	false	false	0.0000
3k_ytr_skill_bodyguard_water_alt_1	3k_ytr_skill_healer_compassion	Selfless acts reward those who perform them as well as those who benefit.	Sustainable Compassion	0	false	false	false	0.0000
3k_ytr_skill_bodyguard_water_alt_2	3k_ytr_skill_healer_compassion	Selfless acts reward those who perform them as well as those who benefit.	Impromptu Compassion	0	false	false	false	0.0000
3k_ytr_skill_bodyguard_wood	3k_ytr_skill_veteran_frugality	An over-filled bowl will only result in broth being spilled.	Lasting Frugality	0	false	false	false	0.0000
3k_ytr_skill_bodyguard_wood_alt_1	3k_ytr_skill_veteran_frugality	An overfilled bowl will only result in spilled broth.	Intense Frugality	0	false	false	false	0.0000
