member	player_game_difficulty_type
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_8_normal	HUMAN_IN_NORMAL_GAME
3k_dlc05_campaign_group_member_pooled_resource_reckless_luck_level_8_very_hard	HUMAN_IN_VERY_HARD_GAME
3k_dlc05_campaign_group_progression_group_sun_ce_ai_easy	AI_IN_EASY_GAME
3k_dlc05_campaign_group_progression_group_sun_ce_ai_hard	AI_IN_HARD_GAME
3k_dlc05_campaign_group_progression_group_sun_ce_ai_legendary	AI_IN_LEGENDARY_GAME
3k_dlc05_campaign_group_progression_group_sun_ce_ai_normal	AI_IN_NORMAL_GAME
3k_dlc05_campaign_group_progression_group_sun_ce_ai_very_hard	AI_IN_VERY_HARD_GAME
3k_dlc05_campaign_group_progression_group_sun_ce_easy	HUMAN_IN_EASY_GAME
3k_dlc05_campaign_group_progression_group_sun_ce_hard	HUMAN_IN_HARD_GAME
3k_dlc05_campaign_group_progression_group_sun_ce_legendary	HUMAN_IN_LEGENDARY_GAME
3k_dlc05_campaign_group_progression_group_sun_ce_normal	HUMAN_IN_NORMAL_GAME
3k_dlc05_campaign_group_progression_group_sun_ce_very_hard	HUMAN_IN_VERY_HARD_GAME
3k_dlc06_campaign_group_progression_group_nanman_ai_easy	AI_IN_EASY_GAME
3k_dlc06_campaign_group_progression_group_nanman_ai_hard	AI_IN_HARD_GAME
3k_dlc06_campaign_group_progression_group_nanman_ai_legendary	AI_IN_LEGENDARY_GAME
3k_dlc06_campaign_group_progression_group_nanman_ai_normal	AI_IN_NORMAL_GAME
3k_dlc06_campaign_group_progression_group_nanman_ai_very_hard	AI_IN_VERY_HARD_GAME
3k_dlc06_campaign_group_progression_group_nanman_king_meng_huo_ai_easy	AI_IN_EASY_GAME
3k_dlc06_campaign_group_progression_group_nanman_king_meng_huo_ai_hard	AI_IN_NORMAL_GAME
3k_dlc06_campaign_group_progression_group_nanman_king_meng_huo_ai_legendary	AI_IN_HARD_GAME
3k_dlc06_campaign_group_progression_group_nanman_king_meng_huo_ai_normal	AI_IN_VERY_HARD_GAME
3k_dlc06_campaign_group_progression_group_nanman_king_meng_huo_ai_very_hard	AI_IN_LEGENDARY_GAME
3k_dlc06_campaign_group_progression_group_nanman_king_mulu_ai_easy	AI_IN_EASY_GAME
3k_dlc06_campaign_group_progression_group_nanman_king_mulu_ai_hard	AI_IN_NORMAL_GAME
3k_dlc06_campaign_group_progression_group_nanman_king_mulu_ai_legendary	AI_IN_HARD_GAME
3k_dlc06_campaign_group_progression_group_nanman_king_mulu_ai_normal	AI_IN_VERY_HARD_GAME
3k_dlc06_campaign_group_progression_group_nanman_king_mulu_ai_very_hard	AI_IN_LEGENDARY_GAME
3k_dlc06_campaign_group_progression_group_nanman_king_shamoke_ai_easy	AI_IN_EASY_GAME
3k_dlc06_campaign_group_progression_group_nanman_king_shamoke_ai_hard	AI_IN_NORMAL_GAME
3k_dlc06_campaign_group_progression_group_nanman_king_shamoke_ai_legendary	AI_IN_HARD_GAME
3k_dlc06_campaign_group_progression_group_nanman_king_shamoke_ai_normal	AI_IN_VERY_HARD_GAME
3k_dlc06_campaign_group_progression_group_nanman_king_shamoke_ai_very_hard	AI_IN_LEGENDARY_GAME
3k_dlc06_campaign_group_progression_group_nanman_lady_zhurong_ai_easy	AI_IN_EASY_GAME
3k_dlc06_campaign_group_progression_group_nanman_lady_zhurong_ai_hard	AI_IN_NORMAL_GAME
3k_dlc06_campaign_group_progression_group_nanman_lady_zhurong_ai_legendary	AI_IN_HARD_GAME
3k_dlc06_campaign_group_progression_group_nanman_lady_zhurong_ai_normal	AI_IN_VERY_HARD_GAME
3k_dlc06_campaign_group_progression_group_nanman_lady_zhurong_ai_very_hard	AI_IN_LEGENDARY_GAME
3k_dlc06_campaign_progression_group_member_shi_xie_ai_easy	AI_IN_EASY_GAME
3k_dlc06_campaign_progression_group_member_shi_xie_ai_hard	AI_IN_HARD_GAME
3k_dlc06_campaign_progression_group_member_shi_xie_ai_legendary	AI_IN_LEGENDARY_GAME
3k_dlc06_campaign_progression_group_member_shi_xie_ai_normal	AI_IN_NORMAL_GAME
3k_dlc06_campaign_progression_group_member_shi_xie_ai_very_hard	AI_IN_VERY_HARD_GAME
3k_main_campaign_group_member_faction_character_recruitment_conversion_yuan_shao_human_easy	HUMAN_IN_EASY_GAME
3k_main_campaign_group_member_faction_character_recruitment_conversion_yuan_shao_human_hard	HUMAN_IN_HARD_GAME
3k_main_campaign_group_member_faction_character_recruitment_conversion_yuan_shao_human_legendary	HUMAN_IN_LEGENDARY_GAME
3k_main_campaign_group_member_faction_character_recruitment_conversion_yuan_shao_human_normal	HUMAN_IN_NORMAL_GAME
3k_main_campaign_group_member_faction_character_recruitment_conversion_yuan_shao_human_very_hard	HUMAN_IN_VERY_HARD_GAME
3k_main_campaign_group_member_faction_character_recruitment_conversion_yuan_shu_human_easy	HUMAN_IN_EASY_GAME
3k_main_campaign_group_member_faction_character_recruitment_conversion_yuan_shu_human_hard	HUMAN_IN_HARD_GAME
3k_main_campaign_group_member_faction_character_recruitment_conversion_yuan_shu_human_legendary	HUMAN_IN_LEGENDARY_GAME
3k_main_campaign_group_member_faction_character_recruitment_conversion_yuan_shu_human_normal	HUMAN_IN_NORMAL_GAME
3k_main_campaign_group_member_faction_character_recruitment_conversion_yuan_shu_human_very_hard	HUMAN_IN_VERY_HARD_GAME
3k_main_campaign_group_member_loyalty_modifier_base_difficulty_easy	HUMAN_IN_EASY_GAME
3k_main_campaign_group_member_loyalty_modifier_base_difficulty_hard	HUMAN_IN_HARD_GAME
3k_main_campaign_group_member_loyalty_modifier_base_difficulty_legendary	HUMAN_IN_LEGENDARY_GAME
3k_main_campaign_group_member_loyalty_modifier_base_difficulty_normal	HUMAN_IN_NORMAL_GAME
3k_main_campaign_group_member_loyalty_modifier_base_difficulty_very_hard	HUMAN_IN_VERY_HARD_GAME
3k_main_campaign_group_member_military_force_effect_hostile_force_in_own_territory_easy_ai_group_war	AI_IN_EASY_GAME
3k_main_campaign_group_member_military_force_effect_hostile_force_in_own_territory_easy_ai_war	AI_IN_EASY_GAME
3k_main_campaign_group_member_military_force_effect_hostile_force_in_own_territory_easy_human_group_war	HUMAN_IN_EASY_GAME
3k_main_campaign_group_member_military_force_effect_hostile_force_in_own_territory_easy_human_war	HUMAN_IN_EASY_GAME
3k_main_campaign_group_member_military_force_effect_hostile_force_in_own_territory_easy_kong_rong_ai_group_war	AI_IN_EASY_GAME
3k_main_campaign_group_member_military_force_effect_hostile_force_in_own_territory_easy_kong_rong_ai_war	AI_IN_EASY_GAME
3k_main_campaign_group_member_military_force_effect_hostile_force_in_own_territory_easy_kong_rong_human_group_war	HUMAN_IN_EASY_GAME
3k_main_campaign_group_member_military_force_effect_hostile_force_in_own_territory_easy_kong_rong_human_war	HUMAN_IN_EASY_GAME
3k_main_campaign_group_member_military_force_effect_hostile_force_in_own_territory_normal_ai_group_war	AI_IN_NORMAL_GAME
3k_main_campaign_group_member_military_force_effect_hostile_force_in_own_territory_normal_ai_war	AI_IN_NORMAL_GAME
3k_main_campaign_group_member_military_force_effect_hostile_force_in_own_territory_normal_human_group_war	HUMAN_IN_NORMAL_GAME
3k_main_campaign_group_member_military_force_effect_hostile_force_in_own_territory_normal_human_war	HUMAN_IN_NORMAL_GAME
3k_main_campaign_group_member_military_force_effect_hostile_force_in_own_territory_normal_kong_rong_ai_group_war	AI_IN_NORMAL_GAME
3k_main_campaign_group_member_military_force_effect_hostile_force_in_own_territory_normal_kong_rong_ai_war	AI_IN_NORMAL_GAME
3k_main_campaign_group_member_military_force_effect_hostile_force_in_own_territory_normal_kong_rong_human_group_war	HUMAN_IN_NORMAL_GAME
3k_main_campaign_group_member_military_force_effect_hostile_force_in_own_territory_normal_kong_rong_human_war	HUMAN_IN_NORMAL_GAME
3k_main_campaign_group_member_military_force_effect_not_own_neutral_with_treaties_easy	HUMAN_IN_EASY_GAME
3k_main_campaign_group_member_military_force_effect_not_own_neutral_with_treaties_easy_ai	AI_IN_EASY_GAME
3k_main_campaign_group_member_military_force_effect_not_own_neutral_with_treaties_easy_ai_kong_rong	AI_IN_EASY_GAME
3k_main_campaign_group_member_military_force_effect_not_own_neutral_with_treaties_easy_kong_rong	HUMAN_IN_EASY_GAME
3k_main_campaign_group_member_military_force_effect_not_own_neutral_with_treaties_normal	HUMAN_IN_NORMAL_GAME
3k_main_campaign_group_member_military_force_effect_not_own_neutral_with_treaties_normal_ai	AI_IN_NORMAL_GAME
3k_main_campaign_group_member_military_force_effect_not_own_neutral_with_treaties_normal_ai_kong_rong	AI_IN_NORMAL_GAME
3k_main_campaign_group_member_military_force_effect_not_own_neutral_with_treaties_normal_kong_rong	HUMAN_IN_NORMAL_GAME
3k_main_campaign_group_member_military_force_effect_not_own_neutral_without_treaties_easy	HUMAN_IN_EASY_GAME
3k_main_campaign_group_member_military_force_effect_not_own_neutral_without_treaties_easy_ai	AI_IN_EASY_GAME
3k_main_campaign_group_member_military_force_effect_not_own_neutral_without_treaties_easy_ai_kong_rong	AI_IN_EASY_GAME
3k_main_campaign_group_member_military_force_effect_not_own_neutral_without_treaties_easy_kong_rong	HUMAN_IN_EASY_GAME
3k_main_campaign_group_member_military_force_effect_not_own_neutral_without_treaties_normal	HUMAN_IN_NORMAL_GAME
3k_main_campaign_group_member_military_force_effect_not_own_neutral_without_treaties_normal_ai	AI_IN_NORMAL_GAME
3k_main_campaign_group_member_military_force_effect_not_own_neutral_without_treaties_normal_ai_kong_rong	AI_IN_NORMAL_GAME
3k_main_campaign_group_member_military_force_effect_not_own_neutral_without_treaties_normal_kong_rong	HUMAN_IN_NORMAL_GAME
3k_main_campaign_group_member_progression_group_yuan_shao_ai_easy	AI_IN_EASY_GAME
3k_main_campaign_group_member_progression_group_yuan_shao_ai_hard	AI_IN_HARD_GAME
3k_main_campaign_group_member_progression_group_yuan_shao_ai_legendary	AI_IN_LEGENDARY_GAME
3k_main_campaign_group_member_progression_group_yuan_shao_ai_normal	AI_IN_NORMAL_GAME
3k_main_campaign_group_member_progression_group_yuan_shao_ai_very_hard	AI_IN_VERY_HARD_GAME
3k_main_campaign_group_member_progression_group_yuan_shu_182_ai_easy	AI_IN_EASY_GAME
3k_main_campaign_group_member_progression_group_yuan_shu_182_ai_hard	AI_IN_HARD_GAME
3k_main_campaign_group_member_progression_group_yuan_shu_182_ai_legendary	AI_IN_LEGENDARY_GAME
3k_main_campaign_group_member_progression_group_yuan_shu_182_ai_normal	AI_IN_NORMAL_GAME
3k_main_campaign_group_member_progression_group_yuan_shu_182_ai_very_hard	AI_IN_VERY_HARD_GAME
3k_main_campaign_group_member_progression_group_yuan_shu_ai_easy	AI_IN_EASY_GAME
3k_main_campaign_group_member_progression_group_yuan_shu_ai_hard	AI_IN_HARD_GAME
3k_main_campaign_group_member_progression_group_yuan_shu_ai_legendary	AI_IN_LEGENDARY_GAME
3k_main_campaign_group_member_progression_group_yuan_shu_ai_normal	AI_IN_NORMAL_GAME
3k_main_campaign_group_member_progression_group_yuan_shu_ai_very_hard	AI_IN_VERY_HARD_GAME
3k_main_campaign_group_member_progression_levels_bandit_ai_easy	AI_IN_EASY_GAME
3k_main_campaign_group_member_progression_levels_bandit_ai_hard	AI_IN_HARD_GAME
3k_main_campaign_group_member_progression_levels_bandit_ai_legendary	AI_IN_LEGENDARY_GAME
3k_main_campaign_group_member_progression_levels_bandit_ai_normal	AI_IN_NORMAL_GAME
3k_main_campaign_group_member_progression_levels_bandit_ai_very_hard	AI_IN_VERY_HARD_GAME
3k_main_campaign_group_member_progression_levels_bandit_human_easy	HUMAN_IN_EASY_GAME
3k_main_campaign_group_member_progression_levels_bandit_human_hard	HUMAN_IN_HARD_GAME
3k_main_campaign_group_member_progression_levels_bandit_human_legendary	HUMAN_IN_LEGENDARY_GAME
3k_main_campaign_group_member_progression_levels_bandit_human_normal	HUMAN_IN_NORMAL_GAME
3k_main_campaign_group_member_progression_levels_bandit_human_very_hard	HUMAN_IN_VERY_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_ai_default_easy	AI_IN_EASY_GAME
3k_main_campaign_group_member_regional_faction_support_ai_default_hard	AI_IN_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_ai_default_legendary	AI_IN_LEGENDARY_GAME
3k_main_campaign_group_member_regional_faction_support_ai_default_normal	AI_IN_NORMAL_GAME
3k_main_campaign_group_member_regional_faction_support_ai_default_very_hard	AI_IN_VERY_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_ai_generic_0_to_20_easy	AI_IN_EASY_GAME
3k_main_campaign_group_member_regional_faction_support_ai_generic_0_to_20_hard	AI_IN_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_ai_generic_0_to_20_legendary	AI_IN_LEGENDARY_GAME
3k_main_campaign_group_member_regional_faction_support_ai_generic_0_to_20_normal	AI_IN_NORMAL_GAME
3k_main_campaign_group_member_regional_faction_support_ai_generic_0_to_20_very_hard	AI_IN_VERY_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_ai_generic_20_to_40_easy	AI_IN_EASY_GAME
3k_main_campaign_group_member_regional_faction_support_ai_generic_20_to_40_hard	AI_IN_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_ai_generic_20_to_40_legendary	AI_IN_LEGENDARY_GAME
3k_main_campaign_group_member_regional_faction_support_ai_generic_20_to_40_normal	AI_IN_NORMAL_GAME
3k_main_campaign_group_member_regional_faction_support_ai_generic_20_to_40_very_hard	AI_IN_VERY_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_ai_generic_40_to_60_easy	AI_IN_EASY_GAME
3k_main_campaign_group_member_regional_faction_support_ai_generic_40_to_60_hard	AI_IN_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_ai_generic_40_to_60_legendary	AI_IN_LEGENDARY_GAME
3k_main_campaign_group_member_regional_faction_support_ai_generic_40_to_60_normal	AI_IN_NORMAL_GAME
3k_main_campaign_group_member_regional_faction_support_ai_generic_40_to_60_very_hard	AI_IN_VERY_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_ai_generic_60_to_80_easy	AI_IN_EASY_GAME
3k_main_campaign_group_member_regional_faction_support_ai_generic_60_to_80_hard	AI_IN_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_ai_generic_60_to_80_legendary	AI_IN_LEGENDARY_GAME
3k_main_campaign_group_member_regional_faction_support_ai_generic_60_to_80_normal	AI_IN_NORMAL_GAME
3k_main_campaign_group_member_regional_faction_support_ai_generic_60_to_80_very_hard	AI_IN_VERY_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_ai_generic_80_to_100_easy	AI_IN_EASY_GAME
3k_main_campaign_group_member_regional_faction_support_ai_generic_80_to_100_hard	AI_IN_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_ai_generic_80_to_100_legendary	AI_IN_LEGENDARY_GAME
3k_main_campaign_group_member_regional_faction_support_ai_generic_80_to_100_normal	AI_IN_NORMAL_GAME
3k_main_campaign_group_member_regional_faction_support_ai_generic_80_to_100_very_hard	AI_IN_VERY_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_0_to_20_easy	AI_IN_EASY_GAME
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_0_to_20_hard	AI_IN_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_0_to_20_legendary	AI_IN_LEGENDARY_GAME
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_0_to_20_normal	AI_IN_NORMAL_GAME
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_0_to_20_very_hard	AI_IN_VERY_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_20_to_40_easy	AI_IN_EASY_GAME
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_20_to_40_hard	AI_IN_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_20_to_40_legendary	AI_IN_LEGENDARY_GAME
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_20_to_40_normal	AI_IN_NORMAL_GAME
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_20_to_40_very_hard	AI_IN_VERY_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_40_to_60_easy	AI_IN_EASY_GAME
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_40_to_60_hard	AI_IN_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_40_to_60_legendary	AI_IN_LEGENDARY_GAME
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_40_to_60_normal	AI_IN_NORMAL_GAME
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_40_to_60_very_hard	AI_IN_VERY_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_60_to_80_easy	AI_IN_EASY_GAME
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_60_to_80_hard	AI_IN_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_60_to_80_legendary	AI_IN_LEGENDARY_GAME
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_60_to_80_normal	AI_IN_NORMAL_GAME
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_60_to_80_very_hard	AI_IN_VERY_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_80_to_100_easy	AI_IN_EASY_GAME
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_80_to_100_hard	AI_IN_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_80_to_100_legendary	AI_IN_LEGENDARY_GAME
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_80_to_100_normal	AI_IN_NORMAL_GAME
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_80_to_100_very_hard	AI_IN_VERY_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_easy	AI_IN_EASY_GAME
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_hard	AI_IN_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_legendary	AI_IN_LEGENDARY_GAME
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_normal	AI_IN_NORMAL_GAME
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_very_hard	AI_IN_VERY_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_0_to_20_easy	AI_IN_EASY_GAME
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_0_to_20_hard	AI_IN_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_0_to_20_legendary	AI_IN_LEGENDARY_GAME
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_0_to_20_normal	AI_IN_NORMAL_GAME
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_0_to_20_very_hard	AI_IN_VERY_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_20_to_40_easy	AI_IN_EASY_GAME
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_20_to_40_hard	AI_IN_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_20_to_40_legendary	AI_IN_LEGENDARY_GAME
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_20_to_40_normal	AI_IN_NORMAL_GAME
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_20_to_40_very_hard	AI_IN_VERY_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_40_to_60_easy	AI_IN_EASY_GAME
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_40_to_60_hard	AI_IN_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_40_to_60_legendary	AI_IN_LEGENDARY_GAME
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_40_to_60_normal	AI_IN_NORMAL_GAME
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_40_to_60_very_hard	AI_IN_VERY_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_60_to_80_easy	AI_IN_EASY_GAME
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_60_to_80_hard	AI_IN_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_60_to_80_legendary	AI_IN_LEGENDARY_GAME
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_60_to_80_normal	AI_IN_NORMAL_GAME
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_60_to_80_very_hard	AI_IN_VERY_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_80_to_100_easy	AI_IN_EASY_GAME
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_80_to_100_hard	AI_IN_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_80_to_100_legendary	AI_IN_LEGENDARY_GAME
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_80_to_100_normal	AI_IN_NORMAL_GAME
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_80_to_100_very_hard	AI_IN_VERY_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_easy	AI_IN_EASY_GAME
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_hard	AI_IN_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_legendary	AI_IN_LEGENDARY_GAME
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_normal	AI_IN_NORMAL_GAME
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_very_hard	AI_IN_VERY_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_human_default_easy	HUMAN_IN_EASY_GAME
3k_main_campaign_group_member_regional_faction_support_human_default_hard	HUMAN_IN_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_human_default_legendary	HUMAN_IN_LEGENDARY_GAME
3k_main_campaign_group_member_regional_faction_support_human_default_normal	HUMAN_IN_NORMAL_GAME
3k_main_campaign_group_member_regional_faction_support_human_default_very_hard	HUMAN_IN_VERY_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_human_generic_0_to_20_easy	HUMAN_IN_EASY_GAME
3k_main_campaign_group_member_regional_faction_support_human_generic_0_to_20_hard	HUMAN_IN_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_human_generic_0_to_20_legendary	HUMAN_IN_LEGENDARY_GAME
3k_main_campaign_group_member_regional_faction_support_human_generic_0_to_20_normal	HUMAN_IN_NORMAL_GAME
3k_main_campaign_group_member_regional_faction_support_human_generic_0_to_20_very_hard	HUMAN_IN_VERY_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_human_generic_20_to_40_easy	HUMAN_IN_EASY_GAME
3k_main_campaign_group_member_regional_faction_support_human_generic_20_to_40_hard	HUMAN_IN_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_human_generic_20_to_40_legendary	HUMAN_IN_LEGENDARY_GAME
3k_main_campaign_group_member_regional_faction_support_human_generic_20_to_40_normal	HUMAN_IN_NORMAL_GAME
3k_main_campaign_group_member_regional_faction_support_human_generic_20_to_40_very_hard	HUMAN_IN_VERY_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_human_generic_40_to_60_easy	HUMAN_IN_EASY_GAME
3k_main_campaign_group_member_regional_faction_support_human_generic_40_to_60_hard	HUMAN_IN_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_human_generic_40_to_60_legendary	HUMAN_IN_LEGENDARY_GAME
3k_main_campaign_group_member_regional_faction_support_human_generic_40_to_60_normal	HUMAN_IN_NORMAL_GAME
3k_main_campaign_group_member_regional_faction_support_human_generic_40_to_60_very_hard	HUMAN_IN_VERY_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_human_generic_60_to_80_easy	HUMAN_IN_EASY_GAME
3k_main_campaign_group_member_regional_faction_support_human_generic_60_to_80_hard	HUMAN_IN_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_human_generic_60_to_80_legendary	HUMAN_IN_LEGENDARY_GAME
3k_main_campaign_group_member_regional_faction_support_human_generic_60_to_80_normal	HUMAN_IN_NORMAL_GAME
3k_main_campaign_group_member_regional_faction_support_human_generic_60_to_80_very_hard	HUMAN_IN_VERY_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_human_generic_80_to_100_easy	HUMAN_IN_EASY_GAME
3k_main_campaign_group_member_regional_faction_support_human_generic_80_to_100_hard	HUMAN_IN_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_human_generic_80_to_100_legendary	HUMAN_IN_LEGENDARY_GAME
3k_main_campaign_group_member_regional_faction_support_human_generic_80_to_100_normal	HUMAN_IN_NORMAL_GAME
3k_main_campaign_group_member_regional_faction_support_human_generic_80_to_100_very_hard	HUMAN_IN_VERY_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_0_to_20_easy	HUMAN_IN_EASY_GAME
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_0_to_20_hard	HUMAN_IN_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_0_to_20_legendary	HUMAN_IN_LEGENDARY_GAME
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_0_to_20_normal	HUMAN_IN_NORMAL_GAME
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_0_to_20_very_hard	HUMAN_IN_VERY_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_20_to_40_easy	HUMAN_IN_EASY_GAME
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_20_to_40_hard	HUMAN_IN_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_20_to_40_legendary	HUMAN_IN_LEGENDARY_GAME
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_20_to_40_normal	HUMAN_IN_NORMAL_GAME
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_20_to_40_very_hard	HUMAN_IN_VERY_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_40_to_60_easy	HUMAN_IN_EASY_GAME
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_40_to_60_hard	HUMAN_IN_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_40_to_60_legendary	HUMAN_IN_LEGENDARY_GAME
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_40_to_60_normal	HUMAN_IN_NORMAL_GAME
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_40_to_60_very_hard	HUMAN_IN_VERY_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_60_to_80_easy	HUMAN_IN_EASY_GAME
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_60_to_80_hard	HUMAN_IN_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_60_to_80_legendary	HUMAN_IN_LEGENDARY_GAME
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_60_to_80_normal	HUMAN_IN_NORMAL_GAME
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_60_to_80_very_hard	HUMAN_IN_VERY_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_80_to_100_easy	HUMAN_IN_EASY_GAME
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_80_to_100_hard	HUMAN_IN_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_80_to_100_legendary	HUMAN_IN_LEGENDARY_GAME
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_80_to_100_normal	HUMAN_IN_NORMAL_GAME
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_80_to_100_very_hard	HUMAN_IN_VERY_HARD_GAME
