key	index	subculture	category	screen_name	screen_adjective	skin	ui_skin	is_rebel	mp_available	mp_available_naval	flags_path	military_group	movie_death_event	ship_name_group	unit_regiment_name_group	attack_desc	defend_desc	pre_battle_speech_parameter	senator_total	audio_voiceover_culture	mp_force_gen_template	faction_swapping_id	has_politics	waaagh_faction	waaagh_general_unit	is_quest_faction	cdir_military_generator_config	campaign_unit_permission_group	grant_rebel_captures_to_faction	feature_forest	battle_flag_path	text_replacement_key	lose_movie	battle_flag_path_historical	win_movie	primary_colour_hex	secondary_colour_hex	rebel_colour_hex	uniform_colour_hex	card_colour_hex
3k_dlc05_faction_hua_xin	1609698344	3k_main_chinese	unplayable	Hua	Hua Xin	default		false	false	false	data\ui\flags\3k_dlc05_faction_hua_xin	3k_main_military_grouping_han_chinese	0	221	221	-	-	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_hua_xin_faction		LOCKED_STANDARD	flag_3k_dlc05_faction_hua_xin		3k_main_game_lost_earth	flag_3k_dlc05_faction_hua_xin	3k_main_game_won_earth	232945	D0BEA7	A5ADAD	5A37A5	000000
3k_dlc05_faction_hua_xin_separatists	1372009029	3k_main_chinese	unplayable	Hua Xin Separatists	Hua Xin Separatists	default		false	false	false	data\ui\flags\3k_dlc05_faction_hua_xin_separatists	3k_main_military_grouping_han_chinese	0	221	221	-	-	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_hua_xin_faction		LOCKED_STANDARD	flag_3k_dlc05_faction_hua_xin_separatists			flag_3k_dlc05_faction_hua_xin_separatists		ECEDB2	272625	000000	444C29	000000
3k_dlc05_faction_sheng_xian	824915148	3k_main_chinese	unplayable	Sheng Xian	Sheng Xian	default		false	false	false	data\ui\flags\3k_dlc05_faction_sheng_xian	3k_main_military_grouping_han_chinese	0	221	221	-	-	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_sheng_xian_faction		LOCKED_STANDARD	flag_3k_dlc05_faction_sheng_xian		3k_main_game_lost_earth	flag_3k_dlc05_faction_sheng_xian	3k_main_game_won_earth	0B4A6D	D0BEA7	A5CC6D	615C22	000000
3k_dlc05_faction_sheng_xian_separatists	501973776	3k_main_chinese	unplayable	Sheng Xian Separatists	Sheng Xian Separatists	default		false	false	false	data\ui\flags\3k_dlc05_faction_sheng_xian_separatists	3k_main_military_grouping_han_chinese	0	221	221	-	-	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_sheng_xian_faction		LOCKED_STANDARD	flag_3k_dlc05_faction_sheng_xian_separatists			flag_3k_dlc05_faction_sheng_xian_separatists		ECE9DE	272625	000000	444C29	000000
3k_dlc07_faction_shanyue_rebels	2084767607	3k_dlc05_subculture_bandits	unplayable	Shanyue Rebels	Shanyue Rebels	default		false	false	false	data\ui\flags\3k_dlc07_faction_shanyue_rebels	3k_dlc05_military_grouping_bandits	0	221	221	You are attacking a Shanyue Rebel military force!	You are defending against a Shanyue Rebel military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_pan_lin_faction		LOCKED_STANDARD	3k_dlc07_set_unit_flag_shanyue		3k_main_game_lost_fire	3k_dlc07_set_unit_flag_shanyue	3k_main_game_won_fire	DDE3B0	82661E	ADADAD	463C19	000000
3k_dlc07_faction_shanyue_rebels_separatists	1170900789	3k_dlc05_subculture_bandits	unplayable	Shanyue Separatists	Shanyue Separatists	default		false	false	false	data\ui\flags\3k_dlc07_faction_shanyue_rebels_separatists	3k_dlc05_military_grouping_bandits	0	221	221	You are attacking a Shanyue Separatist military force!	You are defending against a Shanyue Separatist military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_dlc07_unit_permission_group_generic_bandit		LOCKED_STANDARD	3k_dlc07_set_unit_flag_shanyue_s		3k_main_game_lost_earth	3k_dlc07_set_unit_flag_shanyue_s	3k_main_game_won_earth	82661E	DDE3B0	ADADAD	3C2314	000000
3k_main_faction_han_empire	2041771087	3k_main_chinese	unplayable	Han Empire	Han Empire	default		false	false	false	data\ui\flags\3k_main_faction_han_empire	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Han Empire military force!	You are defending against a Han Empire military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_dlc04_unit_permission_group_lu_zhi		LOCKED_STANDARD	flag_3k_main_faction_han_empire		3k_main_game_lost_earth	flag_3k_main_faction_han_empire	3k_main_game_won_earth	953B29	EAD360	ADADAD	AA4B4B	000000
3k_main_faction_han_empire_separatists	1805853456	3k_main_chinese	unplayable	Han Empire Separatists	Han Empire	default		false	false	false	data\ui\flags\3k_main_faction_han_empire_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Han Empire military force!	You are defending against a Han Empire military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_dlc04_unit_permission_group_lu_zhi		LOCKED_STANDARD	flag_3k_main_faction_han_empire_separatists		3k_main_game_lost_earth	flag_3k_main_faction_han_empire_separatists	3k_main_game_won_earth	EAE5DF	EAD360	ADADAD	AA4B4B	000000
3k_dlc05_faction_shi_huang	1531794178	3k_main_chinese	unplayable	Shi	Shi Wei	default		false	false	false	data\ui\flags\3k_dlc05_faction_shi_huang	3k_main_military_grouping_han_chinese	0	221	221	-	-	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_shi_huang_faction		LOCKED_STANDARD	flag_3k_dlc05_faction_shi_huang		3k_main_game_lost_earth	flag_3k_dlc05_faction_shi_huang	3k_main_game_won_earth	B58357	B91C1A	ADADAD	3C0A0F	000000
3k_dlc05_faction_shi_huang_separatists	1453917	3k_main_chinese	unplayable	Shi Wei Separatists	Shi Wei Separatists	default		false	false	false	data\ui\flags\3k_dlc05_faction_shi_huang_separatists	3k_main_military_grouping_han_chinese	0	221	221	-	-	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_main_unit_permission_group_han_chinese		LOCKED_STANDARD	flag_3k_dlc05_faction_shi_huang_separatists			flag_3k_dlc05_faction_shi_huang_separatists		ECEDEC	272625	000000	444C29	000000
3k_dlc05_faction_zhu_fu	779316395	3k_main_chinese	unplayable	Zhu	Zhu Fu	default		false	false	false	data\ui\flags\3k_dlc05_faction_zhu_fu	3k_main_military_grouping_han_chinese	0	221	221	-	-	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_zhu_fu_faction		LOCKED_STANDARD	flag_3k_dlc05_faction_zhu_fu		3k_main_game_lost_earth	flag_3k_dlc05_faction_zhu_fu	3k_main_game_won_earth	7BBFBE	583F77	ADADAD	463C19	000000
3k_dlc05_faction_zhu_fu_separatists	267215035	3k_main_chinese	unplayable	Zhu Fu Separatists	Zhu Fu Separatists	default		false	false	false	data\ui\flags\3k_dlc05_faction_zhu_fu_separatists	3k_main_military_grouping_han_chinese	0	221	221	-	-	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_main_unit_permission_group_han_chinese		LOCKED_STANDARD	flag_3k_dlc05_faction_zhu_fu_separatists			flag_3k_dlc05_faction_zhu_fu_separatists		2F292A	272625	000000	444C29	000000
3k_dlc06_faction_jiuzhen	1094408709	3k_main_chinese	unplayable	Jiuzhen	Jiuzhen Commandery	default	nanman	false	false	false	data\ui\flags\3k_dlc06_faction_jiuzhen	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Jiuzhen Commandery force!	You are defending against a Jiuzhen Commandery force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_qu_pan_faction		LOCKED_STANDARD	flag_3k_dlc06_faction_jiuzhen		3k_main_game_lost_earth	flag_3k_dlc06_faction_jiuzhen	3k_main_game_won_earth	795E48	5FDFAF	383A56	E2B7B6	000000
3k_dlc06_faction_jiuzhen_separatists	2091793182	3k_main_chinese	unplayable	Jiuzhen Separatists	Jiuzhen Commandery Separatists	default	nanman	false	false	false	data\ui\flags\3k_dlc06_faction_jiuzhen_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Jiuzhen Commandery Separatists force!	You are defending against a Jiuzhen Commandery Separatists force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_main_unit_permission_group_han_chinese		LOCKED_STANDARD	flag_3k_dlc06_faction_jiuzhen_separatists		3k_main_game_lost_earth	flag_3k_dlc06_faction_jiuzhen_separatists	3k_main_game_won_earth	42634C	07C29E	3E43C8	59CD4E	000000
3k_main_faction_gaoliang	1467512433	3k_main_chinese	unplayable	Gaoliang	Gaoliang Commandery	default		false	false	false	data\ui\flags\3k_main_faction_gaoliang	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Gaoliang Commandery force!	You are defending against a Gaoliang Commandery force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_lai_gong_faction		LOCKED_STANDARD	flag_3k_main_faction_gaoliang		3k_main_game_lost_earth	flag_3k_main_faction_gaoliang	3k_main_game_won_earth	3B1F47	54F285	5D621C	54238B	2478DB
3k_main_faction_gaoliang_separatists	723318498	3k_main_chinese	unplayable	Gaoliang Separatists	Gaoliang Separatists	default		false	false	false	data\ui\flags\3k_main_faction_gaoliang_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Gaoliang Separatists force!	You are defending against a Gaoliang Separatists force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_main_unit_permission_group_han_chinese		LOCKED_STANDARD	flag_3k_main_faction_gaoliang_separatists		3k_main_game_lost_earth	flag_3k_main_faction_gaoliang_separatists	3k_main_game_won_earth	22304F	748DF9	D0C854	976D90	3A49EB
3k_main_faction_nanhai	1446105876	3k_main_chinese	unplayable	Nanhai	Nanhai Commandery	default		false	false	false	data\ui\flags\3k_main_faction_nanhai	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Nanhai Commandery force!	You are defending against a Nanhai Commandery force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_ni_xiaode_faction		LOCKED_STANDARD	flag_3k_main_faction_nanhai		3k_main_game_lost_earth	flag_3k_main_faction_nanhai	3k_main_game_won_earth	3C204A	A13A9A	1D57EA	B9502A	AA97AA
3k_main_faction_nanhai_separatists	1911634061	3k_main_chinese	unplayable	Nanhai Separatists	Nanhai Separatists	default		false	false	false	data\ui\flags\3k_main_faction_nanhai_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Nanhai Separatists force!	You are defending against a Nanhai Separatists force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_main_unit_permission_group_han_chinese		LOCKED_STANDARD	flag_3k_main_faction_nanhai_separatists		3k_main_game_lost_earth	flag_3k_main_faction_nanhai_separatists	3k_main_game_won_earth	807C7E	F163D4	F06B67	285734	D2579F
3k_main_faction_yulin	863113257	3k_main_chinese	unplayable	Yulin	Yulin Commandery	default		false	false	false	data\ui\flags\3k_main_faction_yulin	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Bushan Commandery force!	You are defending against a Bushan Commandery force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_wu_ju_faction		LOCKED_STANDARD	flag_3k_main_faction_yulin		3k_main_game_lost_earth	flag_3k_main_faction_yulin	3k_main_game_won_earth	7C7800	5FDFAF	383A56	E2B7B6	000000
3k_main_faction_yulin_separatists	164970909	3k_main_chinese	unplayable	Yulin Separatists	Yulin Commandery Separatists	default		false	false	false	data\ui\flags\3k_main_faction_yulin_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Bushan Commandery Separatists force!	You are defending against a Bushan Commandery Separatists force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_main_unit_permission_group_han_chinese		LOCKED_STANDARD	flag_3k_main_faction_yulin_separatists		3k_main_game_lost_earth	flag_3k_main_faction_yulin_separatists	3k_main_game_won_earth	508C85	07C29E	3E43C8	59CD4E	000000
3k_dlc04_faction_liu_xun	199519422	3k_main_chinese	unplayable	Liu Xun	Liu Xun	default		false	false	false	data\ui\flags\3k_dlc04_faction_liu_xun	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Liu Xun military force!	You are defending against a Liu Xun military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_liu_xun_faction		LOCKED_STANDARD	flag_3k_dlc04_faction_liu_xun		3k_main_game_lost_cao_cao	flag_3k_dlc04_faction_liu_xun	3k_main_game_won_cao_cao	A03A5E	CC8529	ADADAD	463C19	000000
3k_dlc04_faction_liu_xun_separatists	73259335	3k_main_chinese	unplayable	Liu Xun Separatists	Liu Xun Separatists	default		false	false	false	data\ui\flags\3k_dlc04_faction_liu_xun_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Liu Xun Separatist military force!	You are defending against a Liu Xun Separatist military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_main_unit_permission_group_han_chinese		LOCKED_STANDARD	flag_3k_dlc04_faction_liu_xun_separatists		3k_main_game_lost_earth	flag_3k_dlc04_faction_liu_xun_separatists	3k_main_game_won_earth	2F292A	9774B7	ADADAD	3C2314	000000
3k_main_faction_shi_xie	2041770949	3k_main_chinese	playable	Ba	Shi Xie	default		false	false	false	data\ui\flags\3k_main_faction_shi_xie	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Shi Xie military force!	You are defending against a Shi Xie military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_shi_xie_faction		LOCKED_STANDARD	flag_3k_main_faction_shi_xie	shi_xie	3k_dlc06_game_lost_shi_xie	flag_3k_main_faction_shi_xie	3k_dlc06_game_won_shi_xie	5195BB	AEA2DC	ADADAD	28968C	000000
3k_dlc06_faction_nanman_king_wutugu	1251529799	3k_dlc06_subculture_nanman	playable	King Wutugu	King Wutugu	default	nanman	false	false	false	data\ui\flags\3k_dlc06_faction_nanman_king_wutugu	3k_dlc06_military_grouping_nanman	0	1776442320	1776442320	 	 	FACTION_CHOSOKABE	500	vo_Empire	default_nanman	blk_blockout	false			false	3k_dlc06_nanman_default	3k_dlc06_unit_permission_group_nanman		LOCKED_STANDARD	flag_3k_dlc06_faction_nanman_king_wutugu			flag_3k_dlc06_faction_nanman_king_wutugu		5B7925	8C300F	000000	000000	000000
3k_dlc06_faction_nanman_king_wutugu_separatists	1352852524	3k_dlc06_subculture_nanman	unplayable	King Wutugu Separatists	King Wutugu Separatists	default	nanman	false	false	false	data\ui\flags\3k_dlc06_faction_nanman_king_wutugu_separatists	3k_dlc06_military_grouping_nanman	0	1776442320	1776442320	 	 	FACTION_CHOSOKABE	500	vo_Empire	default_nanman	blk_blockout	false			false	3k_dlc06_nanman_default	3k_dlc06_unit_permission_group_nanman		LOCKED_STANDARD	flag_3k_dlc06_faction_nanman_king_wutugu_separatists			flag_3k_dlc06_faction_nanman_king_wutugu_separatists		8C300F	5B7925	000000	000000	000000
