3k_main_effect_province_public_order_from_characters_minister	text	tooltip
effects_value_format_3k_dlc05_effect_unit_cap_wood_militia_of_virtue		FALSE
effects_value_format_3k_dlc04_frontend_description_specialisation_lu_zhi_1		FALSE
effects_value_format_3k_dlc05_dummy_effect_bandit_network_yang_lujiang		FALSE
effects_value_format_3k_dummy_effect_ceo_subcategory_weapon_all		FALSE
effects_description_3k_dlc06_effect_dummy_technologies_diplomacy_unlock_join_empire	Unlocks the diplomatic option to join empires	FALSE
effects_description_3k_dlc05_effect_replenishment_public_order_bandits	[[b]]%+n%[[/b]] replenishment	FALSE
effects_description_ep_dummy_effect_faction_unique_sima_jiong_control_reward	"[[b]]Control[[/b]] has an impact on [[b]]{{tr:public_order}}[[/b]] and [[b]]corruption[[/b]], and it can be spent on a powerful [[b]]assignment[[/b]]."	FALSE
effects_description_3k_main_frontend_description_specialisation_zheng_jiang_4	This resource automatically decreases each turn.	FALSE
effects_description_3k_main_effect_unit_stats_morale_abs_earth_units	[[b]]%+n[[/b]] morale for melee cavalry	FALSE
effects_value_format_3k_main_effect_unit_rank_new_recruits_infantry_spear		FALSE
effects_description_ep_frontend_description_specialisation_prince_of_hejian_1	[[b]]Construction cost[[/b]] is the amount paid for developing the infrastructure in your settlements.	FALSE
effects_description_3k_main_frontend_description_specialisation_dong_zhuo_6	This resource automatically decreases each turn.	FALSE
effects_value_format_3k_dlc05_dummy_faction_diplomacy_mod		FALSE
effects_value_format_3k_main_effect_province_food_abs_sacking		FALSE
effects_description_3k_main_skill_blood_soaked_wrath	Ability: Reign of Terror	FALSE
effects_description_3k_main_effect_characters_satisfaction	[[b]]%+n[[/b]] satisfaction for all characters	FALSE
effects_description_3k_dlc05_dummy_effect_bandit_network_yang_ye	[[i]]Ownership of {{tr:map_regions}} within Houguan will make it easier to expand your local bandit network.[[/i]]	FALSE
effects_value_format_3k_main_frontend_description_specialisation_ma_teng_2		FALSE
effects_description_3k_main_dummy_effect_faction_unique_yuan_shu_legitimacy_reward	[[b]]Legitimacy[[/b]] is this faction's unique resource.	FALSE
effects_description_3k_dlc04_effect_pooled_resource_displaced_population_decay_rate	[[b]]%+n[[/b]] displaced population	FALSE
effects_value_format_3k_main_effect_province_building_construction_cost_mod_city_level		FALSE
effects_description_3k_dlc05_dummy_effect_bandit_network_you_daijun	[[i]]Ownership of {{tr:map_regions}} within Dai will make it easier to expand your local bandit network.[[/i]]	FALSE
effects_value_format_3k_dlc05_effect_unit_cap_fire_qiang_marauders		FALSE
effects_value_format_3k_dlc05_effect_dummy_faction_resource_sun_ce_reckless_luck		FALSE
effects_description_3k_dlc04_frontend_description_specialisation_empress_he_1	"Each [[b]]administration office[[/b]] within your empire will increase your [[b]]political influence[[/b]] income, relative to the level of the building."	FALSE
effects_description_3k_main_effect_province_population_attraction_from_food_distribution	[[b]]%+n[[/b]] population growth (food distribution)	FALSE
effects_value_format_3k_dlc07_effect_unit_cap_northern_army_veterans_hidden		FALSE
effects_description_3k_main_effect_province_building_additional_construction_limit	[[b]]%+n[[/b]] additional buildings can be constructed each turn	FALSE
effects_value_format_3k_dlc06_effect_pooled_resource_flaming_confinement		FALSE
effects_description_3k_ytr_dummy_unlocks_ministerial_position_lord_of_people	Unlocks court position: Lord of the People\\n[[col:scope_description]]Increases commerce income and provides bonuses to local population growth and replenishment[[/col]]	FALSE
effects_value_format_3k_main_effect_character_stat_mod_missile_damage		FALSE
effects_value_format_3k_main_effect_force_army_campaign_recruitment_cost_ranged_cavalry		FALSE
effects_description_3k_ytr_ability_knowledge_of_the_spirit	Ability: Knowledge of the Spirit	FALSE
effects_value_format_3k_main_skill_enemy_morale		FALSE
effects_description_3k_dlc07_pooled_factor_resource_imperial_favour_characters_people_in_power	%+n imperial favour	FALSE
effects_description_3k_main_skill_emphatic_volley	Ability: Quickfire	FALSE
effects_description_3k_main_effect_force_army_campaign_recruitment_cost_polearm	[[b]]%+n%[[/b]] recruitment cost for polearm infantry	FALSE
effects_description_3k_main_effect_province_food_abs_farming	[[b]]%+n[[/b]] food production (farming)	FALSE
effects_value_format_3k_main_effect_character_stat_mod_health_records_bodyguard		FALSE
effects_value_format_3k_dlc06_effect_garrison_retinue_gate_pass_bandit_01		FALSE
effects_description_3k_main_skill_stance_cost	[[b]]%+n%[[/b]] cost of assuming stances	FALSE
effects_description_3k_main_effect_economy_gdp_mod_all_minister	[[b]]%+n%[[/b]] income from all sources	FALSE
effects_description_3k_dlc06_dummy_effect_unit_unlock_ravine_warriors	Unlock Unit: Ravine Warriors	FALSE
effects_description_3k_main_skill_inward_focus	Ability: Inward Focus	FALSE
effects_value_format_3k_dlc05_effect_bandit_network_cost_reduction_qing_taishan		FALSE
effects_value_format_ep_dyn_ability_arrow_storm		FALSE
effects_description_3k_main_frontend_description_specialisation_zhang_yan_1	[[b]]Yellow Turban[[/b]] factions are seen as outlaws and diplomacy with them is normally [[b]]restricted[[/b]]. Zhang Yan can [[b]]improve relations[[/b]] with Yellow Turbans and can align himself with them.	FALSE
effects_value_format_3k_dlc06_frontend_description_specialisation_nanman_king_mulu_4		FALSE
effects_description_3k_main_skill_blazing_saddles	Ability: Blazing Saddles	FALSE
effects_description_3k_dummy_effect_ceo_subcategory_weapon_axe_one_handed	Weapon: Axes	FALSE
effects_description_3k_main_effect_characters_satisfaction_bonus_minister_skills	[[b]]%+n[[/b]] satisfaction	FALSE
effects_value_format_3k_dlc06_dummy_effect_unit_unlock_shields_of_the_south		FALSE
effects_value_format_3k_ytr_faction_rank_dummy_yt_diplomacy		FALSE
effects_description_3k_dlc07_effect_dummy_imperial_favour	"[[b]]Imperial favour[[/b]] defines how the emperor views you and your actions. To increase your favour, make sure that your faction has [[b]]high public order[[/b]] and a [[b]]food surplus[[/b]]."	FALSE
effects_value_format_3k_dlc06_frontend_description_specialisation_shamoke_3		FALSE
effects_description_3k_main_effect_province_food_mod	[[b]]%+n%[[/b]] food production	FALSE
effects_description_3k_main_effect_progression_limit_army	[[b]]%+n[[/b]] available armies	FALSE
effects_description_3k_main_effect_characters_satisfaction_relationships_rival_in_own_faction	[[b]]%+n[[/b]] satisfaction	FALSE
effects_description_3k_main_effect_province_food_mod_minister	[[b]]%+n%[[/b]] food production	FALSE
effects_value_format_3k_main_effect_replenishment_base		FALSE
effects_value_format_3k_main_effect_unit_stats_unit_upkeep_earth_units		FALSE
effects_value_format_ep_effect_brain_alignment_gain		FALSE
effects_value_format_3k_main_dummy_effect_faction_unique_cao_cao_credibility_reward		FALSE
effects_description_3k_dlc06_dummy_effect_mulu_pride_rituals_power_increase_info	"Having higher Pride will increase the power of your Rituals, amplifying both their positive and negative effects."	FALSE
effects_value_format_3k_dlc06_dummy_effect_bundle_dense_jungle_ability		FALSE
effects_description_3k_dlc06_effect_garrison_retinue_gate_pass_han_02	A small to medium garrison is stationed here to guard the pass.	FALSE
effects_value_format_3k_dlc04_effect_character_satisfaction_warlord_characters		FALSE
effects_value_format_3k_main_effect_force_military_supplies_territory_allied		FALSE
effects_value_format_3k_main_frontend_description_specialisation_cao_cao_1		FALSE
effects_value_format_3k_main_effect_dummy_technologies_water_envoys		FALSE
effects_value_format_3k_main_faction_trait_cao_cao_horse_lord		FALSE
effects_value_format_3k_dlc07_frontend_description_specialisation_liu_zhang_3		FALSE
effects_description_3k_dlc06_effect_dummy_technologies_unlock_elephant_mounts	"Receive an elephant, which can be equipped as a mount."	FALSE
effects_value_format_3k_dlc05_dummy_effect_bandit_network_yang_kuaiji		FALSE
effects_value_format_3k_main_skill_stalwart_defender		FALSE
effects_description_3k_main_skill_unit_experience	[[b]]%+n[[/b]] bonus experience for units per season	FALSE
effects_value_format_3k_dlc06_effect_dummy_technologies_diplomacy_unlock_coalition_and_alliance		FALSE
effects_value_format_3k_dlc06_effect_unit_stats_battle_movement_speed_mod_axe_infantry		FALSE
effects_value_format_3k_ytr_faction_trait_gong_du_2		FALSE
effects_description_3k_dlc05_effect_bandit_network_cost_reduction_qing_donglai	[HIDDEN] %+n cost of establishing connections with the Seekers of Great Fortune	FALSE
effects_value_format_3k_main_skill_poisioned_blade		FALSE
effects_description_3k_main_effect_force_all_campaign_stance_ap_cost_none_dummy	Campaign movement range required to adopt: [[b]]none[[/b]]	FALSE
effects_description_3k_dlc07_effect_dummy_diplomatic_attitude_bonus	Positive diplomatic attitude bonus	FALSE
effects_value_format_3k_main_effect_faction_mercenary_pool_cost_mod		FALSE
effects_description_3k_main_effect_unit_stats_morale_own_forces_when_attacking	[[b]]%+n[[/b]] morale when attacking	FALSE
effects_description_ep_effect_province_garrison_upgrade_sima_yong_construction	[[b]]%+n%[[/b]] construction cost	FALSE
effects_value_format_3k_main_effect_province_security_attrition_hostile_force		FALSE
effects_description_3k_main_frontend_description_specialisation_sun_jian_2	[[b]]Satisfaction[[/b]] is a measure of a character's happiness and [[b]]loyalty[[/b]] in your faction. It is important to keep satisfaction in check to prevent [[b]]defections[[/b]] and to prevent characters from [[b]]leaving[[/b]].	FALSE
effects_value_format_3k_dlc06_effect_dummy_progression_rank_unlock_tax_slider		FALSE
effects_value_format_3k_dlc05_dummy_effect_bandit_network_liang_jincheng		FALSE
effects_description_3k_dummy_effect_empty_line	 	FALSE
effects_description_3k_dlc05_effect_bandit_network_cost_reduction_qing_pingyuan	[HIDDEN] %+n cost of establishing connections with the Fuping Clan	FALSE
effects_description_3k_main_effect_province_population_attraction_buildings	[[b]]%+n[[/b]] population growth	FALSE
effects_value_format_dummy_night_battle_enemy_fatigue_penalty		FALSE
effects_value_format_3k_dlc06_dummy_effect_ministerial_position_nanman_seer		FALSE
effects_value_format_3k_dummy_effect_ceo_subcategory_weapon_axe_dual		FALSE
effects_description_3k_main_effect_character_stat_mod_melee_defence_hidden	[[b]]%+n[[/b]] melee evasion	FALSE
effects_description_3k_main_effect_province_population_attraction_from_education	[[b]]%+n[[/b]] population growth	FALSE
effects_value_format_3k_dlc05_effect_unit_cap_fire_xianbei_riders		FALSE
effects_description_3k_ytr_faction_trait_huang_shao_2_dummy	Characters increase their [[b]]rank[[/b]] by accumulating [[b]]experience[[/b]] through military and civic activities.	FALSE
effects_value_format_3k_dlc05_frontend_description_specialisation_white_tiger_yan		FALSE
effects_description_3k_main_effect_economy_gdp_mod_commerce	[[b]]%+n%[[/b]] income from commerce	FALSE
effects_description_3k_dlc04_effect_pooled_resource_fervour_military_zhang_liang	[[b]]%+n[[/b]] {{tr:dlc04_term_fervour}}	FALSE
effects_value_format_3k_main_skill_blazing_roar		FALSE
effects_value_format_3k_ytr_dummy_effect_unit_availability_veteran		FALSE
effects_value_format_3k_main_frontend_description_specialisation_yuan_shu_2		FALSE
effects_value_format_3k_ytr_ability_favourable_skies		FALSE
effects_value_format_3k_ytr_dummy_effect_offices_agent_subtype_restriction_scholar		FALSE
effects_value_format_ep_effect_fist_alignment_gain_hidden		FALSE
effects_value_format_3k_main_skill_final_rush		FALSE
effects_description_3k_main_frontend_description_specialisation_dong_zhuo_5	"Every character has a [[b]]title rank[[/b]] that impacts his [[b]]satisfaction[[/b]] and his [[b]]salary[[/b]]. It can be increased by [[b]]promotions[[/b]], and also decreased by [[b]]demotions[[/b]]."	FALSE
effects_description_3k_main_effects_faction_lineage	[[b]]%+n[[/b]] lineage	FALSE
effects_value_format_3k_main_effect_textonly_tower_elite		FALSE
effects_description_3k_dlc05_dummy_effect_bandit_network_yi_jiangyang	[[i]]Ownership of {{tr:map_regions}} within Jiangyang will make it easier to expand your local bandit network.[[/i]]	FALSE
effects_description_3k_main_effect_craftsmen_weapon_basic	"This craftsman can produce exceptional weapons, with a very small chance of producing a unique weapon"	FALSE
effects_description_3k_dlc06_frontend_description_specialisation_nanman_lady_zhurong_3	"As they march, Lady Zhurong and her warriors constantly chant to the fire-god – Zhurong – and prepare themselves for coming battle. This constant state of readiness inspires morale, but causes them to consume their supplies at a faster rate."	FALSE
effects_value_format_3k_main_effect_force_military_supplies_own_territory_from_characters		FALSE
effects_value_format_ep_dyn_ability_blood_rush		FALSE
effects_description_3k_ytr_ability_favourable_skies	Ability: Favourable Skies	FALSE
effects_description_3k_dlc05_effect_bandit_network_cost_reduction_bing_yanmen	[HIDDEN] %+n cost of establishing connections with the Black Mountain Bandits	FALSE
effects_value_format_3k_main_effect_force_army_all_damage_and_all_ap_damage_when_attacking		FALSE
effects_description_3k_main_effect_progression_effect_undercover_characters	{{tr:3k_effect_Spies}} provided: [[b]]%n[[/b]]	FALSE
effects_description_3k_dlc06_ability_dense_jungle_han	Ability: Dense Jungle	FALSE
effects_description_3k_dlc06_effect_dummy_faction_resource_lady_zhurong_wild_fire_spring	"Spring gives %+n Goddess Of Fire points. Spring's Wild Fire grants your armies the ability to sneak, and strike your foes with lightning fast attacks."	FALSE
effects_value_format_3k_dummy_effect_tax_level		FALSE
effects_value_format_3k_dlc05_effect_pooled_resource_sun_ce_shared_expertise_gain		FALSE
effects_description_dummy_unlocks_tech	[HIDDEN]	FALSE
effects_description_3k_main_effect_economy_trade_volume_descriptive_large	Large increase in trade goods production	FALSE
effects_description_3k_main_effect_province_building_construction_cost_mod_resources	[[b]]%+n%[[/b]] construction cost (resource settlements)	FALSE
effects_description_3k_dlc07_effect_unit_stats_fatigue_resistance_mod_cavalry	[[b]]%+n%[[/b]] fatigue rate for cavalry	FALSE
effects_value_format_ep_effect_money_alignment_gain_hidden		FALSE
effects_description_3k_dlc05_effect_pooled_resource_reckless_luck	[[b]]%+n[[/b]] reckless luck	FALSE
effects_value_format_3k_main_effect_pooled_resource_legitimacy_assignments		FALSE
effects_value_format_3k_main_frontend_description_specialisation_kong_rong_1		FALSE
effects_description_3k_main_dummy_effect_progression_emperor_han	"Upon reaching this rank, two other pretenders will proclaim themselves emperor. Take control of their capitals to unite China."	FALSE
effects_value_format_3k_main_skill_whitewater		FALSE
effects_value_format_3k_dlc05_effect_bandit_network_cost_reduction_jiaozhi_gaoliang		FALSE
effects_value_format_3k_dlc04_effect_unit_stats_morale_abs_water_units		FALSE
effects_value_format_3k_main_effect_character_stat_mod_ap_damage_melee		FALSE
effects_description_3k_dlc05_dummy_effect_bandit_network_yang_poyang	[[i]]Ownership of {{tr:map_regions}} within Poyang will make it easier to expand your local bandit network.[[/i]]	FALSE
effects_value_format_3k_dlc04_effect_pooled_resource_warlords_influence_increase_from_characters		FALSE
effects_description_3k_dlc06_dummy_effect_tribute_chest_purchaseable_one	You have enough Splendour to purchase one Tribute Chest.	FALSE
effects_value_format_3k_dummy_effect_building_government_administration_zheng_jiang		FALSE
effects_value_format_3k_dlc06_skill_crippling_blow		FALSE
effects_description_3k_dlc06_effect_faction_nanman_tribal_council_cap	[[b]]%+n[[/b]] available tribal council positions	FALSE
effects_value_format_3k_main_skill_internal_blaze		FALSE
effects_value_format_3k_main_effect_unit_stats_unit_xp_mod_water_units		FALSE
effects_description_3k_dlc05_frontend_description_specialisation_white_tiger_yan_1	"With each level reached, you will gain reduced research time of the unique Bandit technology tree."	FALSE
effects_value_format_3k_dlc07_effect_pooled_resource_ambition_conquest		FALSE
effects_description_3k_dlc06_frontend_description_specialisation_nanman_king_mulu_3	"King Mulu has the ability to invoke [[b]]Rituals[[/b]] every four turns, which allow Mulu to call upon the forces of nature to enhance himself and his people. Capturing regions with [[b]]Spiritual Significance[[/b]] to this faction will give Mulu access to a wider variety of [[b]]Rituals[[/b]] from which to choose."	FALSE
effects_description_3k_dlc07_skill_ability_heavenly_presence	Ability: Heavenly Presence	FALSE
effects_value_format_3k_dlc06_skill_blood_price		FALSE
effects_description_3k_dlc06_dummy_effect_bundle_dense_jungle_military_supplies_han	[[b]]-10[[/b]] {{tr:military_supplies}} [[col:scope_description]](Non-Nanman)[[/col]]	FALSE
effects_description_3k_dlc06_dummy_effect_character_stat_mod_melee_damage	[[b]]%+n%[[/b]] melee damage	FALSE
effects_description_3k_main_effect_unit_stats_mod_battle_movement_speed_metal_units	[[b]]%+n%[[/b]] speed for melee infantry	FALSE
effects_description_3k_main_skill_stalwart_defender	Ability: Stalwart Defender	FALSE
effects_value_format_3k_dlc04_faction_resource_liu_biao_governance_gain_vassals		FALSE
effects_value_format_3k_main_effect_characters_satisfaction_relationships_rival_in_friendly_faction		FALSE
effects_value_format_3k_main_effect_population_effects_replenishment		FALSE
effects_value_format_3k_dlc05_effect_bandit_network_cost_reduction_jing_wuling		FALSE
effects_description_3k_main_dummy_effect_military_inspectors_metal	Only sentinels can be assigned to this post	FALSE
effects_description_3k_dlc06_effect_unit_stats_charge_bonus_mod_elephants	[[b]]%+n%[[/b]] charge bonus for elephant units	FALSE
effects_description_3k_main_effect_unit_stats_unit_xp_mod_earth_units	[[b]]%+n[[/b]] starting rank for melee cavalry recruits	FALSE
effects_description_3k_dlc07_pooled_factor_resource_imperial_favour_intimidation	%+n imperial favour	FALSE
effects_value_format_3k_dlc06_dummy_effect_ministerial_position_nanman_advisor		FALSE
effects_value_format_3k_dlc06_effect_garrison_retinue_gate_pass_bandit_04		FALSE
effects_value_format_3k_main_skill_inspiring_surge		FALSE
effects_description_ep_dummy_effect_faction_resource_null_gdp	No effect on income	FALSE
effects_description_3k_main_dummy_effect_faction_unique_yuan_shao_unify	Can be spent on unlocking bonuses for [[b]]captain retinues[[/b]] in the [[b]]captain armoury[[/b]] and for the unique Secure & Occupy post-battle option	FALSE
effects_value_format_ep_effect_faction_resource_sima_liang_demesne_gain_regions		FALSE
effects_description_3k_main_effect_forces_replenishment_foreign_land	[[b]]%+n%[[/b]] replenishment in foreign land	FALSE
effects_value_format_3k_main_skill_wound		FALSE
effects_value_format_ep_dummy_effect_alignment_negative_removal_help		FALSE
effects_value_format_3k_main_effect_characters_legendary_unlock		FALSE
effects_value_format_3k_dlc05_effect_unit_cap_fire_raider_cavalry		FALSE
effects_description_3k_main_skill_resolve_of_the_righteous	Ability: Resolve of the Righteous	FALSE
effects_description_3k_dlc05_dummy_effect_lu_bu_assignments_momentum_cost	[[b]]%+n[[/b]] momentum [[col:scope_description]](initiation cost)[[/col]]	FALSE
effects_description_3k_main_dummy_effect_faction_resources_cao_cao_proxy_wars	Can be used to trigger proxy wars	FALSE
effects_description_3k_dummy_effect_assignment_unlock_stockpiles_metal_surplus_markets	Unlocks assignment: Surplus Markets	FALSE
effects_value_format_3k_dlc05_dummy_effect_bandit_network_yang_dongou		FALSE
effects_description_ep_effect_faction_resource_sima_lun_subterfuge_gain_spy_activity_3_unseen	[HIDDEN]	FALSE
effects_description_3k_dummy_effect_building_government_palace	[[col:scope_description]]Improves government and generates prestige[[/col]]	FALSE
effects_description_3k_main_effect_province_building_construction_cost_mod	[[b]]%+n%[[/b]] construction cost	FALSE
effects_description_3k_main_effect_character_stat_mod_battle_movement_speed_fire_units	[[b]]%+n%[[/b]] speed for shock cavalry	FALSE
effects_description_3k_main_dummy_effect_character_action_cost	Cost: [[b]]%n[[/b]]	FALSE
effects_description_3k_main_dummy_effect_pooled_resource_legitimacy_assignment_instant_expenditure	[[b]]%+n[[/b]] legitimacy [[col:scope_description]](initiation cost)[[/col]]	FALSE
effects_value_format_dummy_night_battle_own_spotting_range		FALSE
effects_description_ep_effect_faction_resource_sima_wei_events	[[b]]%+n[[/b]] fury	FALSE
effects_description_3k_dlc05_dummy_effect_bandit_network_yi_chengdu	[[i]]Ownership of {{tr:map_regions}} within Shu will make it easier to expand your local bandit network.[[/i]]	FALSE
effects_value_format_3k_dlc05_effect_bandit_network_cost_reduction_jing_lingling		FALSE
effects_value_format_3k_dlc07_effect_scheme_council_mission_unlock		FALSE
effects_value_format_3k_dlc06_dummy_effect_bundle_dense_jungle_military_supplies_han		FALSE
effects_description_3k_ytr_dummy_faction_progression_enlightenment_info	"Accumulate enlightenment by researching reforms, constructing special buildings, increasing character skills and granting character positions. Once sufficient enlightenment is attained, the next faction rank is unlocked. A higher faction rank provides better bonuses and gives access to new reforms."	FALSE
effects_value_format_3k_ytr_faction_trait_he_yi_2_dummy		FALSE
effects_description_3k_dlc05_effect_bandit_network_cost_reduction_yi_badong	[HIDDEN] %+n cost of establishing connections with the Wardens of Wu Gorge	FALSE
effects_value_format_3k_dlc07_skill_ability_familial_conflict		FALSE
effects_value_format_3k_dlc07_frontend_description_specialisation_cao_cao_0.5		FALSE
effects_description_3k_dlc05_effect_unit_cap_water_yi_archers	Yi Archers available for recruitment: %+n	FALSE
effects_description_ep_effect_faction_resource_reformation_mod_assignments_remove_negative	[[b]]%+n[[/b]]% reformation from conservative infrastructure	FALSE
effects_value_format_3k_main_effect_characters_satisfaction_bonus_schemes		FALSE
effects_value_format_3k_main_effect_province_building_construction_time_mod_fire		FALSE
effects_value_format_3k_dlc06_effects_recruitment_cost_nanman_hidden		FALSE
effects_description_ep_effect_faction_resource_sima_jiong_control_ministers	[[b]]%+n[[/b]] control	FALSE
effects_description_3k_dlc05_effect_bandit_network_cost_reduction_jiaozhi_nanhai	[HIDDEN] %+n cost of establishing connections with the Redemption of the Nanyue	FALSE
effects_description_ep_dummy_effect_building_government_judiciary	[[col:scope_description]]Removes corruption[[/col]]	FALSE
effects_value_format_3k_dlc05_effect_bandit_network_category_cost_reduction_cults		FALSE
effects_value_format_3k_main_dummy_effect_personality_governor_independence_decreased		FALSE
effects_description_3k_dlc04_effect_character_satisfaction_bureaucrat_characters	%+n satisfaction for supporters of the bureaucracy	FALSE
effects_description_3k_main_effect_province_public_order_from_characters_minister	[[b]]%+n[[/b]] {{tr:public_order}}	FALSE
effects_value_format_3k_dlc06_effect_pooled_resource_mulu_pride		FALSE
effects_value_format_3k_dlc05_dummy_effect_mercenary_reward_chance_low		FALSE
effects_description_3k_dlc06_skill_fury	Ability: Fury	FALSE
effects_value_format_3k_ytr_ability_commanding_shout		FALSE
effects_value_format_3k_dlc05_effect_unit_cap_metal_yue_remnant_warriors		FALSE
effects_value_format_3k_dlc05_effect_bandit_network_cost_reduction_yang_tongan		FALSE
effects_description_3k_main_effect_character_stat_mod_mass	[[b]]%+n%[[/b]] unit mass	FALSE
effects_value_format_3k_main_dummy_effect_characters_satisfaction_court_action_factionwide		FALSE
effects_description_3k_main_effect_pooled_resource_liu_bei_bei_unity_from_battles	[[b]]%+n[[/b]] unity	FALSE
effects_value_format_3k_dlc05_dummy_effect_bandit_network_yang_jianan		FALSE
effects_description_3k_main_skill_inspiring_words	Ability: Inspiring Words	FALSE
effects_description_3k_main_effect_province_building_construction_time_mod_wood	[[b]]%+n[[/b]] construction time (agriculture)	FALSE
effects_description_3k_main_effect_province_population_attraction_faction	[[b]]%+n[[/b]] population growth	FALSE
effects_value_format_ep_dyn_ability_seismic_slam		FALSE
effects_value_format_3k_dlc04_effect_pooled_resource_tao_qian_displaced_population_militia_boost		FALSE
effects_value_format_3k_dlc05_effect_unlocks_raze_dummy		FALSE
effects_value_format_3k_dlc06_dummy_effect_bundle_dense_jungle_ambush_nan		FALSE
effects_value_format_3k_main_frontend_description_specialisation_kong_rong_2		FALSE
effects_description_3k_dlc07_frontend_description_specialisation_liu_yan_1	Both aggressive actions such as occupying settlements and defensive actions such as constructing certain high-level buildings can increase [[b]]aspiration[[/b]].	FALSE
effects_value_format_3k_main_dummy_effect_character_action_unassign_from_post		FALSE
effects_value_format_3k_main_effect_character_job_satisfaction_penalty_modifier_reduced_faction		FALSE
effects_value_format_3k_main_effect_unit_attribute_battle_context_guerrilla_deploy		FALSE
effects_value_format_3k_ytr_effect_province_building_construction_time_mod_yellow_turban_heaven		FALSE
effects_value_format_3k_main_skill_ammo		FALSE
effects_value_format_3k_main_effect_province_food_abs_farming		FALSE
effects_description_3k_main_effect_characters_satisfaction_commander_infrastructure	[[b]]%+n[[/b]] satisfaction for commanders	FALSE
effects_description_3k_dlc05_effect_unit_cap_metal_yue_remnant_warriors	Yue Remnant Warriors available for recruitment: %+n	FALSE
effects_value_format_3k_main_effect_character_num_lives		FALSE
effects_description_3k_main_frontend_description_specialisation_dong_zhuo_2	[[b]]Coercion[[/b]] is used to pressure other factions into disfavourable deals during [[b]]diplomatic negotiations[[/b]].	FALSE
effects_description_3k_dlc06_effect_garrison_retinue_gate_pass_bandit_03	A medium garrison is stationed here to guard the pass.	FALSE
effects_description_3k_main_effect_force_military_supplies_from_building	[[b]]%+n[[/b]] {{tr:military_supplies}}	FALSE
effects_value_format_3k_main_effect_province_public_order_faction		FALSE
effects_description_ep_frontend_description_specialisation_prince_of_chu_2	"After a victorious [[b]]siege[[/b]], various [[b]]occupation options[[/b]] are available. "	FALSE
effects_description_3k_main_effect_force_retinue_upkeep	[[b]]%+n%[[/b]] retinue upkeep	FALSE
effects_value_format_3k_main_effect_dummy_relationships_positive_02		FALSE
effects_value_format_3k_dlc05_effect_unit_cap_fire_lance_cavalry		FALSE
effects_value_format_3k_main_effect_unit_stats_armour_mod_wood_units		FALSE
effects_description_3k_main_effect_stance_ambush_chance	Chance of ambushing any enemy army this force attacks	FALSE
effects_value_format_3k_main_effect_character_attribute_cunning_mod		FALSE
effects_value_format_3k_main_effect_provinces_govern_province_permission_cap		FALSE
effects_value_format_3k_main_skill_venomous_shot		FALSE
effects_value_format_3k_main_effect_character_job_satisfaction_penalty_modifier_reduced		FALSE
effects_description_3k_dlc07_effect_scheme_provincial_reserves_mod	%+n reserves	FALSE
effects_value_format_3k_main_effect_construction_cost_residential_to_military		FALSE
effects_description_3k_dlc06_ability_dense_jungle_nanman	Ability: Dense Jungle	FALSE
effects_value_format_3k_dlc05_dummy_effect_bandit_network_xu_langye		FALSE
effects_value_format_3k_main_effect_craftsmen_armour_advanced		FALSE
effects_value_format_3k_dlc04_effect_pooled_resource_fervour_faction_support_zhang_jue		FALSE
effects_value_format_3k_dlc05_effect_unit_cap_metal_scholar_warriors		FALSE
effects_description_3k_dlc06_effect_province_building_construction_cost_mod_military	[[b]]%+n%[[/b]] construction cost (military)	FALSE
effects_description_3k_main_effect_force_military_supplies_from_post_battle	%+n {{tr:military_supplies}}	FALSE
effects_description_3k_main_effect_dummy_relationships_negative_02	The presence of a rival will grant a small offensive bonus in battle.	FALSE
effects_description_3k_main_skill_night_battles	Enables: Night Battles	FALSE
effects_description_3k_dlc06_effect_attribute_cannot_dismount	Disables: Dismount	FALSE
effects_description_3k_dlc05_frontend_description_specialisation_nanman_meng_huo_1	"The effects will last for a number of turns before disappearing. Gaining Fealties from multiple tribes will stack the effect, extending the duration."	FALSE
effects_value_format_3k_main_frontend_description_specialisation_zheng_jiang_2		FALSE
effects_value_format_3k_dlc04_frontend_description_specialisation_empress_he_2		FALSE
effects_description_3k_main_effect_unit_stats_missile_block_mod_earth_units	[[b]]%+n%[[/b]] ranged block chance for melee cavalry	FALSE
effects_description_3k_main_skill_wedge_formation	Enables formation: Wedge	FALSE
effects_value_format_3k_main_effect_dummy_technologies_water_inns		FALSE
effects_description_3k_main_effect_character_salary_mod_hidden		FALSE
effects_value_format_3k_main_effect_captain_mercenary_fire_upgrade		FALSE
effects_value_format_3k_main_effects_faction_lineage_decay		FALSE
effects_description_3k_main_effect_force_military_supplies_from_reforms	[[b]]%+n[[/b]] {{tr:military_supplies}}	FALSE
effects_description_3k_dummy_effect_building_military_security_ma_teng	[[col:scope_description]]Focus on military supplies and foraging food[[/col]]	FALSE
effects_description_3k_main_skill_enemy_morale	[[b]]%+n[[/b]] enemy morale	FALSE
effects_description_3k_main_effect_pooled_resource_intimidation_decay_rate_2_dong_zhuo	[[b]]%+n[[/b]] intimidation decay	FALSE
effects_description_3k_dlc07_frontend_description_specialisation_liu_zhang_2	Generate small amounts of [[b]]aspiration[[/b]] via conquering lands and building high-level cities.	FALSE
effects_description_3k_dlc06_effect_technology_nanman_economic_category_cost_reduction	[[b]]%+n%[[/b]] research rate (Nanman economic)	FALSE
