key	birth_year	max_age_for_birth_year	max_random_age	min_age_for_birth_year	min_random_age	has_valid_birth_year	min_spawn_year	min_spawn_year_round	max_spawn_year	max_spawn_year_round
3k_main_age_fixed_historical_fan_min_hero_water	119	80	50	0	18	true	101	0	199	999
3k_main_age_fixed_historical_fan_qin_hero_water	179	80	50	0	18	true	197	0	259	999
3k_main_age_fixed_historical_feng_li_hero_fire	167	80	50	18	18	true	149	0	247	999
3k_main_age_fixed_historical_feng_shuo_hero_water	145	80	50	18	18	true	127	0	225	999
3k_main_age_fixed_historical_feng_xi_hero_fire	179	80	50	0	18	true	197	0	259	999
3k_main_age_fixed_historical_fu_gan_hero_water	175	80	50	0	18	true	193	0	255	999
3k_main_age_fixed_historical_fu_jia_hero_water	209	80	50	0	18	true	227	0	289	999
3k_main_age_fixed_historical_fu_qian_hero_fire	208	80	50	0	18	true	226	0	288	999
3k_main_age_fixed_historical_fu_rong_hero_fire	180	80	50	0	18	true	198	0	260	999
3k_main_age_fixed_historical_fu_shou_hero_earth	180	80	50	0	18	true	198	0	260	999
3k_main_age_fixed_historical_fu_wan_hero_water	167	80	50	18	18	true	149	0	247	999
3k_main_age_fixed_historical_fu_xuan_hero_fire	217	80	50	0	18	true	235	0	297	999
3k_main_age_fixed_historical_gan_ji_hero_earth	156	80	50	18	18	true	138	0	236	999
3k_main_age_fixed_historical_gan_li_hero_metal	160	80	50	0	18	true	142	0	240	999
3k_main_age_fixed_historical_gan_ning_hero_fire	175	80	50	0	18	true	200	0	255	999
3k_main_age_fixed_historical_gao_dai_hero_water	150	80	50	18	18	true	142	0	195	999
3k_main_age_fixed_historical_gao_ding_hero_wood	175	80	50	0	18	true	193	0	255	999
3k_main_age_fixed_historical_gao_gan_hero_metal	167	80	50	0	18	true	149	0	247	999
3k_main_age_fixed_historical_gao_lu_hero_fire	186	80	50	0	18	true	204	0	266	999
3k_main_age_fixed_historical_gao_pei_hero_fire	164	80	50	18	18	true	146	0	244	999
3k_main_age_fixed_historical_gao_rou_hero_water	174	80	50	0	18	true	192	0	254	999
3k_main_age_fixed_historical_gao_sheng_hero_wood	178	80	50	0	18	true	196	0	258	999
3k_main_age_fixed_historical_gao_shun_hero_fire	167	80	50	18	18	true	125	0	189	999
3k_main_age_fixed_historical_gaotang_long_hero_water	203	80	50	0	18	true	221	0	283	999
3k_main_age_fixed_historical_ge_xuan_hero_earth	164	80	50	18	18	true	146	0	244	999
3k_main_age_fixed_historical_geng_ji_hero_fire	174	80	50	0	18	true	192	0	254	999
3k_main_age_fixed_historical_geng_wu_hero_earth	153	80	50	0	18	true	135	0	233	999
3k_main_age_fixed_historical_gong_lu_hero_fire	195	80	50	0	18	true	213	0	275	999
3k_main_age_fixed_historical_gongsun_du_hero_metal	148	80	50	0	18	true	130	0	189	999
3k_main_age_fixed_historical_gongsun_gong_hero_earth	172	80	50	0	18	true	154	0	252	999
3k_main_age_fixed_historical_gongsun_kang_hero_earth	168	80	50	0	18	true	150	0	248	999
3k_main_age_fixed_historical_gongsun_xiu_hero_water	197	80	50	0	18	true	215	0	277	999
3k_main_age_fixed_historical_gongsun_xu_hero_metal	174	80	50	0	18	true	156	0	198	999
3k_main_age_fixed_historical_gongsun_yuan_hero_fire	210	80	50	0	18	true	228	0	290	999
3k_main_age_fixed_historical_gongsun_yue_hero_fire	143	80	50	18	18	true	125	0	191	999
3k_main_age_fixed_historical_gongsun_zan_hero_fire	152	80	50	0	18	true	134	0	189	999
3k_main_age_fixed_historical_gu_yong_hero_water	168	80	50	18	18	true	150	0	248	999
3k_main_age_fixed_historical_guan_chun_hero_water	166	80	50	0	18	true	148	0	246	999
3k_main_age_fixed_historical_guan_jing_hero_water	162	80	50	0	18	true	144	0	189	999
3k_main_age_fixed_historical_guan_lu_hero_water	209	80	50	0	18	true	227	0	289	999
3k_main_age_fixed_historical_guan_ning_hero_water	158	80	50	18	18	true	140	0	238	999
3k_main_age_fixed_historical_guan_ping_hero_fire	178	80	50	0	18	true	149	0	247	999
3k_main_age_fixed_historical_guan_xing_hero_wood	193	80	50	0	18	true	211	0	273	999
3k_main_age_fixed_historical_guan_yu_hero_wood	162	80	50	0	18	true	144	0	189	999
3k_main_age_fixed_historical_guanqiu_dian_hero_water	206	80	50	0	18	true	224	0	286	999
3k_main_age_fixed_historical_guo_huai_hero_earth	187	80	50	0	18	true	205	0	267	999
3k_main_age_fixed_historical_guo_jia_hero_water	170	80	50	0	18	true	186	0	206	999
3k_main_age_fixed_historical_guo_nuwang_hero_earth	184	80	50	0	18	true	202	0	264	999
3k_main_age_fixed_historical_guo_si_hero_fire	153	80	50	0	18	true	135	0	181	999
3k_main_age_fixed_historical_guo_tu_hero_water	170	80	50	0	18	true	188	0	204	999
3k_main_age_fixed_historical_guo_xian_hero_metal	199	80	50	0	18	true	217	0	279	999
3k_main_age_fixed_historical_guo_yuan_hero_fire	152	80	50	18	18	true	134	0	189	999
3k_main_age_fixed_historical_han_dang_hero_fire	156	80	50	18	18	true	148	0	246	999
3k_main_age_fixed_historical_han_fu_hero_earth	149	80	50	0	18	true	131	0	191	999
3k_main_age_fixed_historical_han_hao_hero_wood	164	80	50	0	18	true	146	0	189	999
3k_main_age_fixed_historical_han_ji_hero_water	210	80	50	0	18	true	228	0	290	999
3k_main_age_fixed_historical_han_juzi_hero_fire	161	80	50	18	18	true	143	0	211	999
3k_main_age_fixed_historical_han_ran_hero_water	187	80	50	0	18	true	205	0	267	999
3k_main_age_fixed_historical_han_rong_hero_water	155	80	50	0	18	true	137	0	235	999
3k_main_age_fixed_historical_han_sui_hero_metal	144	80	50	0	18	true	126	0	189	999
3k_main_age_fixed_historical_han_xian_hero_wood	173	80	50	18	18	true	-10	0	-10	999
3k_main_age_fixed_historical_han_yin_hero_water	157	80	50	18	18	true	139	0	237	999
3k_main_age_fixed_historical_handan_chun_hero_water	132	80	50	18	18	true	114	0	212	999
3k_main_age_fixed_historical_handan_shang_hero_water	153	80	50	18	18	true	135	0	233	999
3k_main_age_fixed_historical_hao_meng_hero_fire	170	80	50	18	18	true	150	0	248	999
3k_main_age_fixed_historical_he_da_hero_fire	178	80	50	0	18	true	196	0	258	999
3k_main_age_fixed_historical_he_qi_hero_fire	202	80	50	0	18	true	220	0	282	999
3k_main_age_fixed_historical_he_yan_hero_water	193	80	50	0	18	true	211	0	273	999
3k_main_age_fixed_historical_he_zeng_hero_water	199	80	50	0	18	true	217	0	279	999
3k_main_age_fixed_historical_hong_ming_hero_wood	175	80	50	0	18	true	193	0	255	999
3k_main_age_fixed_historical_hou_yin_hero_metal	167	80	50	18	18	true	149	0	247	999
3k_main_age_fixed_historical_hu_feng_hero_fire	151	80	50	18	18	true	133	0	231	999
3k_main_age_fixed_historical_hu_zhao_hero_water	162	80	50	18	18	true	144	0	242	999
3k_main_age_fixed_historical_hu_zhi_hero_water	217	80	50	0	18	true	235	0	297	999
3k_main_age_fixed_historical_hu_zong_hero_water	185	80	50	0	18	true	203	0	265	999
3k_main_age_fixed_historical_hua_biao_hero_water	204	80	50	0	18	true	222	0	284	999
3k_main_age_fixed_historical_hua_rong_hero_fire	216	80	50	0	18	true	234	0	296	999
3k_main_age_fixed_historical_hua_tuo_hero_water	160	80	50	18	18	true	142	0	240	999
3k_main_age_fixed_historical_hua_xin_hero_water	157	80	50	0	18	true	139	0	189	999
3k_main_age_fixed_historical_hua_xiong_hero_fire	154	80	50	18	18	true	136	0	190	999
3k_main_age_fixed_historical_huan_dian_hero_water	170	80	50	0	18	true	152	0	250	999
3k_main_age_fixed_historical_huan_fan_hero_water	211	80	50	0	18	true	229	0	291	999
3k_main_age_fixed_historical_huan_jia_hero_water	208	80	50	0	18	true	226	0	288	999
3k_main_age_fixed_historical_huan_lin_hero_wood	170	80	50	0	18	true	152	0	250	999
3k_main_age_fixed_historical_huan_zhi_hero_wood	168	80	50	0	18	true	150	0	248	999
3k_main_age_fixed_historical_huang_chong_hero_fire	216	80	50	0	18	true	234	0	296	999
3k_main_age_fixed_historical_huang_gai_hero_fire	154	80	50	0	18	true	127	0	189	999
3k_main_age_fixed_historical_huang_quan_hero_fire	189	80	50	0	18	true	207	0	269	999
3k_main_age_fixed_historical_huang_she_hero_metal	166	80	50	0	18	true	148	0	246	999
3k_main_age_fixed_historical_huang_wan_hero_water	141	80	50	0	18	true	123	0	221	999
3k_main_age_fixed_historical_huang_zhong_hero_metal	147	80	50	0	18	true	129	0	189	999
3k_main_age_fixed_historical_huang_zu_hero_wood	147	80	50	0	18	true	129	0	189	999
3k_main_age_fixed_historical_huangfu_mi_hero_water	215	80	50	0	18	true	233	0	295	999
3k_main_age_fixed_historical_huangfu_song_hero_metal	131	80	50	0	18	true	113	0	195	999
3k_main_age_fixed_historical_huanglong_hero_fire	168	80	50	0	18	true	150	0	199	999
3k_main_age_fixed_historical_huo_jun_hero_fire	177	80	50	0	18	true	195	0	257	999
3k_main_age_fixed_historical_huo_nu_hero_wood	173	80	50	0	18	true	191	0	253	999
3k_main_age_fixed_historical_huo_xing_hero_fire	164	80	50	18	18	true	146	0	244	999
3k_main_age_fixed_historical_ji_ben_hero_wood	184	80	50	0	18	true	202	0	264	999
3k_main_age_fixed_historical_ji_ling_hero_fire	159	80	50	0	18	true	141	0	189	999
3k_main_age_fixed_historical_ji_miao_hero_water	177	80	50	0	18	true	195	0	257	999
3k_main_age_fixed_historical_ji_mu_hero_water	195	80	50	0	18	true	213	0	275	999
3k_main_age_fixed_historical_jia_chong_hero_water	217	80	50	0	18	true	235	0	297	999
3k_main_age_fixed_historical_jia_cong_hero_water	150	80	50	0	18	true	132	0	230	999
3k_main_age_fixed_historical_jia_fan_hero_fire	198	80	50	0	18	true	216	0	278	999
3k_main_age_fixed_historical_jia_kui_hero_fire	174	80	50	0	18	true	192	0	254	999
3k_main_age_fixed_historical_jia_long_hero_metal	156	80	50	0	18	true	138	0	191	999
3k_main_age_fixed_historical_jia_xu_hero_water	147	80	50	0	18	true	129	0	189	999
3k_main_age_fixed_historical_jian_yong_hero_metal	161	80	50	0	18	true	153	0	181	999
3k_main_age_fixed_historical_jiang_gong_hero_wood	153	80	50	18	18	true	135	0	233	999
3k_main_age_fixed_historical_jiang_ji_hero_water	188	80	50	0	18	true	206	0	268	999
3k_main_age_fixed_historical_jiang_qin_hero_fire	174	80	50	0	18	true	192	0	254	999
3k_main_age_fixed_historical_jiang_wan_hero_earth	194	80	50	0	18	true	212	0	274	999
3k_main_age_fixed_historical_jiang_wei_hero_fire	202	80	50	0	18	true	220	0	282	999
3k_main_age_fixed_historical_jin_xuan_hero_earth	156	80	50	18	18	true	138	0	194	999
3k_main_age_fixed_historical_jin_yi_hero_water	194	80	50	0	18	true	192	0	199	999
3k_main_age_fixed_historical_ju_jun_hero_fire	171	80	50	18	18	true	153	0	251	999
3k_main_age_fixed_historical_ju_shou_hero_water	155	80	50	0	18	true	137	0	181	999
3k_main_age_fixed_historical_kan_ze_hero_water	216	80	50	0	18	true	234	0	296	999
3k_main_age_fixed_historical_kong_rong_hero_water	153	80	50	0	18	true	135	0	189	999
3k_main_age_fixed_historical_kong_zhou_hero_water	150	80	50	0	18	true	132	0	189	999
3k_main_age_fixed_historical_kuai_liang_hero_water	154	80	50	0	18	true	136	0	181	999
3k_main_age_fixed_historical_kuai_yue_hero_water	156	80	50	0	18	true	138	0	181	999
3k_main_age_fixed_historical_lady_bian_huilan_hero_wood	160	80	50	0	18	true	142	0	240	999
3k_main_age_fixed_historical_lady_bu_lianshi_hero_wood	190	80	50	0	18	true	208	0	270	999
3k_main_age_fixed_historical_lady_cai_yan_hero_water	177	80	50	0	18	true	195	0	240	999
3k_main_age_fixed_historical_lady_cai_yuxiang_hero_earth	158	80	50	0	18	true	140	0	181	999
3k_main_age_fixed_historical_lady_cao_jie_hero_earth	197	80	50	0	18	true	215	0	277	999
3k_main_age_fixed_historical_lady_da_qiao_hero_earth	177	80	50	0	18	true	205	0	257	999
3k_main_age_fixed_historical_lady_diao_chan_hero_water	172	80	50	0	18	true	154	0	194	999
3k_main_age_fixed_historical_lady_dong_peishan_hero_earth	148	80	50	0	18	true	130	0	190	999
3k_main_age_fixed_historical_lady_feng_hero_water	166	80	50	0	18	true	148	0	181	999
3k_main_age_fixed_historical_lady_guan_yinping_hero_wood	204	80	50	0	18	true	222	0	284	999
3k_main_age_fixed_historical_lady_huang_yueying_hero_wood	194	80	50	0	18	true	212	0	274	999
3k_main_age_fixed_historical_lady_liu_limin_hero_earth	152	80	50	0	18	true	134	0	189	999
3k_main_age_fixed_historical_lady_lu_zheng_hero_water	165	80	50	0	18	true	147	0	252	999
3k_main_age_fixed_historical_lady_sun_shangxiang_hero_fire	189	80	50	0	18	true	205	0	194	999
3k_main_age_fixed_historical_lady_wu_minyu_hero_earth	159	80	50	0	18	true	141	0	181	999
3k_main_age_fixed_historical_lady_xiao_qiao_hero_metal	178	80	50	0	18	true	206	0	258	999
3k_main_age_fixed_historical_lady_yan_hero_earth	159	80	50	0	18	true	160	0	181	999
3k_main_age_fixed_historical_lady_yuan_anyang_hero_earth	172	80	50	0	18	true	154	0	181	999
3k_main_age_fixed_historical_lady_zheng_jiang_hero_wood	172	80	50	0	18	true	154	0	252	999
3k_main_age_fixed_historical_lei_tong_hero_fire	163	80	50	18	18	true	145	0	243	999
3k_main_age_fixed_historical_li_chao_hero_water	168	80	50	18	18	true	150	0	248	999
3k_main_age_fixed_historical_li_damu_hero_wood	158	80	50	0	18	true	140	0	189	999
3k_main_age_fixed_historical_li_dian_hero_metal	181	80	50	0	18	true	199	0	261	999
3k_main_age_fixed_historical_li_fu_hero_water	204	80	50	0	18	true	222	0	284	999
3k_main_age_fixed_historical_li_huan_hero_wood	211	80	50	0	18	true	229	0	291	999
3k_main_age_fixed_historical_li_hui_hero_fire	203	80	50	0	18	true	221	0	283	999
3k_main_age_fixed_historical_li_jue_hero_fire	142	80	50	0	18	true	124	0	197	999
3k_main_age_fixed_historical_li_kan_hero_fire	174	80	50	0	18	true	192	0	254	999
3k_main_age_fixed_historical_li_kang_hero_water	196	80	50	0	18	true	214	0	276	999
3k_main_age_fixed_historical_li_le_hero_fire	174	80	50	0	18	true	192	0	254	999
3k_main_age_fixed_historical_li_meng_hero_fire	145	80	50	18	18	true	127	0	225	999
3k_main_age_fixed_historical_li_miao_hero_fire	205	80	50	0	18	true	223	0	285	999
3k_main_age_fixed_historical_li_ru_hero_water	149	80	50	0	18	true	131	0	195	999
3k_main_age_fixed_historical_li_shao_hero_water	177	80	50	0	18	true	195	0	257	999
3k_main_age_fixed_historical_li_shu_hero_water	165	80	50	0	18	true	190	0	257	999
3k_main_age_fixed_historical_li_su_hero_fire	142	80	50	18	18	true	124	0	192	999
3k_main_age_fixed_historical_li_tong_hero_fire	168	80	50	18	18	true	150	0	248	999
3k_main_age_fixed_historical_li_xian_hero_fire	174	80	50	0	18	true	192	0	254	999
3k_main_age_fixed_historical_li_xiu_hero_water	144	80	50	0	18	true	126	0	224	999
3k_main_age_fixed_historical_li_xu_hero_fire	219	80	50	0	18	true	237	0	299	999
3k_main_age_fixed_historical_li_yan_hero_fire	180	80	50	0	18	true	198	0	260	999
3k_main_age_fixed_historical_li_yu_hero_wood	161	80	50	18	18	true	143	0	211	999
3k_main_age_fixed_historical_liang_gang_hero_fire	148	80	50	18	18	true	130	0	228	999
3k_main_age_fixed_historical_liang_mao_hero_water	145	80	50	0	18	true	127	0	225	999
3k_main_age_fixed_historical_liang_xi_hero_fire	189	80	50	0	18	true	207	0	269	999
3k_main_age_fixed_historical_liang_xing_hero_metal	168	80	50	0	18	true	150	0	248	999
3k_main_age_fixed_historical_lin_xun_hero_fire	206	80	50	0	18	true	224	0	286	999
3k_main_age_fixed_historical_ling_cao_hero_fire	155	80	50	18	18	true	137	0	189	999
3k_main_age_fixed_historical_ling_tong_hero_wood	189	80	50	0	18	true	207	0	269	999
3k_main_age_fixed_historical_linghu_yu_hero_fire	213	80	50	0	18	true	231	0	293	999
3k_main_age_fixed_historical_liu_ba_hero_water	186	80	50	0	18	true	204	0	266	999
3k_main_age_fixed_historical_liu_bei_hero_earth	161	80	50	0	18	true	143	0	181	999
3k_main_age_fixed_historical_liu_biao_hero_earth	142	80	50	0	18	true	124	0	181	999
3k_main_age_fixed_historical_liu_cheng_hero_fire	209	80	50	0	18	true	227	0	289	999
3k_main_age_fixed_historical_liu_chong_hero_earth	141	80	50	18	18	true	123	0	197	999
3k_main_age_fixed_historical_liu_cong_hero_earth	164	80	50	0	18	true	146	0	244	999
3k_main_age_fixed_historical_liu_dai_hero_water	146	80	50	0	18	true	128	0	192	999
3k_main_age_fixed_historical_liu_fan_hero_fire	140	80	50	18	18	true	122	0	220	999
3k_main_age_fixed_historical_liu_fang_hero_fire	195	80	50	0	18	true	213	0	275	999
3k_main_age_fixed_historical_liu_feng_hero_fire	192	80	50	0	18	true	191	0	253	999
3k_main_age_fixed_historical_liu_fu_hero_water	181	80	50	0	18	true	199	0	261	999
3k_main_age_fixed_historical_liu_he_hero_water	162	80	50	0	18	true	144	0	242	999
3k_main_age_fixed_historical_liu_ji_hero_fire	185	80	50	0	18	true	167	0	234	999
3k_main_age_fixed_historical_liu_ji_hero_water	181	80	50	0	18	true	199	0	261	999
3k_main_age_fixed_historical_liu_jing_hero_fire	204	80	50	0	18	true	222	0	284	999
3k_main_age_fixed_historical_liu_jun_hero_fire	212	80	50	0	18	true	230	0	292	999
3k_main_age_fixed_historical_liu_pi_hero_fire	156	80	50	18	18	true	-10	0	-10	999
3k_main_age_fixed_historical_liu_qi_hero_earth	160	80	50	0	18	true	142	0	199	999
3k_main_age_fixed_historical_liu_shan_hero_earth	207	80	50	0	18	true	225	0	287	999
3k_main_age_fixed_historical_liu_shang_hero_metal	187	80	50	0	18	true	169	0	234	999
3k_main_age_fixed_historical_liu_shao_hero_wood	188	80	50	0	18	true	170	0	234	999
3k_main_age_fixed_historical_liu_xie_hero_earth	181	99	50	0	18	true	199	0	261	999
3k_main_age_fixed_historical_liu_yan_hero_water	131	80	50	0	18	true	113	0	193	999
3k_main_age_fixed_historical_liu_yao_hero_earth	156	80	50	0	18	true	138	0	189	999
3k_main_age_fixed_historical_liu_ye_hero_water	187	80	50	0	18	true	205	0	267	999
3k_main_age_fixed_historical_liu_yi_hero_water	180	80	50	0	18	true	198	0	260	999
3k_main_age_fixed_historical_liu_yin_hero_fire	190	80	50	0	18	true	208	0	270	999
3k_main_age_fixed_historical_liu_yu_hero_earth	144	80	50	0	18	true	126	0	193	999
3k_main_age_fixed_historical_liu_zan_hero_fire	183	80	50	0	18	true	201	0	263	999
3k_main_age_fixed_historical_liu_zhang_hero_earth	161	80	50	0	18	true	143	0	189	999
3k_main_age_fixed_historical_liu_zhen_hero_water	181	80	50	0	18	true	199	0	261	999
3k_main_age_fixed_historical_lou_gui_hero_fire	151	80	50	0	18	true	133	0	181	999
3k_main_age_fixed_historical_lu_an_hero_water	218	80	50	0	18	true	236	0	298	999
3k_main_age_fixed_historical_lu_bu_hero_fire	159	80	50	0	18	true	137	0	189	999
3k_main_age_fixed_historical_lu_chang_hero_fire	160	80	50	18	18	true	142	0	240	999
3k_main_age_fixed_historical_lu_dai_hero_fire	161	80	50	18	18	true	143	0	189	999
3k_main_age_fixed_historical_lu_fan_hero_water	168	80	50	18	18	true	150	0	248	999
3k_main_age_fixed_historical_lu_gong_hero_fire	163	80	50	0	18	true	145	0	189	999
3k_main_age_fixed_historical_lu_ji_hero_water	187	80	50	0	18	true	185	0	192	999
3k_main_age_fixed_historical_lu_ju_hero_fire	214	80	50	0	18	true	232	0	294	999
3k_main_age_fixed_historical_lu_kai_hero_water	202	80	50	0	18	true	220	0	282	999
3k_main_age_fixed_historical_lu_kang_hero_water	126	80	50	0	18	true	108	0	195	999
3k_main_age_fixed_historical_lu_lingqi_hero_metal	180	80	50	0	18	true	180	0	235	999
3k_main_age_fixed_historical_lu_mao_hero_water	189	80	50	0	18	true	207	0	269	999
3k_main_age_fixed_historical_lu_meng_hero_metal	178	80	50	0	18	true	196	0	258	999
3k_main_age_fixed_historical_lu_shu_hero_fire	217	80	50	0	18	true	235	0	297	999
3k_main_age_fixed_historical_lu_su_hero_water	172	80	50	0	18	true	154	0	252	999
3k_main_age_fixed_historical_lu_weihuang_hero_fire	171	80	50	18	18	true	153	0	251	999
3k_main_age_fixed_historical_lu_xing_hero_water	218	80	50	0	18	true	236	0	298	999
3k_main_age_fixed_historical_lu_xun_hero_water	183	80	50	0	18	true	181	0	188	999
3k_main_age_fixed_historical_lu_yi_hero_water	210	80	50	0	18	true	228	0	290	999
3k_main_age_fixed_historical_lu_yu_hero_water	183	80	50	0	18	true	181	0	188	999
3k_main_age_fixed_historical_lu_zhi_hero_metal	139	80	50	18	18	true	141	0	192	999
3k_main_age_fixed_historical_lun_zhi_hero_fire	194	80	50	0	18	true	212	0	274	999
3k_main_age_fixed_historical_luo_tong_hero_fire	193	80	50	0	18	true	191	0	198	999
3k_main_age_fixed_historical_ma_chao_hero_fire	176	80	50	0	18	true	194	0	256	999
3k_main_age_fixed_historical_ma_dai_hero_fire	182	80	50	0	18	true	200	0	262	999
3k_main_age_fixed_historical_ma_liang_hero_water	187	80	50	0	18	true	205	0	267	999
3k_main_age_fixed_historical_ma_mao_hero_metal	198	80	50	0	18	true	216	0	278	999
3k_main_age_fixed_historical_ma_midi_hero_water	160	80	50	18	18	true	142	0	240	999
3k_main_age_fixed_historical_ma_qiu_hero_water	159	80	50	18	18	true	141	0	239	999
3k_main_age_fixed_historical_ma_su_hero_water	190	80	50	0	18	true	208	0	270	999
3k_main_age_fixed_historical_ma_teng_hero_fire	145	80	50	0	18	true	127	0	189	999
3k_main_age_fixed_historical_ma_tie_hero_fire	181	80	50	0	18	true	193	0	255	999
3k_main_age_fixed_historical_ma_wan_hero_fire	169	80	50	0	18	true	151	0	249	999
3k_main_age_fixed_historical_ma_xiu_hero_fire	178	80	50	0	18	true	192	0	254	999
3k_main_age_fixed_historical_ma_yu_hero_water	141	80	50	18	18	true	123	0	221	999
3k_main_age_fixed_historical_man_chong_hero_fire	195	80	50	0	18	true	213	0	275	999
3k_main_age_fixed_historical_mao_jia_hero_fire	205	80	50	0	18	true	223	0	285	999
3k_main_age_fixed_historical_mao_jie_hero_water	169	80	50	18	18	true	151	0	249	999
3k_main_age_fixed_historical_mei_cheng_hero_metal	180	80	50	0	18	true	198	0	260	999
3k_main_age_fixed_historical_meng_da_hero_fire	193	80	50	0	18	true	211	0	273	999
3k_main_age_fixed_historical_mi_heng_hero_water	173	80	50	0	18	true	191	0	198	999
3k_main_age_fixed_historical_mi_zhu_hero_water	164	80	50	0	18	true	146	0	181	999
3k_main_age_fixed_historical_miao_xi_hero_water	186	80	50	0	18	true	204	0	266	999
3k_main_age_fixed_historical_min_chun_hero_water	144	80	50	18	18	true	126	0	224	999
3k_main_age_fixed_historical_niu_fu_hero_fire	167	80	50	0	18	true	149	0	192	999
3k_main_age_fixed_historical_pan_jun_hero_fire	191	80	50	0	18	true	209	0	271	999
3k_main_age_fixed_historical_pan_xu_hero_water	188	80	50	0	18	true	206	0	268	999
3k_main_age_fixed_historical_pan_zhang_hero_fire	182	80	50	0	18	true	200	0	262	999
3k_main_age_fixed_historical_pang_de_hero_wood	168	80	50	0	18	true	150	0	248	999
3k_main_age_fixed_historical_pang_ji_hero_water	147	80	50	18	18	true	129	0	189	999
3k_main_age_fixed_historical_pang_tong_hero_water	179	80	50	0	18	true	214	0	259	999
3k_main_age_fixed_historical_pei_jun_hero_water	179	80	50	0	18	true	197	0	259	999
3k_main_age_fixed_historical_pei_qian_hero_water	209	80	50	0	18	true	227	0	289	999
3k_main_age_fixed_historical_peng_yang_hero_water	178	80	50	0	18	true	196	0	198	999
3k_main_age_fixed_historical_qi_zhou_hero_water	176	80	50	0	18	true	194	0	256	999
3k_main_age_fixed_historical_qiao_mao_hero_earth	151	80	50	18	18	true	133	0	189	999
3k_main_age_fixed_historical_qiao_rui_hero_fire	161	80	50	18	18	true	143	0	189	999
3k_main_age_fixed_historical_qiao_zhou_hero_water	201	80	50	0	18	true	219	0	281	999
3k_main_age_fixed_historical_qin_huang_hero_fire	218	80	50	0	18	true	236	0	298	999
3k_main_age_fixed_historical_qin_mi_hero_water	172	80	50	18	18	true	154	0	252	999
3k_main_age_fixed_historical_qin_yilu_hero_fire	149	80	50	18	18	true	131	0	229	999
3k_main_age_fixed_historical_qu_gong_hero_wood	163	80	50	0	18	true	145	0	198	999
3k_main_age_fixed_historical_qu_ying_hero_metal	186	80	50	0	18	true	204	0	266	999
3k_main_age_fixed_historical_quan_cong_hero_fire	198	80	50	0	18	true	216	0	278	999
3k_main_age_fixed_historical_quan_ji_hero_water	212	80	50	0	18	true	230	0	292	999
3k_main_age_fixed_historical_quan_rou_hero_wood	155	80	50	0	18	true	137	0	205	999
3k_main_age_fixed_historical_quan_xi_hero_fire	203	80	50	0	18	true	221	0	283	999
3k_main_age_fixed_historical_que_xuan_hero_water	158	80	50	0	18	true	140	0	181	999
3k_main_age_fixed_historical_ren_an_hero_water	124	80	50	18	18	true	106	0	204	999
3k_main_age_fixed_historical_ren_jun_hero_water	159	80	50	18	18	true	141	0	239	999
3k_main_age_fixed_historical_ren_kui_hero_fire	166	80	50	18	18	true	148	0	246	999
3k_main_age_fixed_historical_ren_qi_hero_fire	155	80	50	0	18	true	137	0	235	999
3k_main_age_fixed_historical_ruan_ji_hero_fire	210	80	50	0	18	true	228	0	290	999
3k_main_age_fixed_historical_ruan_yu_hero_water	168	80	50	18	18	true	150	0	248	999
3k_main_age_fixed_historical_rui_xuan_hero_fire	173	80	50	0	18	true	191	0	253	999
3k_main_age_fixed_historical_shan_gu_hero_water	219	80	50	0	18	true	237	0	299	999
3k_main_age_fixed_historical_shan_tao_hero_water	205	80	50	0	18	true	223	0	285	999
3k_main_age_fixed_historical_shen_de_hero_fire	189	80	50	0	18	true	207	0	269	999
3k_main_age_fixed_historical_shen_pei_hero_water	154	80	50	18	18	true	136	0	181	999
3k_main_age_fixed_historical_shen_you_hero_water	176	80	50	0	18	true	194	0	256	999
3k_main_age_fixed_historical_sheng_xian_hero_water	160	80	50	18	18	true	142	0	195	999
3k_main_age_fixed_historical_shi_huan_hero_fire	180	80	50	0	18	true	198	0	260	999
3k_main_age_fixed_historical_shi_huang_hero_earth	137	80	50	18	18	true	119	0	197	999
3k_main_age_fixed_historical_shi_hui_hero_earth	165	80	50	0	18	true	147	0	245	999
3k_main_age_fixed_historical_shi_wei_hero_water	208	80	50	0	18	true	226	0	288	999
3k_main_age_fixed_historical_shi_wu_hero_fire	145	80	50	18	18	true	125	0	189	999
3k_main_age_fixed_historical_shi_xie_hero_water	137	80	50	0	18	true	119	0	189	999
3k_main_age_fixed_historical_shi_yi_hero_metal	140	80	50	18	18	true	125	0	189	999
3k_main_age_fixed_historical_shi_yi_hero_water	169	80	50	0	18	true	151	0	249	999
3k_main_age_fixed_historical_shi_zhi_hero_water	168	80	50	0	18	true	215	0	189	999
3k_main_age_fixed_historical_shi_zuan_hero_fire	213	80	50	0	18	true	231	0	293	999
3k_main_age_fixed_historical_shisun_rui_hero_fire	159	80	50	0	18	true	141	0	239	999
3k_main_age_fixed_historical_shisun_rui_hero_water	159	80	50	18	18	true	-10	0	-10	999
3k_main_age_fixed_historical_sima_fang_hero_water	149	80	50	18	18	true	131	0	229	999
3k_main_age_fixed_historical_sima_fu_hero_water	180	80	50	0	18	true	198	0	260	999
3k_main_age_fixed_historical_sima_lang_hero_water	171	80	50	18	18	true	153	0	251	999
3k_main_age_fixed_historical_sima_shi_hero_earth	208	80	50	0	18	true	226	0	288	999
