frontend_faction_leader	frontend_faction_leader_unique_feature
3k_main_political_party_yuan_shao_ruler	3k_main_unique_features_yuan_shao_captains
3k_main_political_party_yuan_shao_ruler	3k_main_unique_features_yuan_shao_defenders_of_hebei
3k_main_political_party_yuan_shao_ruler	3k_main_unique_features_yuan_shao_palace
3k_main_political_party_yuan_shao_ruler	3k_main_unique_features_yuan_shao_warriors_of_ye
3k_main_political_party_yuan_shu_ruler	3k_main_unique_feature_assignment_yuan_shu_investment
3k_main_political_party_yuan_shu_ruler	3k_main_unique_features_yuan_shu_decadence
3k_main_political_party_yuan_shu_ruler	3k_main_unique_features_yuan_shu_rapid_tiger_infantry
3k_main_political_party_yuan_shu_ruler	3k_main_unique_features_yuan_shu_warriors_of_the_left
3k_main_political_party_zhang_yan_ruler	3k_dlc05_unique_features_mercenary_treaty
3k_main_political_party_zhang_yan_ruler	3k_main_unique_Features_zhang_yan_black_mountain
3k_main_political_party_zhang_yan_ruler	3k_main_unique_features_zhang_yan_black_mountain_hunters
3k_main_political_party_zhang_yan_ruler	3k_main_unique_features_zhang_yan_black_mountain_marauders
3k_main_political_party_zhang_yan_ruler	3k_main_unique_features_zhang_yan_black_mountain_outlaws
3k_main_political_party_zheng_jiang_ruler	3k_dlc05_unique_features_mercenary_treaty
3k_main_political_party_zheng_jiang_ruler	3k_main_unique_feature_zheng_fists_of_the_bandit_queen
3k_main_political_party_zheng_jiang_ruler	3k_main_unique_feature_zheng_jiang_hidden_axes
ep_political_party_prince_of_changsha_ruler	ep_unique_features_sima_ai_archers_of_jing
ep_political_party_prince_of_changsha_ruler	ep_unique_features_sima_ai_assignment
ep_political_party_prince_of_changsha_ruler	ep_unique_features_sima_ai_infantry_of_jing
ep_political_party_prince_of_changsha_ruler	ep_unique_features_sima_ai_reformation_buildings
ep_political_party_prince_of_chengdu_ruler	ep_unique_features_sima_ying_qiang_hunters
ep_political_party_prince_of_chengdu_ruler	ep_unique_features_sima_ying_qiang_marauders
ep_political_party_prince_of_chengdu_ruler	ep_unique_features_sima_ying_qiang_raiders
ep_political_party_prince_of_chengdu_ruler	ep_unique_features_sima_yong_government_support
ep_political_party_prince_of_chu_ruler	ep_unique_feature_assignment_sima_wei_reward_populace
ep_political_party_prince_of_chu_ruler	ep_unique_features_political_action_present_gift
ep_political_party_prince_of_chu_ruler	ep_unique_features_sima_wei_chu_infantry
ep_political_party_prince_of_chu_ruler	ep_unique_features_sima_wei_chu_spearmen
ep_political_party_prince_of_chu_ruler	ep_unique_features_sima_wei_conscription
ep_political_party_prince_of_donghai_ruler	ep_unique_features_sima_yue_labour
ep_political_party_prince_of_donghai_ruler	ep_unique_features_sima_yue_minister_military
ep_political_party_prince_of_donghai_ruler	ep_unique_features_sima_yue_minister_province
ep_political_party_prince_of_donghai_ruler	ep_unique_features_sima_yue_warriors_of_xu
ep_political_party_prince_of_donghai_ruler	ep_unique_features_sima_yue_xu_raiders
ep_political_party_prince_of_hejian_ruler	ep_unique_features_sima_yong_assignment
ep_political_party_prince_of_hejian_ruler	ep_unique_features_sima_yong_security
ep_political_party_prince_of_hejian_ruler	ep_unique_features_sima_yong_xianbei_horse_archers
ep_political_party_prince_of_hejian_ruler	ep_unique_features_sima_yong_xianbei_riders
ep_political_party_prince_of_qi_ruler	ep_unqiue_features_sima_jiong_assignment
ep_political_party_prince_of_qi_ruler	ep_unqiue_features_sima_jiong_captains
ep_political_party_prince_of_qi_ruler	ep_unqiue_features_sima_jiong_judiciary
ep_political_party_prince_of_qi_ruler	ep_unqiue_features_sima_jiong_qi_crossbowmen
ep_political_party_prince_of_qi_ruler	ep_unqiue_features_sima_jiong_qi_guardsmen
ep_political_party_prince_of_runan_ruler	ep_unique_features_sima_liang_imperial_guards
ep_political_party_prince_of_runan_ruler	ep_unqiue_features_sima_liang_demesne
ep_political_party_prince_of_runan_ruler	ep_unqiue_features_sima_liang_judiciary
ep_political_party_prince_of_zhao_ruler	ep_unique_features_sima_lun_xiongnu_cataphrachts
ep_political_party_prince_of_zhao_ruler	ep_unique_features_sima_lun_xiongnu_cavalry
ep_political_party_prince_of_zhao_ruler	ep_unqiue_features_sima_lun_judiciary
