key	factor	maximum	minimum	resource	ai_can_propose	is_recurring_factor
3k_main_pooled_factor_junction_intimidation_from_razed_settlements	3k_main_pooled_factor_intimidation_razed_settlements	2147483647	-2147483647	3k_main_pooled_resource_intimidation	true	false
3k_main_pooled_factor_junction_intimidation_gained_through_diplomacy	3k_main_pooled_factor_intimidation_diplomacy	2147483647	-2147483647	3k_main_pooled_resource_intimidation	true	true
3k_main_pooled_factor_junction_intimidation_succession	3k_main_pooled_factor_intimidation_faction_leader_death	2147483647	-2147483647	3k_main_pooled_resource_intimidation	true	false
3k_main_pooled_factor_junction_legitimacy	3k_main_pooled_factor_legitimacy	2147483647	-2147483647	3k_main_pooled_resource_legitimacy	true	true
3k_main_pooled_factor_junction_legitimacy_assignments	3k_main_pooled_factor_legitimacy_assignments	2147483647	-2147483647	3k_main_pooled_resource_legitimacy	true	true
3k_main_pooled_factor_junction_legitimacy_buildings	3k_main_pooled_factor_legitimacy_buildings	2147483647	-2147483647	3k_main_pooled_resource_legitimacy	true	true
3k_main_pooled_factor_junction_legitimacy_diplomacy	3k_main_pooled_factor_legitimacy_diplomacy	2147483647	-2147483647	3k_main_pooled_resource_legitimacy	true	true
3k_main_pooled_factor_junction_legitimacy_propaganda	3k_main_pooled_factor_legitimacy_propaganda	2147483647	-2147483647	3k_main_pooled_resource_legitimacy	true	true
3k_main_pooled_factor_junction_legitimacy_recruitment	3k_main_pooled_factor_legitimacy_recruitment	2147483647	-2147483647	3k_main_pooled_resource_legitimacy	true	false
3k_main_pooled_factor_junction_lineage	3k_main_pooled_factor_lineage	2147483647	-2147483647	3k_main_pooled_resource_lineage	true	true
3k_main_pooled_factor_junction_lineage_decay	3k_main_pooled_factor_lineage_decay	2147483647	-2147483647	3k_main_pooled_resource_lineage	true	true
3k_main_pooled_factor_junction_lineage_expended_post_seige	3k_main_pooled_factor_lineage_siege_options	2147483647	-2147483647	3k_main_pooled_resource_lineage	true	false
3k_main_pooled_factor_junction_lineage_expended_recruitment	3k_main_pooled_factor_lineage_recruitment	2147483647	-2147483647	3k_main_pooled_resource_lineage	true	true
3k_main_pooled_factor_junction_lineage_from_allies	3k_main_pooled_factor_lineage_allies	2147483647	-2147483647	3k_main_pooled_resource_lineage	true	true
3k_main_pooled_factor_junction_lineage_from_buildings	3k_main_pooled_factor_lineage_buildings	2147483647	-2147483647	3k_main_pooled_resource_lineage	true	true
3k_main_pooled_factor_junction_lineage_from_faction_leaders	3k_main_pooled_factor_lineage_faction_leader	2147483647	-2147483647	3k_main_pooled_resource_lineage	true	true
3k_main_pooled_factor_junction_population_assignments	3k_main_pooled_factor_population_assignment	2147483647	-2147483647	3k_main_pooled_resource_population	true	true
3k_main_pooled_factor_junction_population_buildings	3k_main_pooled_factor_population_buildings	2147483647	-2147483647	3k_main_pooled_resource_population	true	true
3k_main_pooled_factor_junction_population_characters	3k_main_pooled_factor_population_characters	2147483647	-2147483647	3k_main_pooled_resource_population	true	true
3k_main_pooled_factor_junction_population_characters_administrators	3k_main_pooled_factor_population_characters_administrators	2147483647	-2147483647	3k_main_pooled_resource_population	true	true
3k_main_pooled_factor_junction_population_characters_people_in_power	3k_main_pooled_factor_population_characters_people_in_power	2147483647	-2147483647	3k_main_pooled_resource_population	true	true
3k_main_pooled_factor_junction_population_conscription	3k_main_pooled_factor_population_conscription	2147483647	-2147483647	3k_main_pooled_resource_population	true	true
3k_main_pooled_factor_junction_population_culture	3k_main_pooled_factor_population_culture	2147483647	-2147483647	3k_main_pooled_resource_population	true	true
3k_main_pooled_factor_junction_population_events	3k_main_pooled_factor_population_events	2147483647	-2147483647	3k_main_pooled_resource_population	true	true
3k_main_pooled_factor_junction_population_faction	3k_main_pooled_factor_population_faction	2147483647	-2147483647	3k_main_pooled_resource_population	true	true
3k_main_pooled_factor_junction_population_from_sieges	3k_main_pooled_factor_population_post_siege	2147483647	-2147483647	3k_main_pooled_resource_population	true	true
3k_main_pooled_factor_junction_population_growth	3k_main_pooled_factor_population	2147483647	-2147483647	3k_main_pooled_resource_population	true	true
3k_main_pooled_factor_junction_population_growth_distribution	3k_main_pooled_factor_population_distribution	2147483647	-2147483647	3k_main_pooled_resource_population	true	true
3k_main_pooled_factor_junction_population_growth_from_food_reserves	3k_main_pooled_factor_population_from_food_reserves	2147483647	-2147483647	3k_main_pooled_resource_population	true	true
3k_main_pooled_factor_junction_population_growth_migration	3k_main_pooled_factor_population_migration	2147483647	-2147483647	3k_main_pooled_resource_population	true	false
3k_main_pooled_factor_junction_population_hostile_forces	3k_main_pooled_factor_population_hostile_forces	2147483647	-2147483647	3k_main_pooled_resource_population	true	true
3k_main_pooled_factor_junction_population_overpopulation	3k_main_pooled_factor_population_overpopulation	2147483647	-2147483647	3k_main_pooled_resource_population	true	true
3k_main_pooled_factor_junction_population_public_order	3k_main_pooled_factor_population_public_order	2147483647	-2147483647	3k_main_pooled_resource_population	true	true
3k_main_pooled_factor_junction_population_technologies	3k_main_pooled_factor_population_technologies	2147483647	-2147483647	3k_main_pooled_resource_population	true	true
3k_main_pooled_factor_junction_satisfaction	3k_main_pooled_factor_satisfaction	2147483647	-2147483647	3k_main_pooled_resource_satisfaction	true	true
3k_main_pooled_factor_junction_supply	3k_main_pooled_factor_supply	2147483647	-2147483647	3k_main_pooled_resource_supply	true	true
3k_main_pooled_factor_junction_supply_assignments	3k_main_pooled_factor_supply_from_assignments	2147483647	-2147483647	3k_main_pooled_resource_supply	true	true
3k_main_pooled_factor_junction_supply_farming	3k_main_pooled_factor_supply_farming	2147483647	-2147483647	3k_main_pooled_resource_supply	true	true
3k_main_pooled_factor_junction_supply_from_characters	3k_main_pooled_factor_supply_from_characters	2147483647	-2147483647	3k_main_pooled_resource_supply	true	true
3k_main_pooled_factor_junction_supply_from_events	3k_main_pooled_factor_supply_from_events	2147483647	-2147483647	3k_main_pooled_resource_supply	true	true
3k_main_pooled_factor_junction_supply_from_food	3k_main_pooled_factor_supply_from_food	2147483647	-2147483647	3k_main_pooled_resource_supply	true	true
3k_main_pooled_factor_junction_supply_from_military_infrastructure	3k_main_pooled_factor_supply_from_military_buildings	2147483647	-2147483647	3k_main_pooled_resource_supply	true	true
3k_main_pooled_factor_junction_supply_from_residential_infrastructure	3k_main_pooled_factor_supply_from_buildings	2147483647	-2147483647	3k_main_pooled_resource_supply	true	true
3k_main_pooled_factor_junction_supply_from_sieges	3k_main_pooled_factor_supply_post_siege	2147483647	-2147483647	3k_main_pooled_resource_supply	true	true
3k_main_pooled_factor_junction_supply_sabotage	3k_main_pooled_factor_supply_sabotage	2147483647	-2147483647	3k_main_pooled_resource_supply	true	true
3k_main_pooled_factor_junction_supply_scheme	3k_main_pooled_factor_supply_scheme	2147483647	-2147483647	3k_main_pooled_resource_supply	true	true
3k_main_pooled_factor_junction_trade_monopoly	3k_main_pooled_factor_trade_monopoly	2147483647	-2147483647	3k_main_pooled_resource_kong_rong	true	true
3k_main_pooled_factor_junction_trade_monopoly_decay	3k_main_pooled_factor_trade_monopoly_decay	2147483647	-2147483647	3k_main_pooled_resource_kong_rong	true	true
3k_main_pooled_factor_junction_unity_from_annexation	3k_main_pooled_factor_unity_from_annexation	2147483647	-2147483647	3k_main_pooled_resource_unity	true	true
3k_main_pooled_factor_junction_unity_from_assignments	3k_main_pooled_factor_unity_from_assignments	2147483647	-2147483647	3k_main_pooled_resource_unity	true	false
3k_main_pooled_factor_junction_unity_from_characters	3k_main_pooled_factor_unity_from_characters	2147483647	-2147483647	3k_main_pooled_resource_unity	true	true
3k_main_pooled_factor_junction_unity_from_from_events	3k_main_pooled_factor_unity_from_events	2147483647	-2147483647	3k_main_pooled_resource_unity	true	true
3k_main_pooled_factor_junction_unity_from_post_battle	3k_main_pooled_factor_unity_from_post_battle	2147483647	-2147483647	3k_main_pooled_resource_unity	true	true
ep_pooled_factor_junction_brain_alignment_from_events	ep_pooled_factor_brain_alignment	2147483647	-2147483647	ep_pooled_resource_brain_alignment	true	true
ep_pooled_factor_junction_control	ep_pooled_factor_control	2147483647	-2147483647	ep_pooled_resource_sima_jiong_control	true	true
ep_pooled_factor_junction_control_assignment	ep_pooled_factor_control_assignment	2147483647	-2147483647	ep_pooled_resource_sima_jiong_control	true	true
ep_pooled_factor_junction_control_battle	ep_pooled_factor_control_battle	2147483647	-2147483647	ep_pooled_resource_sima_jiong_control	true	false
ep_pooled_factor_junction_control_buildings	ep_pooled_factor_control_buildings	2147483647	-2147483647	ep_pooled_resource_sima_jiong_control	true	true
ep_pooled_factor_junction_control_faction_leader	ep_pooled_factor_control_faction_leader	2147483647	-2147483647	ep_pooled_resource_sima_jiong_control	true	true
ep_pooled_factor_junction_control_ministers	ep_pooled_factor_control_ministers	2147483647	-2147483647	ep_pooled_resource_sima_jiong_control	true	true
ep_pooled_factor_junction_control_recruitment	ep_pooled_factor_control_recruitment	2147483647	-2147483647	ep_pooled_resource_sima_jiong_control	true	false
ep_pooled_factor_junction_control_remove	ep_pooled_factor_control_remove	2147483647	-2147483647	ep_pooled_resource_sima_jiong_control	true	true
ep_pooled_factor_junction_demesne	ep_pooled_factor_demesne	2147483647	-2147483647	ep_pooled_resource_sima_liang_demesne	true	true
ep_pooled_factor_junction_demesne_buildings	ep_pooled_factor_demesne_buildings	2147483647	-2147483647	ep_pooled_resource_sima_liang_demesne	true	false
ep_pooled_factor_junction_demesne_regions	ep_pooled_factor_demesne_regions	2147483647	-2147483647	ep_pooled_resource_sima_liang_demesne	true	true
ep_pooled_factor_junction_fist_alignment_from_events	ep_pooled_factor_fist_alignment	2147483647	-2147483647	ep_pooled_resource_fist_alignment	true	true
ep_pooled_factor_junction_heart_alignment_from_events	ep_pooled_factor_heart_alignment	2147483647	-2147483647	ep_pooled_resource_heart_alignment	true	true
ep_pooled_factor_junction_influence	ep_pooled_factor_influence	2147483647	-2147483647	ep_pooled_resource_influence	true	true
ep_pooled_factor_junction_influence_assignments	ep_pooled_factor_influence_assignments	2147483647	-2147483647	ep_pooled_resource_influence	true	true
ep_pooled_factor_junction_influence_battles	ep_pooled_factor_influence_battles	2147483647	-2147483647	ep_pooled_resource_influence	true	false
ep_pooled_factor_junction_influence_buildings	ep_pooled_factor_influence_buildings	2147483647	-2147483647	ep_pooled_resource_influence	true	true
ep_pooled_factor_junction_influence_decay	ep_pooled_factor_influence_decay	2147483647	-2147483647	ep_pooled_resource_influence	true	true
ep_pooled_factor_junction_influence_expended_through_diplomacy	ep_pooled_factor_influence_diplomacy	2147483647	-2147483647	ep_pooled_resource_influence	true	true
ep_pooled_factor_junction_influence_faction_leader	ep_pooled_factor_influence_faction_leader	2147483647	-2147483647	ep_pooled_resource_influence	true	true
ep_pooled_factor_junction_jurisdiction	ep_pooled_factor_jurisdiction	2147483647	-2147483647	ep_pooled_resource_sima_liang_jurisdiction	true	true
ep_pooled_factor_junction_jurisdiction_buildings	ep_pooled_factor_jurisdiction_buildings	2147483647	-2147483647	ep_pooled_resource_sima_liang_jurisdiction	true	true
ep_pooled_factor_junction_jurisdiction_people_in_power	ep_pooled_factor_jurisdiction_people_in_power	2147483647	-2147483647	ep_pooled_resource_sima_liang_jurisdiction	true	true
ep_pooled_factor_junction_jurisdiction_siege	ep_pooled_factor_jurisdiction_siege	2147483647	-2147483647	ep_pooled_resource_sima_liang_jurisdiction	true	false
ep_pooled_factor_junction_jurisdiction_vassals	ep_pooled_factor_jurisdiction_vassals	2147483647	-2147483647	ep_pooled_resource_sima_liang_jurisdiction	true	true
ep_pooled_factor_junction_money_alignment_from_events	ep_pooled_factor_money_alignment	2147483647	-2147483647	ep_pooled_resource_money_alignment	true	true
ep_pooled_factor_junction_reformation	ep_pooled_factor_reformation	2147483647	-2147483647	ep_pooled_resource_reformation	true	true
ep_pooled_factor_junction_reformation_administrators	ep_pooled_factor_reformation_administrators	2147483647	-2147483647	ep_pooled_resource_reformation	true	true
ep_pooled_factor_junction_reformation_assignments	ep_pooled_factor_reformation_assignments	2147483647	-2147483647	ep_pooled_resource_reformation	true	true
ep_pooled_factor_junction_reformation_building_negative	ep_pooled_factor_reformation_buildings_negative	2147483647	-2147483647	ep_pooled_resource_reformation	true	true
ep_pooled_factor_junction_reformation_building_positive	ep_pooled_factor_reformation_buildings_positive	2147483647	-2147483647	ep_pooled_resource_reformation	true	true
ep_pooled_factor_junction_reformation_events	ep_pooled_factor_reformation_events	2147483647	-2147483647	ep_pooled_resource_reformation	true	true
ep_pooled_factor_junction_sima_assignments	ep_pooled_factor_sima_wei_assignments	2147483647	-2147483647	ep_pooled_resource_sima_wei	true	true
ep_pooled_factor_junction_sima_wei	ep_pooled_factor_sima_wei	2147483647	-2147483647	ep_pooled_resource_sima_wei	true	true
ep_pooled_factor_junction_sima_wei_battles	ep_pooled_factor_sima_wei_battles	2147483647	-2147483647	ep_pooled_resource_sima_wei	true	false
ep_pooled_factor_junction_sima_wei_decay	ep_pooled_factor_sima_wei_decay	2147483647	-2147483647	ep_pooled_resource_sima_wei	true	true
ep_pooled_factor_junction_sima_wei_gifts	ep_pooled_factor_sima_wei_gifts	2147483647	-2147483647	ep_pooled_resource_sima_wei	true	false
ep_pooled_factor_junction_sima_wei_post_siege	ep_pooled_factor_sima_wei_post_siege	2147483647	-2147483647	ep_pooled_resource_sima_wei	true	false
ep_pooled_factor_junction_subterfuge	ep_pooled_factor_subterfuge	2147483647	-2147483647	ep_pooled_resource_sima_lun_subterfuge	true	true
ep_pooled_factor_junction_subterfuge_buildings	ep_pooled_factor_subterfuge_buildings	2147483647	-2147483647	ep_pooled_resource_sima_lun_subterfuge	true	true
ep_pooled_factor_junction_subterfuge_expended_through_diplomacy	ep_pooled_factor_subterfuge_diplomacy	2147483647	-2147483647	ep_pooled_resource_sima_lun_subterfuge	true	false
ep_pooled_factor_junction_subterfuge_people_in_power	ep_pooled_factor_subterfuge_people_in_power	2147483647	-2147483647	ep_pooled_resource_sima_lun_subterfuge	true	true
ep_pooled_factor_junction_subterfuge_spies_1	ep_pooled_factor_subterfuge_spies_1	2147483647	-2147483647	ep_pooled_resource_sima_lun_subterfuge	true	true
ep_pooled_factor_junction_subterfuge_spies_2	ep_pooled_factor_subterfuge_spies_2	2147483647	-2147483647	ep_pooled_resource_sima_lun_subterfuge	true	true
ep_pooled_factor_junction_subterfuge_spies_3	ep_pooled_factor_subterfuge_spies_3	2147483647	-2147483647	ep_pooled_resource_sima_lun_subterfuge	true	true
