key	prelude_battle	video	loading_screen_image	loading_screen_intro_video	override_force_location_x	override_force_location_y	voiceover	sort_order	victory_screen_image	defeat_screen_image	frontend_character	faction_leader_effect_bundle	starting_progression_level	is_recommended
3k_main_political_party_kong_rong_ruler		3k_main_faction_intro_water_kong_rong	ui/loading_ui/load_images/testSeason.png	3k_main_faction_intro_water_kong_rong	873.0000	258.0000	vo_actor_general_Kong_Rong	6	ui/post_campaign_background/campaign_victory_kong_rong.png	ui/post_campaign_background/campaign_defeat_kong_rong.png	3k_main_template_historical_kong_rong_hero_water_faction_leader	3k_main_frontend_leader_bundle_kong_rong_ruler	3k_dlc04_cao_cao_0	false
3k_main_political_party_liu_bei_ruler		3k_main_faction_intro_liu_bei	ui/loading_ui/load_images/testSeason.png	3k_main_faction_intro_liu_bei	823.0000	296.0000	vo_actor_hero_Liu_Bei	1	ui/post_campaign_background/campaign_victory_liu_bei.png	ui/post_campaign_background/campaign_defeat_liu_bei.png	3k_main_template_historical_liu_bei_hero_earth_faction_leader	3k_main_frontend_leader_bundle_liu_bei_ruler	3k_dlc04_cao_cao_0	true
3k_main_political_party_liu_biao_ruler		3k_main_faction_intro_earth_liu_biao	ui/loading_ui/load_images/testSeason.png	3k_main_faction_intro_earth_liu_biao	599.0000	428.0000	vo_actor_general_Liu_Biao	7	ui/post_campaign_background/campaign_victory_liu_biao.png	ui/post_campaign_background/campaign_defeat_liu_biao.png	3k_main_template_historical_liu_biao_hero_earth_faction_leader	3k_main_frontend_leader_bundle_liu_biao_ruler	3k_dlc04_cao_cao_0	false
3k_main_political_party_liu_yan_ruler		3k_main_faction_intro_earth	ui/loading_ui/load_images/campaign_1.png	3k_dlc05_faction_intro_all	695.0000	355.0000	vo_actor_general_Liu_Yan_dlc07	14	ui/post_campaign_background/campaign_victory_liu_yan.png	ui/post_campaign_background/campaign_defeat_liu_yan.png	3k_dlc07_template_historical_liu_yan_hero_water_faction_leader	3k_dlc07_frontend_leader_bundle_liu_yan_ruler	3k_dlc04_cao_cao_0	false
3k_main_political_party_ma_teng_ruler		3k_main_faction_intro_fire_ma_teng	ui/loading_ui/load_images/testSeason.png	3k_main_faction_intro_fire_ma_teng	332.0000	299.0000	vo_actor_general_Ma_Teng	8	ui/post_campaign_background/campaign_victory_ma_teng.png	ui/post_campaign_background/campaign_defeat_ma_teng.png	3k_main_template_historical_ma_teng_hero_fire_faction_leader	3k_main_frontend_leader_bundle_ma_teng_ruler	3k_dlc04_cao_cao_0	false
3k_main_political_party_sun_jian_ruler		3k_main_faction_intro_sun_jian	ui/loading_ui/load_images/testSeason.png	3k_main_faction_intro_sun_jian	635.0000	594.0000	vo_actor_hero_Sun_Jian	2	ui/post_campaign_background/campaign_victory_sun_jian.png	ui/post_campaign_background/campaign_defeat_sunjian.png	3k_main_template_historical_sun_jian_hero_metal_faction_leader	3k_main_frontend_leader_bundle_sun_jian_ruler	3k_dlc04_cao_cao_0	true
3k_main_political_party_tao_qian_ruler		3k_main_faction_intro_water_tao_qian	ui/loading_ui/load_images/testSeason.png	3k_main_faction_intro_water_tao_qian	869.0000	353.0000	vo_actor_general_Tao_Qian	15	ui/post_campaign_background/campaign_victory_tao_qian.png	ui/post_campaign_background/campaign_defeat_tao_qian.png	3k_main_template_historical_tao_qian_hero_water_faction_leader	3k_dlc04_frontend_leader_tao_qian_ruler	3k_dlc04_cao_cao_0	false
3k_main_political_party_white_tiger_yan_ruler		3k_main_faction_intro_yan_baihu	ui/loading_ui/load_images/testSeason.png	3k_main_faction_intro_yan_baihu	890.0000	536.0000	vo_actor_hero_Yan_Baihu	6	ui/post_campaign_background/campaign_victory_white_tiger_yan.png	ui/post_campaign_background/campaign_defeat_white_tiger_yan.png	3k_main_template_historical_yan_baihu_metal	3k_dlc05_frontend_leader_bundle_white_tiger_yan_ruler	3k_dlc04_cao_cao_0	false
3k_main_political_party_yellow_anding_ruler		3k_main_faction_intro_yellow_turbans_gong_du	ui/loading_ui/load_images/testSeason.png	3k_main_faction_intro_yellow_turbans	314.0000	374.0000	vo_actor_general_Gong_Du	12	ui/post_campaign_background/campaign_victory_yellow_turban.png	ui/post_campaign_background/campaign_defeat_yellow_turban.png	3k_ytr_template_historical_gong_du_hero_wood_faction_leader	3k_main_frontend_leader_bundle_gong_du_ruler	3k_dlc04_cao_cao_0	false
3k_main_political_party_yellow_taishan_ruler		3k_main_faction_intro_yellow_turbans_huang_shao	ui/loading_ui/load_images/testSeason.png	3k_main_faction_intro_yellow_turbans	777.0000	281.0000	vo_actor_general_Huang_Shao	13	ui/post_campaign_background/campaign_victory_yellow_turban.png	ui/post_campaign_background/campaign_defeat_yellow_turban.png	3k_ytr_template_historical_huang_shao_hero_metal_faction_leader	3k_main_frontend_leader_bundle_huang_shao_ruler	3k_dlc04_cao_cao_0	false
3k_main_political_party_yellow_turban_ruler		3k_main_faction_intro_yellow_turbans_he_yi	ui/loading_ui/load_images/testSeason.png	3k_main_faction_intro_yellow_turbans	719.0000	460.0000	vo_actor_hero_He_Yi	11	ui/post_campaign_background/campaign_victory_yellow_turban.png	ui/post_campaign_background/campaign_defeat_yellow_turban.png	3k_ytr_template_historical_he_yi_hero_water_faction_leader	3k_main_frontend_leader_bundle_he_yi_ruler	3k_dlc04_cao_cao_0	false
3k_main_political_party_yuan_shao_ruler		3k_main_faction_intro_yuan_shao	ui/loading_ui/load_images/testSeason.png	3k_main_faction_intro_yuan_shao	728.0000	255.0000	vo_actor_hero_Yuan_Shao	4	ui/post_campaign_background/campaign_victory_yuan_shao.png	ui/post_campaign_background/campaign_defeat_yuan_shao.png	3k_main_template_historical_yuan_shao_hero_earth_faction_leader	3k_main_frontend_leader_bundle_yuan_shao_ruler	3k_dlc04_cao_cao_0	false
3k_main_political_party_yuan_shu_ruler		3k_main_faction_intro_earth_yuan_shu	ui/loading_ui/load_images/testSeason.png	3k_main_faction_intro_earth_yuan_shu	619.0000	384.0000	vo_actor_general_Yuan_Shu	5	ui/post_campaign_background/campaign_victory_yellow.png	ui/post_campaign_background/campaign_defeat_yellow.png	3k_main_template_historical_yuan_shu_hero_earth_faction_leader	3k_main_frontend_leader_bundle_yuan_shu_ruler	3k_dlc04_cao_cao_0	false
3k_main_political_party_zhang_yan_ruler		3k_main_faction_intro_wood_zhang_yan	ui/loading_ui/load_images/testSeason.png	3k_main_faction_intro_wood_zhang_yan	594.0000	170.0000	vo_actor_generic_m_wood_general	9	ui/post_campaign_background/campaign_victory_green.png	ui/post_campaign_background/campaign_defeat_green.png	3k_main_template_historical_zhang_yan_hero_wood_faction_leader	3k_main_frontend_leader_bundle_zhang_yan_ruler	3k_dlc04_cao_cao_0	false
3k_main_political_party_zheng_jiang_ruler		3k_main_faction_intro_zheng_jiang	ui/loading_ui/load_images/testSeason.png	3k_main_faction_intro_zheng_jiang	572.0000	251.0000	vo_actor_hero_Zheng_Jiang	10	ui/post_campaign_background/campaign_victory_zhenk_jian.png	ui/post_campaign_background/campaign_defeat_zhengjiang.png	3k_main_template_historical_lady_zheng_jiang_hero_wood_faction_leader	3k_main_frontend_leader_bundle_zheng_jiang_ruler	3k_dlc04_cao_cao_0	false
ep_political_party_prince_of_changsha_ruler		ep_faction_intro_all	ui/loading_ui/load_images/testSeason.png	ep_faction_intro_all	635.0000	600.0000	vo_actor_general_Sima_Ai	2	ui/post_campaign_background/campaign_victory_sima_ai.png	ui/post_campaign_background/campaign_defeat_sima_ai.png	ep_template_historical_sima_ai_hero_wood_prince_faction_leader	ep_frontend_leader_bundle_sima_ai_ruler	3k_dlc04_cao_cao_0	false
ep_political_party_prince_of_chengdu_ruler		ep_faction_intro_all	ui/loading_ui/load_images/testSeason.png	ep_faction_intro_all	265.0000	494.0000	vo_actor_general_Sima_Ying	3	ui/post_campaign_background/campaign_victory_sima_ying.png	ui/post_campaign_background/campaign_defeat_sima_ying.png	ep_template_historical_sima_ying_hero_water_prince_faction_leader	ep_frontend_leader_bundle_sima_ying_ruler	3k_dlc04_cao_cao_0	false
ep_political_party_prince_of_chu_ruler		ep_faction_intro_all	ui/loading_ui/load_images/testSeason.png	ep_faction_intro_all	513.0000	416.0000	vo_actor_general_Sima_Wei	6	ui/post_campaign_background/campaign_victory_sima_wei.png	ui/post_campaign_background/campaign_defeat_sima_wei.png	ep_template_historical_sima_wei_hero_fire_prince_faction_leader	ep_frontend_leader_bundle_sima_wei_ruler	3k_dlc04_cao_cao_0	false
ep_political_party_prince_of_donghai_ruler		ep_faction_intro_all	ui/loading_ui/load_images/testSeason.png	ep_faction_intro_all	870.0000	359.0000	vo_actor_general_Sima_Yue	5	ui/post_campaign_background/campaign_victory_sima_yue.png	ui/post_campaign_background/campaign_defeat_sima_yue.png	ep_template_historical_sima_yue_hero_metal_prince_faction_leader	ep_frontend_leader_bundle_sima_yue_ruler	3k_dlc04_cao_cao_0	false
ep_political_party_prince_of_hejian_ruler		ep_faction_intro_all	ui/loading_ui/load_images/testSeason.png	ep_faction_intro_all	795.0000	236.0000	vo_actor_general_Sima_Yong	0	ui/post_campaign_background/campaign_victory_sima_yong.png	ui/post_campaign_background/campaign_defeat_sima_yong.png	ep_template_historical_sima_yong_hero_fire_prince_faction_leader	ep_frontend_leader_bundle_sima_yong_ruler	3k_dlc04_cao_cao_0	true
ep_political_party_prince_of_qi_ruler		ep_faction_intro_all	ui/loading_ui/load_images/testSeason.png	ep_faction_intro_all	873.0000	262.0000	vo_actor_general_Sima_Jiong	1	ui/post_campaign_background/campaign_victory_sima_jiong.png	ui/post_campaign_background/campaign_defeat_sima_jiong.png	ep_template_historical_sima_jiong_hero_earth_prince_faction_leader	ep_frontend_leader_bundle_sima_jiong_ruler	3k_dlc04_cao_cao_0	false
ep_political_party_prince_of_runan_ruler		ep_faction_intro_all	ui/loading_ui/load_images/testSeason.png	ep_faction_intro_all	719.0000	464.0000	vo_actor_general_Sima_Liang	7	ui/post_campaign_background/campaign_victory_sima_liang.png	ui/post_campaign_background/campaign_defeat_sima_liang.png	ep_template_historical_sima_liang_hero_wood_prince_faction_leader	ep_frontend_leader_bundle_sima_liang_ruler	3k_dlc04_cao_cao_0	false
ep_political_party_prince_of_zhao_ruler		ep_faction_intro_all	ui/loading_ui/load_images/testSeason.png	ep_faction_intro_all	658.0000	263.0000	vo_actor_general_Sima_Lun	5	ui/post_campaign_background/campaign_victory_sima_lun.png	ui/post_campaign_background/campaign_defeat_sima_lun.png	ep_template_historical_sima_lun_hero_earth_prince_faction_leader	ep_frontend_leader_bundle_sima_lun_ruler	3k_dlc04_cao_cao_0	false
