key	prelude_battle	video	loading_screen_image	loading_screen_intro_video	override_force_location_x	override_force_location_y	voiceover	sort_order	victory_screen_image	defeat_screen_image	frontend_character	faction_leader_effect_bundle	starting_progression_level	is_recommended
3k_main_political_party_wu_jing_190		3k_main_faction_intro_fire	ui/loading_ui/load_images/campaign_1.png	3k_main_faction_intro_sun_jian	-1.0000	-1.0000	vo_actor_group_sound	0	ui/post_campaign_background/campaign_victory_red.png	ui/post_campaign_background/campaign_defeat_red.png	3k_main_political_party_wu_jing_190	3k_main_political_party_wu_jing_190	3k_dlc04_cao_cao_0	false
3k_main_political_party_liu_xun_190		3k_main_faction_intro_fire	ui/loading_ui/load_images/campaign_1.png	3k_main_faction_intro_sun_jian	-1.0000	-1.0000	vo_actor_group_sound	0	ui/post_campaign_background/campaign_victory_red.png	ui/post_campaign_background/campaign_defeat_red.png	3k_main_political_party_liu_xun_190	3k_main_political_party_liu_xun_190	3k_dlc04_cao_cao_0	false
ironic_faction_cao_ren_gathering		3k_dlc05_faction_intro_all	ui/loading_ui/load_images/campaign_1.png	3k_dlc05_faction_intro_all	-1.0000	-1.0000	vo_actor_group_sound	0	ui/post_campaign_background/campaign_victory_red.png	ui/post_campaign_background/campaign_defeat_red.png	ironic_faction_cao_ren_gathering	ironic_faction_cao_ren_gathering	3k_dlc04_cao_cao_0	false
ironic_faction_ma_chao_gathering		3k_dlc05_faction_intro_all	ui/loading_ui/load_images/campaign_1.png	3k_dlc05_faction_intro_all	-1.0000	-1.0000	vo_actor_group_sound	0	ui/post_campaign_background/campaign_victory_red.png	ui/post_campaign_background/campaign_defeat_red.png	ironic_faction_ma_chao_gathering	ironic_faction_ma_chao_gathering	3k_dlc04_cao_cao_0	false
ironic_faction_sun_quan_gathering		3k_dlc05_faction_intro_all	ui/loading_ui/load_images/campaign_1.png	3k_dlc05_faction_intro_all	-1.0000	-1.0000	vo_actor_group_sound	0	ui/post_campaign_background/campaign_victory_red.png	ui/post_campaign_background/campaign_defeat_red.png	ironic_faction_sun_quan_gathering	ironic_faction_sun_quan_gathering	3k_dlc04_cao_cao_0	false
ironic_faction_xiahou_yuan_gathering		3k_dlc05_faction_intro_all	ui/loading_ui/load_images/campaign_1.png	3k_dlc05_faction_intro_all	-1.0000	-1.0000	vo_actor_group_sound	0	ui/post_campaign_background/campaign_victory_red.png	ui/post_campaign_background/campaign_defeat_red.png	ironic_faction_xiahou_yuan_gathering	ironic_faction_xiahou_yuan_gathering	3k_dlc04_cao_cao_0	false
ironic_faction_zhang_liao_gathering		3k_dlc05_faction_intro_all	ui/loading_ui/load_images/campaign_1.png	3k_dlc05_faction_intro_all	-1.0000	-1.0000	vo_actor_group_sound	0	ui/post_campaign_background/campaign_victory_red.png	ui/post_campaign_background/campaign_defeat_red.png	ironic_faction_zhang_liao_gathering	ironic_faction_zhang_liao_gathering	3k_dlc04_cao_cao_0	false
ironic_faction_chen_lan_gathering		3k_dlc05_faction_intro_all	ui/loading_ui/load_images/campaign_1.png	3k_dlc05_faction_intro_all	-1.0000	-1.0000	vo_actor_group_sound	0	ui/post_campaign_background/campaign_victory_red.png	ui/post_campaign_background/campaign_defeat_red.png	ironic_faction_chen_lan_gathering	ironic_faction_chen_lan_gathering	3k_dlc04_cao_cao_0	false
ironic_faction_yellow_turban_xu_he_gathering		3k_dlc05_faction_intro_all	ui/loading_ui/load_images/campaign_1.png	3k_dlc05_faction_intro_all	-1.0000	-1.0000	vo_actor_group_sound	0	ui/post_campaign_background/campaign_victory_red.png	ui/post_campaign_background/campaign_defeat_red.png	ironic_faction_yellow_turban_xu_he_gathering	ironic_faction_yellow_turban_xu_he_gathering	3k_dlc04_cao_cao_0	false
ironic_faction_zhou_yu_gathering		3k_dlc05_faction_intro_all	ui/loading_ui/load_images/campaign_1.png	3k_dlc05_faction_intro_all	-1.0000	-1.0000	vo_actor_group_sound	0	ui/post_campaign_background/campaign_victory_red.png	ui/post_campaign_background/campaign_defeat_red.png	ironic_faction_zhou_yu_gathering	ironic_faction_zhou_yu_gathering	3k_dlc04_cao_cao_0	false
ironic_faction_zhong_yao_gathering		3k_dlc05_faction_intro_all	ui/loading_ui/load_images/campaign_1.png	3k_dlc05_faction_intro_all	-1.0000	-1.0000	vo_actor_group_sound	0	ui/post_campaign_background/campaign_victory_red.png	ui/post_campaign_background/campaign_defeat_red.png	ironic_faction_zhong_yao_gathering	ironic_faction_zhong_yao_gathering	3k_dlc04_cao_cao_0	false
ironic_faction_du_ji_gathering		3k_dlc05_faction_intro_all	ui/loading_ui/load_images/campaign_1.png	3k_dlc05_faction_intro_all	-1.0000	-1.0000	vo_actor_group_sound	0	ui/post_campaign_background/campaign_victory_red.png	ui/post_campaign_background/campaign_defeat_red.png	ironic_faction_du_ji_gathering	ironic_faction_du_ji_gathering	3k_dlc04_cao_cao_0	false
ironic_faction_zhuge_liang_gathering		3k_dlc05_faction_intro_all	ui/loading_ui/load_images/campaign_1.png	3k_dlc05_faction_intro_all	-1.0000	-1.0000	vo_actor_group_sound	0	ui/post_campaign_background/campaign_victory_red.png	ui/post_campaign_background/campaign_defeat_red.png	ironic_faction_zhuge_liang_gathering	ironic_faction_zhuge_liang_gathering	3k_dlc04_cao_cao_0	false
ironic_faction_han_xuan_gathering		3k_dlc05_faction_intro_all	ui/loading_ui/load_images/campaign_1.png	3k_dlc05_faction_intro_all	-1.0000	-1.0000	vo_actor_group_sound	0	ui/post_campaign_background/campaign_victory_red.png	ui/post_campaign_background/campaign_defeat_red.png	ironic_faction_han_xuan_gathering	ironic_faction_han_xuan_gathering	3k_dlc04_cao_cao_0	false
ironic_faction_liu_du_gathering		3k_dlc05_faction_intro_all	ui/loading_ui/load_images/campaign_1.png	3k_dlc05_faction_intro_all	-1.0000	-1.0000	vo_actor_group_sound	0	ui/post_campaign_background/campaign_victory_red.png	ui/post_campaign_background/campaign_defeat_red.png	ironic_faction_liu_du_gathering	ironic_faction_liu_du_gathering	3k_dlc04_cao_cao_0	false
ironic_faction_zhao_fan_gathering		3k_dlc05_faction_intro_all	ui/loading_ui/load_images/campaign_1.png	3k_dlc05_faction_intro_all	-1.0000	-1.0000	vo_actor_group_sound	0	ui/post_campaign_background/campaign_victory_red.png	ui/post_campaign_background/campaign_defeat_red.png	ironic_faction_zhao_fan_gathering	ironic_faction_zhao_fan_gathering	3k_dlc04_cao_cao_0	false
ironic_faction_sun_ben_gathering		3k_dlc05_faction_intro_all	ui/loading_ui/load_images/campaign_1.png	3k_dlc05_faction_intro_all	-1.0000	-1.0000	vo_actor_group_sound	0	ui/post_campaign_background/campaign_victory_red.png	ui/post_campaign_background/campaign_defeat_red.png	ironic_faction_sun_ben_gathering	ironic_faction_sun_ben_gathering	3k_dlc04_cao_cao_0	false
ironic_faction_lei_xu_gathering		3k_dlc05_faction_intro_all	ui/loading_ui/load_images/campaign_1.png	3k_dlc05_faction_intro_all	-1.0000	-1.0000	vo_actor_group_sound	0	ui/post_campaign_background/campaign_victory_red.png	ui/post_campaign_background/campaign_defeat_red.png	ironic_faction_lei_xu_gathering	ironic_faction_lei_xu_gathering	3k_dlc04_cao_cao_0	false
ironic_faction_liu_shan_gathering		3k_dlc05_faction_intro_all	ui/loading_ui/load_images/campaign_1.png	3k_dlc05_faction_intro_all	-1.0000	-1.0000	vo_actor_group_sound	0	ui/post_campaign_background/campaign_victory_red.png	ui/post_campaign_background/campaign_defeat_red.png	ironic_faction_liu_shan_gathering	ironic_faction_liu_shan_gathering	3k_dlc04_cao_cao_0	false
ironic_faction_guan_yu_gathering		3k_dlc05_faction_intro_all	ui/loading_ui/load_images/campaign_1.png	3k_dlc05_faction_intro_all	-1.0000	-1.0000	vo_actor_group_sound	0	ui/post_campaign_background/campaign_victory_red.png	ui/post_campaign_background/campaign_defeat_red.png	ironic_faction_guan_yu_gathering	ironic_faction_guan_yu_gathering	3k_dlc04_cao_cao_0	false
ironic_faction_zu_lang_gathering		3k_dlc05_faction_intro_all	ui/loading_ui/load_images/campaign_1.png	3k_dlc05_faction_intro_all	-1.0000	-1.0000	vo_actor_group_sound	0	ui/post_campaign_background/campaign_victory_red.png	ui/post_campaign_background/campaign_defeat_red.png	ironic_faction_zu_lang_gathering	ironic_faction_zu_lang_gathering	3k_dlc04_cao_cao_0	false
ironic_faction_zhu_jun_gathering		3k_dlc05_faction_intro_all	ui/loading_ui/load_images/campaign_1.png	3k_dlc05_faction_intro_all	-1.0000	-1.0000	vo_actor_group_sound	0	ui/post_campaign_background/campaign_victory_red.png	ui/post_campaign_background/campaign_defeat_red.png	ironic_faction_zhu_jun_gathering	ironic_faction_zhu_jun_gathering	3k_dlc04_cao_cao_0	false
ironic_faction_yellow_turban_wu_huan_190		3k_main_faction_intro_fire	ui/loading_ui/load_images/campaign_1.png	3k_main_faction_intro_fire	-1.0000	-1.0000	vo_actor_group_sound	0	ui/post_campaign_background/campaign_victory_red.png	ui/post_campaign_background/campaign_defeat_red.png	ironic_faction_yellow_turban_wu_huan_190	ironic_faction_yellow_turban_wu_huan_190	3k_dlc04_cao_cao_0	false
3k_main_political_party_fei_zhan_190		3k_main_faction_intro_fire	ui/loading_ui/load_images/campaign_1.png	3k_main_faction_intro_sun_jian	-1.0000	-1.0000	vo_actor_group_sound	0	ui/post_campaign_background/campaign_victory_red.png	ui/post_campaign_background/campaign_defeat_red.png	3k_main_political_party_fei_zhan_190	3k_main_political_party_fei_zhan_190	3k_dlc04_cao_cao_0	false
3k_main_political_party_su_dai_190		3k_main_faction_intro_fire	ui/loading_ui/load_images/campaign_1.png	3k_main_faction_intro_sun_jian	-1.0000	-1.0000	vo_actor_group_sound	0	ui/post_campaign_background/campaign_victory_red.png	ui/post_campaign_background/campaign_defeat_red.png	3k_main_political_party_su_dai_190	3k_main_political_party_su_dai_190	3k_dlc04_cao_cao_0	false
3k_main_political_party_you_tu_190		3k_main_faction_intro_fire	ui/loading_ui/load_images/campaign_1.png	3k_main_faction_intro_sun_jian	-1.0000	-1.0000	vo_actor_group_sound	0	ui/post_campaign_background/campaign_victory_red.png	ui/post_campaign_background/campaign_defeat_red.png	3k_main_political_party_you_tu_190	3k_main_political_party_you_tu_190	3k_dlc04_cao_cao_0	false
3k_main_political_party_pan_lin_190		3k_main_faction_intro_fire	ui/loading_ui/load_images/campaign_1.png	3k_main_faction_intro_sun_jian	-1.0000	-1.0000	vo_actor_group_sound	0	ui/post_campaign_background/campaign_victory_red.png	ui/post_campaign_background/campaign_defeat_red.png	3k_main_political_party_pan_lin_190	3k_main_political_party_pan_lin_190	3k_dlc04_cao_cao_0	false
3k_main_political_party_zu_lang_190		3k_main_faction_intro_fire	ui/loading_ui/load_images/campaign_1.png	3k_main_faction_intro_sun_jian	-1.0000	-1.0000	vo_actor_group_sound	0	ui/post_campaign_background/campaign_victory_red.png	ui/post_campaign_background/campaign_defeat_red.png	3k_main_political_party_zu_lang_190	3k_main_political_party_zu_lang_190	3k_dlc04_cao_cao_0	false
3k_main_political_party_zhao_wei_190		3k_main_faction_intro_fire	ui/loading_ui/load_images/campaign_1.png	3k_main_faction_intro_sun_jian	-1.0000	-1.0000	vo_actor_group_sound	0	ui/post_campaign_background/campaign_victory_red.png	ui/post_campaign_background/campaign_defeat_red.png	3k_main_political_party_zhao_wei_190	3k_main_political_party_zhao_wei_190	3k_dlc04_cao_cao_0	false
3k_main_political_party_ni_xiaode_190		3k_main_faction_intro_fire	ui/loading_ui/load_images/campaign_1.png	3k_main_faction_intro_sun_jian	-1.0000	-1.0000	vo_actor_group_sound	0	ui/post_campaign_background/campaign_victory_red.png	ui/post_campaign_background/campaign_defeat_red.png	3k_main_political_party_ni_xiaode_190	3k_main_political_party_ni_xiaode_190	3k_dlc04_cao_cao_0	false
3k_main_political_party_buyeo_190		3k_main_faction_intro_fire	ui/loading_ui/load_images/campaign_1.png	3k_main_faction_intro_sun_jian	-1.0000	-1.0000	vo_actor_group_sound	0	ui/post_campaign_background/campaign_victory_red.png	ui/post_campaign_background/campaign_defeat_red.png	3k_main_political_party_buyeo_190	3k_main_political_party_buyeo_190	ironic_korea_progression_1	false
3k_main_political_party_gaya_190		3k_main_faction_intro_fire	ui/loading_ui/load_images/campaign_1.png	3k_main_faction_intro_sun_jian	-1.0000	-1.0000	vo_actor_group_sound	0	ui/post_campaign_background/campaign_victory_red.png	ui/post_campaign_background/campaign_defeat_red.png	3k_main_political_party_gaya_190	3k_main_political_party_gaya_190	ironic_korea_progression_1	false
3k_main_political_party_korea_ye_190		3k_main_faction_intro_fire	ui/loading_ui/load_images/campaign_1.png	3k_main_faction_intro_sun_jian	-1.0000	-1.0000	vo_actor_group_sound	0	ui/post_campaign_background/campaign_victory_red.png	ui/post_campaign_background/campaign_defeat_red.png	3k_main_political_party_korea_ye_190	3k_main_political_party_korea_ye_190	ironic_korea_progression_1	false
3k_main_political_party_tamno_190		3k_main_faction_intro_fire	ui/loading_ui/load_images/campaign_1.png	3k_main_faction_intro_sun_jian	-1.0000	-1.0000	vo_actor_group_sound	0	ui/post_campaign_background/campaign_victory_red.png	ui/post_campaign_background/campaign_defeat_red.png	3k_main_political_party_tamno_190	3k_main_political_party_tamno_190	ironic_korea_progression_1	false
3k_main_political_party_hu_mao_190		3k_main_faction_intro_fire	ui/loading_ui/load_images/campaign_1.png	3k_main_faction_intro_sun_jian	-1.0000	-1.0000	vo_actor_group_sound	0	ui/post_campaign_background/campaign_victory_red.png	ui/post_campaign_background/campaign_defeat_red.png	3k_main_political_party_hu_mao_190	3k_main_political_party_hu_mao_190	3k_dlc04_cao_cao_0	false
